company,code,average_return_percent,simulation_result
GRAPHITE INDIA LTD,509488,2.1715498370774466,"[{'investment': 99863.40000000001, 'shares': 413, 'entry': True, 'exit': False, 'date': '01-12-2020', 'close': 241.8}, {'investment': 316721.74999999994, 'shares': 413, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 766.55}]"
DEEPAK FERTILISERS  PETROCHEMICALS CORPN LTD,500645,0.9762585755145305,"[{'investment': 99994.00000000001, 'shares': 680, 'entry': True, 'exit': False, 'date': '01-12-2020', 'close': 147.05}, {'investment': 197614.0, 'shares': 680, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 290.6}]"
UPL LTD,512070,0.8698745380957241,"[{'investment': 99966.59999999999, 'shares': 228, 'entry': True, 'exit': False, 'date': '10-12-2020', 'close': 438.45}, {'investment': 186925.0, 'shares': 228, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 819.7}]"
GRINDWELL NORTON LTD,506076,0.8177989261486031,"[{'investment': 99529.59999999999, 'shares': 152, 'entry': True, 'exit': False, 'date': '18-12-2020', 'close': 654.8}, {'investment': 180924.8, 'shares': 152, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1187.2}]"
IFCI LTD,500106,0.7734628996820844,"[{'investment': 99995.1, 'shares': 15105, 'entry': True, 'exit': False, 'date': '01-12-2020', 'close': 6.62}, {'investment': 177337.6, 'shares': 15105, 'entry': False, 'exit': True, 'date': '05-03-2021', 'close': 11.74}]"
BEML LTD,500048,0.7691568188435627,"[{'investment': 99599.0, 'shares': 137, 'entry': True, 'exit': False, 'date': '01-12-2020', 'close': 727.0}, {'investment': 176206.25, 'shares': 137, 'entry': False, 'exit': True, 'date': '07-04-2021', 'close': 1283.25}]"
GUJARAT STATE FERTILIZERS  CHEMICALS LTD,500690,0.6224815403416256,"[{'investment': 99954.45, 'shares': 1359, 'entry': True, 'exit': False, 'date': '08-12-2020', 'close': 73.55}, {'investment': 162174.25, 'shares': 1359, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 119.3}]"
STERLITE TECHNOLOGIES LTD,532374,0.5799601994132493,"[{'investment': 99923.15, 'shares': 617, 'entry': True, 'exit': False, 'date': '18-12-2020', 'close': 161.95}, {'investment': 157874.6, 'shares': 617, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 255.75}]"
TATA POWER CO LTD,500400,0.5641054500324897,"[{'investment': 99954.45, 'shares': 1471, 'entry': True, 'exit': False, 'date': '02-12-2020', 'close': 67.95}, {'investment': 156339.3, 'shares': 1471, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 106.25}]"
MOTHERSON SUMI SYSTEMS LTD,517334,0.5230041326947416,"[{'investment': 99886.4, 'shares': 652, 'entry': True, 'exit': False, 'date': '02-12-2020', 'close': 153.2}, {'investment': 152127.40000000002, 'shares': 652, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 233.15}]"
GREAVES COTTON LTD,501455,0.5096028743569727,"[{'investment': 99918.0, 'shares': 1170, 'entry': True, 'exit': False, 'date': '03-12-2020', 'close': 85.4}, {'investment': 150836.5, 'shares': 1170, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 128.85}]"
JINDAL STAINLESS HISAR LTD,539597,0.42396270699569116,"[{'investment': 99911.5, 'shares': 809, 'entry': True, 'exit': False, 'date': '01-02-2021', 'close': 123.5}, {'investment': 142270.25, 'shares': 809, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 175.75}]"
GALAXY SURFACTANTS LTD,540935,0.4062822315986873,"[{'investment': 98651.25, 'shares': 45, 'entry': True, 'exit': False, 'date': '11-01-2021', 'close': 2192.25}, {'investment': 138731.5, 'shares': 45, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 3052.95}]"
VENKYS INDIA LTD,523261,0.39103824475432813,"[{'investment': 99177.0, 'shares': 60, 'entry': True, 'exit': False, 'date': '04-02-2021', 'close': 1652.95}, {'investment': 137959.0, 'shares': 60, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 2285.6}]"
INDIABULLS HOUSING FINANCE LTD,535789,0.3691115927845057,"[{'investment': 99929.40000000001, 'shares': 606, 'entry': True, 'exit': False, 'date': '15-04-2021', 'close': 164.9}, {'investment': 136814.5, 'shares': 606, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 225.65}]"
WELSPUN INDIA LTD,514162,0.3667004779596389,"[{'investment': 99966.59999999999, 'shares': 1501, 'entry': True, 'exit': False, 'date': '03-12-2020', 'close': 66.6}, {'investment': 136624.40000000002, 'shares': 1501, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 91.0}]"
JINDAL STAINLESS LTD,532508,0.3579504805359189,"[{'investment': 99940.5, 'shares': 1485, 'entry': True, 'exit': False, 'date': '17-03-2021', 'close': 67.3}, {'investment': 135714.25, 'shares': 1485, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 91.35}]"
