company,code,average_return_percent,simulation_result
STEEL AUTHORITY OF INDIA LTD,500113,2.624028809363043,"[{'investment': 99967.5, 'shares': 2962, 'entry': True, 'exit': False, 'date': '30-09-2020', 'close': 33.75}, {'investment': 362285.1, 'shares': 2962, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 122.3}]"
GUJARAT NARMADA VALLEY FERTILIZERS  CHEMICALS LTD,500670,2.519500293715293,"[{'investment': 99926.70000000001, 'shares': 893, 'entry': True, 'exit': False, 'date': '01-04-2020', 'close': 111.9}, {'investment': 351692.05, 'shares': 893, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 393.75}]"
GATEWAY DISTRIPARKS LTD,532622,2.2295992395056787,"[{'investment': 99935.0, 'shares': 1100, 'entry': True, 'exit': False, 'date': '06-05-2020', 'close': 90.85}, {'investment': 322750.0, 'shares': 1100, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 293.35}]"
SHIPPING CORPN OF INDIA LTD,523598,2.1624174258883597,"[{'investment': 99970.8, 'shares': 2724, 'entry': True, 'exit': False, 'date': '01-04-2020', 'close': 36.7}, {'investment': 316149.4, 'shares': 2724, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 116.05}]"
JSW STEEL LTD,500228,2.0616085749853585,"[{'investment': 99969.85, 'shares': 449, 'entry': True, 'exit': False, 'date': '23-10-2019', 'close': 222.65}, {'investment': 306068.55000000005, 'shares': 449, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 681.6}]"
TANLA PLATFORMS LTD,532790,1.8287823741942713,"[{'investment': 99971.6, 'shares': 1706, 'entry': True, 'exit': False, 'date': '21-11-2019', 'close': 58.6}, {'investment': 282797.9, 'shares': 1706, 'entry': False, 'exit': True, 'date': '18-08-2020', 'close': 165.75}]"
UPL LTD,512070,1.804324498256057,"[{'investment': 99759.55, 'shares': 341, 'entry': True, 'exit': False, 'date': '25-03-2020', 'close': 292.55}, {'investment': 279758.15, 'shares': 341, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 819.7}]"
PTC INDIA LTD,532524,1.7761706996991231,"[{'investment': 99974.4, 'shares': 3048, 'entry': True, 'exit': False, 'date': '24-03-2020', 'close': 32.8}, {'investment': 277546.0, 'shares': 3048, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 91.05}]"
INDIA CEMENTS LTD,530005,1.6117876875592472,"[{'investment': 99951.75000000001, 'shares': 1395, 'entry': True, 'exit': False, 'date': '17-12-2019', 'close': 71.65}, {'investment': 261052.75, 'shares': 1395, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 187.1}]"
INDOCO REMEDIES LTD,532612,1.5164833624657865,"[{'investment': 99888.6, 'shares': 714, 'entry': True, 'exit': False, 'date': '10-10-2019', 'close': 139.9}, {'investment': 251367.99999999997, 'shares': 714, 'entry': False, 'exit': True, 'date': '12-05-2021', 'close': 351.9}]"
TATA POWER CO LTD,500400,1.4666095984591583,"[{'investment': 99997.3, 'shares': 2522, 'entry': True, 'exit': False, 'date': '09-03-2020', 'close': 39.65}, {'investment': 246654.3, 'shares': 2522, 'entry': False, 'exit': True, 'date': '01-03-2021', 'close': 97.8}]"
LARSEN  TOUBRO INFOTECH LTD,540005,1.4302263437044354,"[{'investment': 99823.85, 'shares': 73, 'entry': True, 'exit': False, 'date': '19-03-2020', 'close': 1367.45}, {'investment': 242594.55000000002, 'shares': 73, 'entry': False, 'exit': True, 'date': '14-10-2020', 'close': 3320.8}]"
DELTA CORP LTD,532848,1.4140964622760686,"[{'investment': 99938.55, 'shares': 1389, 'entry': True, 'exit': False, 'date': '08-04-2020', 'close': 71.95}, {'investment': 241261.3, 'shares': 1389, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 173.65}]"
TATA MOTORS LTD,500570,1.3878707265988728,"[{'investment': 99954.04999999999, 'shares': 749, 'entry': True, 'exit': False, 'date': '30-07-2019', 'close': 133.45}, {'investment': 238677.35000000003, 'shares': 749, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 318.6}]"
GARWARE TECHNICAL FIBRES LTD,509557,1.3794621115645105,"[{'investment': 99176.70000000001, 'shares': 83, 'entry': True, 'exit': False, 'date': '10-07-2019', 'close': 1194.9}, {'investment': 235987.2, 'shares': 83, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 2833.3}]"
SHRIRAM CITY UNION FINANCE LTD,532498,1.3366519118713582,"[{'investment': 99967.5, 'shares': 135, 'entry': True, 'exit': False, 'date': '08-04-2020', 'close': 740.5}, {'investment': 233589.25, 'shares': 135, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1730.05}]"
GUJARAT GAS LTD,539336,1.329395274329195,"[{'investment': 99880.0, 'shares': 440, 'entry': True, 'exit': False, 'date': '01-04-2020', 'close': 227.0}, {'investment': 232660.0, 'shares': 440, 'entry': False, 'exit': True, 'date': '04-05-2021', 'close': 528.5}]"
TCI EXPRESS LTD,540212,1.2996914068483074,"[{'investment': 99564.75, 'shares': 171, 'entry': True, 'exit': False, 'date': '18-03-2020', 'close': 582.25}, {'investment': 228968.2, 'shares': 171, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1336.45}]"
PI INDUSTRIES LTD,523642,1.2889022531307999,"[{'investment': 99519.3, 'shares': 87, 'entry': True, 'exit': False, 'date': '17-07-2019', 'close': 1143.9}, {'investment': 227789.95, 'shares': 87, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 2612.75}]"
BAJAJ CONSUMER CARE LTD,533229,1.2404010956446518,"[{'investment': 99886.40000000001, 'shares': 766, 'entry': True, 'exit': False, 'date': '18-03-2020', 'close': 130.4}, {'investment': 223785.59999999998, 'shares': 766, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 292.0}]"
LT TECHNOLOGY SERVICES LTD,540115,1.17320971492411,"[{'investment': 98998.2, 'shares': 97, 'entry': True, 'exit': False, 'date': '23-03-2020', 'close': 1020.6}, {'investment': 215143.85000000003, 'shares': 97, 'entry': False, 'exit': True, 'date': '18-12-2020', 'close': 2207.65}]"
ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD,532921,1.1248602702317452,"[{'investment': 99969.75, 'shares': 283, 'entry': True, 'exit': False, 'date': '01-10-2020', 'close': 353.25}, {'investment': 212421.75, 'shares': 283, 'entry': False, 'exit': True, 'date': '15-04-2021', 'close': 750.5}]"
JK LAKSHMI CEMENT LTD,500380,1.1031978288810158,"[{'investment': 99745.8, 'shares': 381, 'entry': True, 'exit': False, 'date': '01-10-2020', 'close': 261.8}, {'investment': 209785.15000000002, 'shares': 381, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 549.95}]"
MINDA INDUSTRIES LTD,532539,1.0933556747767108,"[{'investment': 99814.5, 'shares': 369, 'entry': True, 'exit': False, 'date': '17-04-2020', 'close': 270.5}, {'investment': 208947.25, 'shares': 369, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 565.75}]"
KPIT TECHNOLOGIES LTD,542651,1.0916725220653438,"[{'investment': 99907.8, 'shares': 876, 'entry': True, 'exit': False, 'date': '19-10-2020', 'close': 114.05}, {'investment': 208974.39999999997, 'shares': 876, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 238.45}]"
