company,code,average_return_percent,simulation_result
VENKYS INDIA LTD,523261,0.508074728445949,"[{'investment': 99105.5, 'shares': 65, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 1524.7}, {'investment': 149458.5, 'shares': 65, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 2285.6}]"
KAVERI SEED COMPANY LTD,532899,0.30695945511274086,"[{'investment': 99484.8, 'shares': 172, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 578.4}, {'investment': 130022.6, 'shares': 172, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 752.95}]"
FINE ORGANIC INDUSTRIES LTD,541557,0.28835735627277786,"[{'investment': 97462.40000000001, 'shares': 38, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 2564.8}, {'investment': 125566.4, 'shares': 38, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 3237.6}]"
INDIABULLS HOUSING FINANCE LTD,535789,0.20859683003462146,"[{'investment': 99938.0, 'shares': 535, 'entry': True, 'exit': False, 'date': '28-04-2021', 'close': 186.8}, {'investment': 120784.75, 'shares': 535, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 225.65}]"
ADANI GREEN ENERGY LTD,541450,0.20775886861184972,"[{'investment': 99099.5, 'shares': 94, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 1054.25}, {'investment': 119688.3, 'shares': 94, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1263.7}]"
UCO BANK,532505,0.18794211448516937,"[{'investment': 99995.31, 'shares': 9033, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 11.07}, {'investment': 118788.64, 'shares': 9033, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 13.15}]"
CSB BANK LTD,542867,0.16668802665726842,"[{'investment': 99875.2, 'shares': 368, 'entry': True, 'exit': False, 'date': '10-05-2021', 'close': 271.4}, {'investment': 116523.20000000001, 'shares': 368, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 316.3}]"
CHOLAMANDALAM FINANCIAL HOLDINGS LTD,504973,0.15750580237065423,"[{'investment': 99786.8, 'shares': 178, 'entry': True, 'exit': False, 'date': '12-05-2021', 'close': 560.6}, {'investment': 115503.8, 'shares': 178, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 647.7}]"
INOX LEISURE LTD,532706,0.15348359405398876,"[{'investment': 99972.9, 'shares': 366, 'entry': True, 'exit': False, 'date': '07-05-2021', 'close': 273.15}, {'investment': 115317.1, 'shares': 366, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 315.0}]"
GE POWER INDIA LTD,532309,0.14262065873267663,"[{'investment': 99916.1, 'shares': 386, 'entry': True, 'exit': False, 'date': '18-05-2021', 'close': 258.85}, {'investment': 114166.2, 'shares': 386, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 295.55}]"
WESTLIFE DEVELOPMENT LTD,505533,0.13932025199630835,"[{'investment': 99684.0, 'shares': 234, 'entry': True, 'exit': False, 'date': '07-05-2021', 'close': 426.0}, {'investment': 113572.0, 'shares': 234, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 484.0}]"
HAWKINS COOKERS LTD,508486,0.13232755339090657,"[{'investment': 97198.2, 'shares': 18, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 5399.9}, {'investment': 110060.20000000001, 'shares': 18, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 5958.8}]"
KNR CONSTRUCTIONS LTD,532942,0.11677690150087429,"[{'investment': 99968.4, 'shares': 504, 'entry': True, 'exit': False, 'date': '05-05-2021', 'close': 198.35}, {'investment': 111642.4, 'shares': 504, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 221.45}]"
MARUTI SUZUKI INDIA LTD,532500,0.11009886787000629,"[{'investment': 96897.0, 'shares': 15, 'entry': True, 'exit': False, 'date': '30-04-2021', 'close': 6459.8}, {'investment': 107565.25, 'shares': 15, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 6964.15}]"
OMAXE LTD,532880,0.10712865094752629,"[{'investment': 99931.25, 'shares': 1355, 'entry': True, 'exit': False, 'date': '12-05-2021', 'close': 73.75}, {'investment': 110636.74999999999, 'shares': 1355, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 81.6}]"
SOLAR INDUSTRIES INDIA LTD,532725,0.10404835643476353,"[{'investment': 98998.2, 'shares': 81, 'entry': True, 'exit': False, 'date': '03-05-2021', 'close': 1222.2}, {'investment': 109298.8, 'shares': 81, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1337.0}]"
GALAXY SURFACTANTS LTD,540935,0.08914715959732662,"[{'investment': 99013.25, 'shares': 35, 'entry': True, 'exit': False, 'date': '28-04-2021', 'close': 2828.95}, {'investment': 107840.0, 'shares': 35, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 3052.95}]"
ALKYL AMINES CHEMICALS LTD,506767,0.07675197092598167,"[{'investment': 98342.1, 'shares': 27, 'entry': True, 'exit': False, 'date': '11-05-2021', 'close': 3642.3}, {'investment': 105890.04999999999, 'shares': 27, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 3860.45}]"
IDFC LTD,532659,0.07196571965719657,"[{'investment': 99999.0, 'shares': 1845, 'entry': True, 'exit': False, 'date': '10-05-2021', 'close': 54.2}, {'investment': 107195.5, 'shares': 1845, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 58.1}]"
MUTHOOT FINANCE LTD,533398,0.06830353981405612,"[{'investment': 98847.0, 'shares': 84, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 1176.75}, {'investment': 105598.6, 'shares': 84, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1243.4}]"
FORCE MOTORS LTD,500033,0.0662973645992992,"[{'investment': 99430.8, 'shares': 84, 'entry': True, 'exit': False, 'date': '06-05-2021', 'close': 1183.7}, {'investment': 106022.8, 'shares': 84, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1255.4}]"
ABB POWER PRODUCTS AND SYSTEMS INDIA LTD,543187,0.06300406272972563,"[{'investment': 98419.05, 'shares': 57, 'entry': True, 'exit': False, 'date': '18-05-2021', 'close': 1726.65}, {'investment': 104619.85, 'shares': 57, 'entry': False, 'exit': True, 'date': '25-05-2021', 'close': 1807.7}, {'investment': 103455.0, 'shares': 55, 'entry': True, 'exit': False, 'date': '26-05-2021', 'close': 1881.0}]"
NARAYANA HRUDAYALAYA LTD,539551,0.05531239078864504,"[{'investment': 99863.7, 'shares': 246, 'entry': True, 'exit': False, 'date': '30-04-2021', 'close': 405.95}, {'investment': 105387.40000000001, 'shares': 246, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 427.85}]"
MISHRA DHATU NIGAM LTD,541195,0.05339323927686775,"[{'investment': 99978.95, 'shares': 551, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 181.45}, {'investment': 105317.15, 'shares': 551, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 191.1}]"
RAIL VIKAS NIGAM LTD,542649,0.051621781639543986,"[{'investment': 99988.79999999999, 'shares': 3552, 'entry': True, 'exit': False, 'date': '07-05-2021', 'close': 28.15}, {'investment': 105150.40000000002, 'shares': 3552, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 29.6}]"
GODREJ INDUSTRIES LTD,500164,0.046190589825396484,"[{'investment': 99734.6, 'shares': 196, 'entry': True, 'exit': False, 'date': '11-05-2021', 'close': 508.85}, {'investment': 104341.4, 'shares': 196, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 531.0}]"
DILIP BUILDCON LTD,540047,0.03712673774705401,"[{'investment': 99755.59999999999, 'shares': 184, 'entry': True, 'exit': False, 'date': '28-04-2021', 'close': 542.15}, {'investment': 103459.20000000001, 'shares': 184, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 560.95}]"
TV TODAY NETWORK LTD,532515,0.00957004925318513,"[{'investment': 99790.50000000001, 'shares': 355, 'entry': True, 'exit': False, 'date': '14-05-2021', 'close': 281.1}, {'investment': 100745.49999999999, 'shares': 355, 'entry': False, 'exit': True, 'date': '17-05-2021', 'close': 283.2}]"
EPL LTD,500135,0.008426638455986268,"[{'investment': 99820.34999999999, 'shares': 441, 'entry': True, 'exit': False, 'date': '28-04-2021', 'close': 226.35}, {'investment': 100661.5, 'shares': 441, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 227.85}]"
RAJESH EXPORTS LTD,531500,0.00596092903846934,"[{'investment': 99716.0, 'shares': 194, 'entry': True, 'exit': False, 'date': '14-05-2021', 'close': 514.0}, {'investment': 100310.40000000001, 'shares': 194, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 515.6}]"
REC LTD,532955,0.000464539795242013,"[{'investment': 99883.8, 'shares': 698, 'entry': True, 'exit': False, 'date': '25-05-2021', 'close': 143.1}, {'investment': 99930.2, 'shares': 698, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 143.0}]"
UFLEX LTD,500148,-0.0022645097524052597,"[{'investment': 99911.25, 'shares': 225, 'entry': True, 'exit': False, 'date': '05-05-2021', 'close': 444.05}, {'investment': 99685.0, 'shares': 225, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 442.65}]"
TATA MOTORS LTD,500570,-0.006404832263691688,"[{'investment': 99862.1, 'shares': 311, 'entry': True, 'exit': False, 'date': '17-05-2021', 'close': 321.1}, {'investment': 99222.5, 'shares': 311, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 318.6}]"
CYIENT LIMITED,532175,-0.009794457181931539,"[{'investment': 99444.0, 'shares': 120, 'entry': True, 'exit': False, 'date': '20-05-2021', 'close': 828.7}, {'investment': 98470.0, 'shares': 120, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 815.95}]"
TRIDENT LTD,521064,-0.011243197207137234,"[{'investment': 99992.02, 'shares': 5959, 'entry': True, 'exit': False, 'date': '10-05-2021', 'close': 16.78}, {'investment': 98867.79, 'shares': 5959, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 16.59}]"
COAL INDIA LTD,533278,-0.013681812403468488,"[{'investment': 99902.7, 'shares': 681, 'entry': True, 'exit': False, 'date': '20-05-2021', 'close': 146.7}, {'investment': 98535.85, 'shares': 681, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 144.55}]"
