company,code,average_return_percent,simulation_result
FINE ORGANIC INDUSTRIES LTD,541557,0.44476341778859446,"[{'investment': 97848.65000000001, 'shares': 43, 'entry': True, 'exit': False, 'date': '30-03-2021', 'close': 2275.55}, {'investment': 141368.14999999997, 'shares': 43, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 3237.6}]"
FINOLEX INDUSTRIES LTD,500940,0.41610759741891695,"[{'investment': 99951.84, 'shares': 816, 'entry': True, 'exit': False, 'date': '30-03-2021', 'close': 122.49}, {'investment': 141542.56, 'shares': 816, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 173.4}]"
BIRLA CORPORATION LTD,500335,0.32421363073407816,"[{'investment': 99959.4, 'shares': 108, 'entry': True, 'exit': False, 'date': '03-05-2021', 'close': 925.55}, {'investment': 132367.6, 'shares': 108, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1225.25}]"
BALKRISHNA INDUSTRIES LTD,502355,0.3103214363442949,"[{'investment': 98327.4, 'shares': 58, 'entry': True, 'exit': False, 'date': '23-04-2021', 'close': 1695.3}, {'investment': 128840.50000000001, 'shares': 58, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 2192.55}]"
DEEPAK FERTILISERS  PETROCHEMICALS CORPN LTD,500645,0.2823831082976082,"[{'investment': 99836.0, 'shares': 440, 'entry': True, 'exit': False, 'date': '31-03-2021', 'close': 226.9}, {'investment': 128028.00000000001, 'shares': 440, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 290.6}]"
SHREE CEMENT LTD,500387,0.27959922408119386,"[{'investment': 80833.20000000001, 'shares': 3, 'entry': True, 'exit': False, 'date': '24-05-2021', 'close': 26944.4}, {'investment': 103434.09999999998, 'shares': 3, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 28089.1}]"
SPICEJET LTD,500285,0.27848356382305683,"[{'investment': 99979.15000000001, 'shares': 1627, 'entry': True, 'exit': False, 'date': '20-04-2021', 'close': 61.45}, {'investment': 127821.69999999998, 'shares': 1627, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 78.55}]"
GRINDWELL NORTON LTD,506076,0.2781762379903759,"[{'investment': 99654.45, 'shares': 107, 'entry': True, 'exit': False, 'date': '01-04-2021', 'close': 931.35}, {'investment': 127375.95000000001, 'shares': 107, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1187.2}]"
GMM PFAUDLER LTD,505255,0.2757295715880658,"[{'investment': 98167.20000000001, 'shares': 24, 'entry': True, 'exit': False, 'date': '15-04-2021', 'close': 4090.3}, {'investment': 125234.79999999999, 'shares': 24, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 5141.75}]"
COFORGE LTD,532541,0.22490500115412057,"[{'investment': 98343.29999999999, 'shares': 34, 'entry': True, 'exit': False, 'date': '05-05-2021', 'close': 2892.45}, {'investment': 120461.20000000001, 'shares': 34, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 3494.25}]"
AARTI INDUSTRIES LTD,524208,0.22318157808902703,"[{'investment': 99488.04999999999, 'shares': 73, 'entry': True, 'exit': False, 'date': '01-04-2021', 'close': 1362.85}, {'investment': 121691.95000000001, 'shares': 73, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1660.0}]"
DB CORPORATION LTD,533151,0.22191194554644345,"[{'investment': 99982.45, 'shares': 1249, 'entry': True, 'exit': False, 'date': '20-04-2021', 'close': 80.05}, {'investment': 122169.75, 'shares': 1249, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 97.8}]"
SOLARA ACTIVE PHARMA SCIENCES LTD,541540,0.21244349880077024,"[{'investment': 98980.2, 'shares': 66, 'entry': True, 'exit': False, 'date': '28-04-2021', 'close': 1499.7}, {'investment': 120007.9, 'shares': 66, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1802.85}]"
INDIAN OIL CORPN LTD,530965,0.20398789268259532,"[{'investment': 99972.59999999999, 'shares': 1092, 'entry': True, 'exit': False, 'date': '30-03-2021', 'close': 91.55}, {'investment': 120365.80000000002, 'shares': 1092, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 110.2}]"
WESTLIFE DEVELOPMENT LTD,505533,0.2006890309362263,"[{'investment': 99763.29999999999, 'shares': 247, 'entry': True, 'exit': False, 'date': '12-04-2021', 'close': 403.9}, {'investment': 119784.70000000001, 'shares': 247, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 484.0}]"
PAGE INDUSTRIES LTD,532827,0.19498728888005784,"[{'investment': 89075.54999999999, 'shares': 3, 'entry': True, 'exit': False, 'date': '03-05-2021', 'close': 29691.85}, {'investment': 106444.15000000002, 'shares': 3, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 31839.9}]"
LEMON TREE HOTELS LTD,541233,0.1865532646821318,"[{'investment': 99998.25, 'shares': 2805, 'entry': True, 'exit': False, 'date': '06-05-2021', 'close': 35.65}, {'investment': 118653.24999999999, 'shares': 2805, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 42.3}]"
CONTAINER CORPN OF INDIA LTD,531344,0.1848350764279968,"[{'investment': 99440.0, 'shares': 176, 'entry': True, 'exit': False, 'date': '15-04-2021', 'close': 565.0}, {'investment': 117820.0, 'shares': 176, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 666.25}]"
TVS MOTOR CO LTD,532343,0.18116226020720896,"[{'investment': 99513.0, 'shares': 180, 'entry': True, 'exit': False, 'date': '26-04-2021', 'close': 552.85}, {'investment': 117540.99999999999, 'shares': 180, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 650.3}]"
CENTRAL BANK OF INDIA,532885,0.1755221342934654,"[{'investment': 99986.25, 'shares': 6153, 'entry': True, 'exit': False, 'date': '30-03-2021', 'close': 16.25}, {'investment': 117536.05, 'shares': 6153, 'entry': False, 'exit': True, 'date': '26-05-2021', 'close': 19.1}]"
WELSPUN INDIA LTD,514162,0.17507209618759068,"[{'investment': 99987.95, 'shares': 1291, 'entry': True, 'exit': False, 'date': '13-04-2021', 'close': 77.45}, {'investment': 117493.05, 'shares': 1291, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 91.0}]"
ENDURANCE TECHNOLOGIES LTD,540153,0.17369428888902305,"[{'investment': 99535.79999999999, 'shares': 78, 'entry': True, 'exit': False, 'date': '23-04-2021', 'close': 1276.1}, {'investment': 116824.6, 'shares': 78, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 1491.8}]"
CSB BANK LTD,542867,0.16668802665726842,"[{'investment': 99875.2, 'shares': 368, 'entry': True, 'exit': False, 'date': '10-05-2021', 'close': 271.4}, {'investment': 116523.20000000001, 'shares': 368, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 316.3}]"
VEDANTA LTD,500295,0.15955648488635715,"[{'investment': 99856.8, 'shares': 432, 'entry': True, 'exit': False, 'date': '01-04-2021', 'close': 231.15}, {'investment': 115789.59999999999, 'shares': 432, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 267.7}]"
TATA POWER CO LTD,500400,0.1529384220089489,"[{'investment': 99944.8, 'shares': 1084, 'entry': True, 'exit': False, 'date': '12-04-2021', 'close': 92.2}, {'investment': 115230.2, 'shares': 1084, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 106.25}]"
NLC INDIA LTD,513683,0.1524157600908604,"[{'investment': 99977.84999999999, 'shares': 1867, 'entry': True, 'exit': False, 'date': '10-05-2021', 'close': 53.55}, {'investment': 115216.05000000002, 'shares': 1867, 'entry': False, 'exit': True, 'date': '14-05-2021', 'close': 61.7}]"
SUPREME INDUSTRIES LTD,509930,0.1436930262926595,"[{'investment': 99552.5, 'shares': 50, 'entry': True, 'exit': False, 'date': '23-04-2021', 'close': 1991.05}, {'investment': 113857.49999999999, 'shares': 50, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 2268.2}]"
DCB BANK LTD,532772,0.13492591351659508,"[{'investment': 99984.5, 'shares': 1078, 'entry': True, 'exit': False, 'date': '10-05-2021', 'close': 92.75}, {'investment': 113475.0, 'shares': 1078, 'entry': False, 'exit': True, 'date': '26-05-2021', 'close': 105.25}]"
HAWKINS COOKERS LTD,508486,0.13232755339090657,"[{'investment': 97198.2, 'shares': 18, 'entry': True, 'exit': False, 'date': '27-04-2021', 'close': 5399.9}, {'investment': 110060.20000000001, 'shares': 18, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 5958.8}]"
SOUTH INDIAN BANK LTD,532218,0.12773960670550352,"[{'investment': 99994.28, 'shares': 10729, 'entry': True, 'exit': False, 'date': '07-05-2021', 'close': 9.32}, {'investment': 112767.51, 'shares': 10729, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 10.51}]"
JAMMU  KASHMIR BANK LTD,532209,0.11734769390775635,"[{'investment': 99996.0, 'shares': 3846, 'entry': True, 'exit': False, 'date': '30-03-2021', 'close': 26.0}, {'investment': 111730.3, 'shares': 3846, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 29.05}]"
MAHINDRA  MAHINDRA LTD,500520,0.11527765408300918,"[{'investment': 99370.95, 'shares': 133, 'entry': True, 'exit': False, 'date': '06-05-2021', 'close': 747.15}, {'investment': 110826.2, 'shares': 133, 'entry': False, 'exit': True, 'date': '27-05-2021', 'close': 828.55}]"
