code,company,actual,predicted,minimum,maximum
520111,RATNAMANI METALS  TUBES LTD,0.021912175248725334,0.09924707566447241,0.02158796323847483,0.023623715743688014
500027,ATUL LTD,0.02188206039143953,0.11318770328885606,0.021102951465499564,0.024198561619276825
533023,WABCO INDIA LTD,0.021859494767588597,0.10073143922297857,,0.023583595624720732
503806,SRF LTD,0.02181046142636912,0.16189962903401536,,0.02486587081272785
531344,CONTAINER CORPN OF INDIA LTD,0.021562349816822077,0.1078974827098313,0.01950690249460486,0.02409717865765732
500247,KOTAK MAHINDRA BANK LTD,0.021553253589057957,0.03836814300296198,0.021417147022438566,0.021981511711754678
540203,SHEELA FOAM LTD,0.020958482348746543,0.11306558949960743,0.01820827339563588,0.023273617182890137
517354,HAVELLS INDIA LTD,0.01756532787643232,0.12168425453878164,,0.019394210961398695
532790,TANLA PLATFORMS LTD,0.016861815991596866,0.37126641879179273,,0.022837721190588745
542867,CSB BANK LTD,0.015331166466216503,2.6960875985685546,,0.05643028958215808
542651,KPIT TECHNOLOGIES LTD,0.015225037448099416,0.07622943895225656,0.013403777911410054,0.016841345204021363
531162,EMAMI LTD,0.014780037828999183,0.09438860614213404,0.01450938937535618,0.01606798364208929
533179,PERSISTENT SYSTEMS LTD,0.014550006258605582,0.11869003096932101,,0.01606524426991783
524208,AARTI INDUSTRIES LTD,0.014366651215592573,0.1888376892219611,0.013032511282190396,0.017651736944973156
500620,GREAT EASTERN SHIPPING COMPANY LTD,0.013696111685941684,0.12440823106627756,0.013467231832736832,0.01523273032406934
530813,KRBL LTD,0.01355499547497714,0.27842061837862403,0.010027263049160354,0.018262223862708114
532443,CERA SANITARYWARE LTD,0.013389442559055333,0.14641660242010213,0.013108418636331092,0.015327720812978844
532509,SUPRAJIT ENGINEERING LTD,0.013303974496873521,0.08111245183685385,,0.014206096750076445
533271,ASHOKA BUILDCON LTD,0.013165135152882982,0.13010849075370898,,0.014704710234599511
532515,TV TODAY NETWORK LTD,0.013151889768731046,0.3016565900863245,0.009640321831025424,0.01752665098702554
534076,ORIENT REFRACTORIES LIMITED,0.011929549800878788,0.21605023132289958,,0.014364617636485055
519600,CCL PRODUCTS INDIA LTD,0.011217986313138164,0.12545723534953152,,0.012499520645251606
500171,GHCL LTD,0.010987369155415483,0.0971325535283238,,0.011933878097081957
500164,GODREJ INDUSTRIES LTD,0.010829997021203285,0.10836212901280425,0.010575408594595442,0.01202003105948561
506076,GRINDWELL NORTON LTD,0.010169360603797296,0.5093954122295264,,0.015246170345589264
539254,ADANI TRANSMISSION LTD,0.009653070632192076,0.2570583913334189,0.009561577659751982,0.012192493741356586
