Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,25 Mar 2008,Dividend - Rs. - 10.0000,-,27 Mar 2008,03 Apr 2008,18 Mar 2008,26 Mar 2008,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,31 Mar 2010,Dividend - Rs. - 10.0000,-,06 Apr 2010,15 Apr 2010,26 Mar 2010,05 Apr 2010,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,30 Mar 2011,Dividend - Rs. - 10.0000,-,05 Apr 2011,14 Apr 2011,28 Mar 2011,01 Apr 2011,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,03 Apr 2012,Dividend - Rs. - 10.0000,-,05 Apr 2012,12 Apr 2012,28 Mar 2012,03 Apr 2012,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,12 Apr 2013,Dividend - Rs. - 10.0000,-,16 Apr 2013,23 Apr 2013,08 Apr 2013,15 Apr 2013,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,10 Apr 2014,Dividend - Rs. - 10.0000,-,15 Apr 2014,22 Apr 2014,04 Apr 2014,11 Apr 2014,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,07 Jul 2015,Dividend - Rs. - 12.5000,-,09 Jul 2015,16 Jul 2015,02 Jul 2015,08 Jul 2015,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,02 Aug 2016,Dividend - Rs. - 10.0000,03 Aug 2016,-,-,27 Jul 2016,02 Aug 2016,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,01 Aug 2017,Dividend - Rs. - 10.0000,02 Aug 2017,-,-,26 Jul 2017,01 Aug 2017,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,27 Jul 2018,Dividend - Rs. - 32.0000,30 Jul 2018,-,-,23 Jul 2018,27 Jul 2018,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,01 Aug 2019,Dividend - Rs. - 45.0000,02 Aug 2019,-,-,26 Jul 2019,01 Aug 2019,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,10 Aug 2020,Final Dividend - Rs. - 75.0000,11 Aug 2020,-,-,04 Aug 2020,10 Aug 2020,-
