Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,09 Aug 2007,Interim Dividend - Rs. - 6.0000,10 Aug 2007,-,-,03 Aug 2007,09 Aug 2007,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,14 Jan 2008,Dividend - Rs. - 6.5000,-,16 Jan 2008,18 Jan 2008,09 Jan 2008,15 Jan 2008,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,15 Jan 2009,Final Dividend - Rs. - 6.5000,-,19 Jan 2009,21 Jan 2009,12 Jan 2009,16 Jan 2009,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,11 Jan 2010,Dividend - Rs. - 2.7000,-,13 Jan 2010,15 Jan 2010,06 Jan 2010,12 Jan 2010,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,17 Jan 2011,Final Dividend - Rs. - 8.5000,-,19 Jan 2011,21 Jan 2011,12 Jan 2011,18 Jan 2011,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,12 Jan 2012,Final Dividend - Rs. - 10.0000,-,15 Jan 2012,17 Jan 2012,09 Jan 2012,12 Jan 2012,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,31 Jan 2013,Final Dividend - Rs. - 10.0000,-,04 Feb 2013,06 Feb 2013,28 Jan 2013,01 Feb 2013,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,06 Feb 2014,Final Dividend - Rs. - 2.0000,-,08 Feb 2014,10 Feb 2014,03 Feb 2014,06 Feb 2014,10 Mar 2014
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,30 Jan 2015,Final Dividend - Rs. - 2.5000,-,03 Feb 2015,05 Feb 2015,27 Jan 2015,02 Feb 2015,05 Mar 2015
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,30 Jul 2015,Final Dividend - Rs. - 1.0000,-,03 Aug 2015,05 Aug 2015,29 Jul 2015,31 Jul 2015,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,08 Aug 2016,Final Dividend - Rs. - 5.5000,-,10 Aug 2016,12 Aug 2016,03 Aug 2016,09 Aug 2016,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,11 Aug 2017,Dividend - Rs. - 8.0000,-,16 Aug 2017,18 Aug 2017,08 Aug 2017,11 Aug 2017,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,02 Aug 2018,Dividend - Rs. - 13.5000,-,04 Aug 2018,13 Aug 2018,30 Jul 2018,02 Aug 2018,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,07 Aug 2019,Dividend - Rs. - 19.5000,-,09 Aug 2019,14 Aug 2019,02 Aug 2019,08 Aug 2019,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,13 Mar 2020,Interim Dividend - Rs. - 6.0000,16 Mar 2020,-,-,06 Mar 2020,13 Mar 2020,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,12 Aug 2020,Final Dividend - Rs. - 0.8000,-,14 Aug 2020,19 Aug 2020,07 Aug 2020,13 Aug 2020,-
