Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
530117,PRIVISCL,Privi Speciality Chemicals Ltd,13 Sep 2007,Dividend - Rs. - 0.0000,-,17 Sep 2007,22 Sep 2007,10 Sep 2007,14 Sep 2007,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,21 Jul 2011,Dividend - Rs. - 1.0000,-,25 Jul 2011,30 Jul 2011,18 Jul 2011,22 Jul 2011,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,12 Jul 2012,Dividend - Rs. - 1.0000,-,16 Jul 2012,16 Jul 2012,09 Jul 2012,13 Jul 2012,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,12 Jul 2012,Bonus issue 1:5,-,16 Jul 2012,16 Jul 2012,09 Jul 2012,13 Jul 2012,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,29 May 2013,Dividend - Rs. - 1.0000,-,31 May 2013,31 May 2013,24 May 2013,30 May 2013,01 Jul 2013
530117,PRIVISCL,Privi Speciality Chemicals Ltd,03 Jul 2013,Bonus issue 1:10,04 Jul 2013,-,-,27 Jun 2013,03 Jul 2013,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,29 May 2014,Dividend - Rs. - 1.5000,-,31 May 2014,31 May 2014,26 May 2014,29 May 2014,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,09 Jul 2014,Bonus issue 1:10,10 Jul 2014,-,-,03 Jul 2014,09 Jul 2014,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,19 Jun 2015,Dividend - Rs. - 2.5000,-,23 Jun 2015,26 Jun 2015,16 Jun 2015,22 Jun 2015,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,01 Sep 2016,Dividend - Rs. - 2.5000,-,03 Sep 2016,09 Sep 2016,29 Aug 2016,01 Sep 2016,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,03 Aug 2017,Dividend - Rs. - 1.0000,-,05 Aug 2017,11 Aug 2017,31 Jul 2017,03 Aug 2017,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,02 Aug 2018,Dividend - Rs. - 1.5000,-,04 Aug 2018,10 Aug 2018,30 Jul 2018,02 Aug 2018,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,01 Aug 2019,Dividend - Rs. - 2.5000,-,03 Aug 2019,08 Aug 2019,29 Jul 2019,01 Aug 2019,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,21 Aug 2020,Spin Off ,24 Aug 2020,-,-,17 Aug 2020,21 Aug 2020,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,26 Oct 2020,Dividend - Rs. - 1.5000,-,28 Oct 2020,02 Nov 2020,21 Oct 2020,27 Oct 2020,-
