Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,06 Feb 2009,Interim Dividend - Rs. - 1.5000,20 Feb 2009,-,-,06 Feb 2009,25 Feb 2009,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,16 Sep 2009,Final Dividend - Rs. - 1.5000,-,18 Sep 2009,25 Sep 2009,11 Sep 2009,17 Sep 2009,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,20 Sep 2010,Dividend - Rs. - 3.0000,-,22 Sep 2010,29 Sep 2010,15 Sep 2010,21 Sep 2010,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,30 Aug 2011,Dividend - Rs. - 5.0000,-,03 Sep 2011,10 Sep 2011,25 Aug 2011,30 Aug 2011,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,18 Sep 2014,Dividend - Rs. - 3.0000,-,20 Sep 2014,27 Sep 2014,15 Sep 2014,18 Sep 2014,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,10 Sep 2015,Dividend - Rs. - 3.0000,-,14 Sep 2015,19 Sep 2015,09 Sep 2015,11 Sep 2015,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,06 Sep 2016,Dividend - Rs. - 3.0000,-,08 Sep 2016,14 Sep 2016,31 Aug 2016,07 Sep 2016,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,24 Nov 2016,Interim Dividend - Rs. - 2.0000,26 Nov 2016,-,-,21 Nov 2016,24 Nov 2016,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,12 Apr 2017,Interim Dividend - Rs. - 1.0000,15 Apr 2017,-,-,07 Apr 2017,12 Apr 2017,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,18 Sep 2017,Special Dividend - Rs. - 2.0000,-,20 Sep 2017,26 Sep 2017,13 Sep 2017,19 Sep 2017,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,04 Jan 2018,Interim Dividend - Rs. - 5.0000,05 Jan 2018,-,-,29 Dec 2017,04 Jan 2018,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,23 Aug 2018,Final Dividend - Rs. - 2.0000,25 Aug 2018,-,-,-,-,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,29 Nov 2018,Interim Dividend - Rs. - 3.5000,30 Nov 2018,-,-,22 Nov 2018,29 Nov 2018,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,12 Sep 2019,Final Dividend - Rs. - 3.5000,14 Sep 2019,-,-,-,-,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,21 Nov 2019,Interim Dividend - Rs. - 2.0000,22 Nov 2019,-,-,15 Nov 2019,21 Nov 2019,-
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,17 Mar 2020,Interim Dividend - Rs. - 5.0000,18 Mar 2020,-,-,11 Mar 2020,17 Mar 2020,-
