Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,28 Aug 2007,Dividend - Rs. - 0.6000,-,30 Aug 2007,01 Sep 2007,23 Aug 2007,29 Aug 2007,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,24 Sep 2008,Dividend - Rs. - 0.6000,-,26 Sep 2008,29 Sep 2008,19 Sep 2008,25 Sep 2008,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,24 Sep 2009,Dividend - Rs. - 0.8000,-,27 Sep 2009,30 Sep 2009,18 Sep 2009,24 Sep 2009,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,05 Nov 2009,Stock  Split From Rs.2/- to Rs.1/-,07 Nov 2009,-,-,30 Oct 2009,05 Nov 2009,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,23 Sep 2010,Dividend - Rs. - 0.4000,-,25 Sep 2010,30 Sep 2010,20 Sep 2010,23 Sep 2010,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,22 Sep 2011,Dividend - Rs. - 0.2500,-,26 Sep 2011,30 Sep 2011,19 Sep 2011,23 Sep 2011,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,21 Sep 2012,Dividend - Rs. - 0.1000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,20 Sep 2013,Dividend - Rs. - 0.1000,-,24 Sep 2013,28 Sep 2013,17 Sep 2013,23 Sep 2013,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,19 Sep 2014,Dividend - Rs. - 0.2000,-,23 Sep 2014,27 Sep 2014,16 Sep 2014,22 Sep 2014,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,22 Sep 2015,Dividend - Rs. - 0.1000,-,24 Sep 2015,30 Sep 2015,16 Sep 2015,23 Sep 2015,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,15 Sep 2016,Final Dividend - Rs. - 0.1000,-,17 Sep 2016,24 Sep 2016,09 Sep 2016,15 Sep 2016,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,14 Sep 2017,Dividend - Rs. - 0.1000,-,18 Sep 2017,23 Sep 2017,11 Sep 2017,15 Sep 2017,-
