Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,14 Sep 2007,Dividend - Rs. - 2.0000,-,18 Sep 2007,22 Sep 2007,11 Sep 2007,17 Sep 2007,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,16 Sep 2008,Dividend - Rs. - 2.0000,-,18 Sep 2008,23 Sep 2008,11 Sep 2008,17 Sep 2008,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,04 Sep 2009,Dividend - Rs. - 2.0000,-,08 Sep 2009,15 Sep 2009,01 Sep 2009,07 Sep 2009,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,21 Sep 2010,Dividend - Rs. - 2.2000,-,23 Sep 2010,30 Sep 2010,16 Sep 2010,22 Sep 2010,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,03 Nov 2011,Dividend - Rs. - 2.2000,-,05 Nov 2011,12 Nov 2011,31 Oct 2011,03 Nov 2011,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,18 Sep 2012,Dividend - Rs. - 2.2000,-,21 Sep 2012,28 Sep 2012,13 Sep 2012,20 Sep 2012,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,17 Sep 2013,Dividend - Rs. - 1.2000,-,19 Sep 2013,26 Sep 2013,12 Sep 2013,18 Sep 2013,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,18 Sep 2014,Dividend - Rs. - 1.2000,-,22 Sep 2014,26 Sep 2014,15 Sep 2014,19 Sep 2014,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,21 May 2015,Stock  Split From Rs.10/- to Rs.2/-,22 May 2015,-,-,15 May 2015,21 May 2015,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,18 Sep 2018,Dividend - Rs. - 0.2400,-,21 Sep 2018,27 Sep 2018,12 Sep 2018,19 Sep 2018,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,19 Sep 2019,Dividend - Rs. - 0.2400,-,21 Sep 2019,27 Sep 2019,16 Sep 2019,19 Sep 2019,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,21 Sep 2020,Final Dividend - Rs. - 0.1200,-,23 Sep 2020,29 Sep 2020,16 Sep 2020,22 Sep 2020,-
