Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,18 Sep 2007,Final Dividend - Rs. - 2.0000,-,20 Sep 2007,28 Sep 2007,13 Sep 2007,19 Sep 2007,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,18 Sep 2008,Final Dividend - Rs. - 4.0000,-,20 Sep 2008,29 Sep 2008,15 Sep 2008,18 Sep 2008,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,12 Nov 2008,-,20 Nov 2008,-,-,12 Nov 2008,19 Nov 2008,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,03 Sep 2009,Final Dividend - Rs. - 0.1000,-,07 Sep 2009,22 Sep 2009,31 Aug 2009,04 Sep 2009,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,21 Jan 2010,Interim Dividend - Rs. - 0.2500,22 Jan 2010,-,-,15 Jan 2010,21 Jan 2010,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,21 Sep 2011,Final Dividend - Rs. - 0.1000,-,23 Sep 2011,30 Sep 2011,16 Sep 2011,22 Sep 2011,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,20 Sep 2012,Final Dividend - Rs. - 0.1000,-,22 Sep 2012,29 Sep 2012,14 Sep 2012,20 Sep 2012,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,19 Sep 2013,Final Dividend - Rs. - 0.1000,-,21 Sep 2013,30 Sep 2013,16 Sep 2013,19 Sep 2013,29 Oct 2013
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,21 Aug 2014,Final Dividend - Rs. - 0.1000,-,23 Aug 2014,31 Aug 2014,14 Aug 2014,21 Aug 2014,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,22 Sep 2015,Final Dividend - Rs. - 0.1000,-,24 Sep 2015,30 Sep 2015,16 Sep 2015,23 Sep 2015,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,22 Sep 2016,Final Dividend - Rs. - 0.1000,-,24 Sep 2016,30 Sep 2016,19 Sep 2016,22 Sep 2016,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,20 Sep 2017,Final Dividend - Rs. - 0.0500,-,22 Sep 2017,28 Sep 2017,15 Sep 2017,21 Sep 2017,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,19 Sep 2018,Final Dividend - Rs. - 0.0500,-,22 Sep 2018,28 Sep 2018,14 Sep 2018,19 Sep 2018,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,19 Sep 2019,Final Dividend - Rs. - 0.0500,-,22 Sep 2019,28 Sep 2019,16 Sep 2019,19 Sep 2019,-
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,11 Sep 2020,Final Dividend - Rs. - 0.0500,-,15 Sep 2020,21 Sep 2020,08 Sep 2020,14 Sep 2020,-
