Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,11 Jun 2008,Dividend - Rs. - 10.0000,-,13 Jun 2008,19 Jun 2008,06 Jun 2008,12 Jun 2008,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,21 Jul 2009,Dividend - Rs. - 10.0000,-,23 Jul 2009,28 Jul 2009,16 Jul 2009,22 Jul 2009,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,07 Jul 2010,Dividend - Rs. - 1.0000,-,09 Jul 2010,15 Jul 2010,02 Jul 2010,08 Jul 2010,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,07 Feb 2011,Interim Dividend - Rs. - 2.5000,08 Feb 2011,-,-,01 Feb 2011,07 Feb 2011,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,19 Jul 2011,Final Dividend - Rs. - 12.5000,-,21 Jul 2011,26 Jul 2011,14 Jul 2011,20 Jul 2011,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,24 Jan 2012,Interim Dividend - Rs. - 2.5000,25 Jan 2012,-,-,18 Jan 2012,24 Jan 2012,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,15 May 2012,Final Dividend - Rs. - 12.5000,-,17 May 2012,24 May 2012,10 May 2012,16 May 2012,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,04 Feb 2013,Interim Dividend - Rs. - 2.5000,05 Feb 2013,-,-,29 Jan 2013,04 Feb 2013,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,14 Jun 2013,Final Dividend - Rs. - 10.0000,-,18 Jun 2013,26 Jun 2013,11 Jun 2013,17 Jun 2013,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,29 Jan 2014,Interim Dividend - Rs. - 2.5000,30 Jan 2014,-,-,23 Jan 2014,29 Jan 2014,10 Feb 2014
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,20 May 2014,Final Dividend - Rs. - 12.5000,-,22 May 2014,27 May 2014,15 May 2014,21 May 2014,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,02 Feb 2015,Interim Dividend - Rs. - 2.5000,03 Feb 2015,-,-,27 Jan 2015,02 Feb 2015,12 Feb 2015
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,14 Jul 2015,Final Dividend - Rs. - 12.5000,-,16 Jul 2015,21 Jul 2015,09 Jul 2015,15 Jul 2015,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,10 Feb 2016,Interim Dividend - Rs. - 2.5000,11 Feb 2016,-,-,09 Feb 2016,10 Feb 2016,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,04 Jul 2016,Final Dividend - Rs. - 12.5000,-,07 Jul 2016,14 Jul 2016,29 Jun 2016,05 Jul 2016,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,13 Feb 2017,Interim Dividend - Rs. - 5.0000,14 Feb 2017,-,-,07 Feb 2017,13 Feb 2017,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,11 Jul 2017,Final Dividend - Rs. - 12.5000,-,13 Jul 2017,17 Jul 2017,06 Jul 2017,12 Jul 2017,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,12 Feb 2018,Interim Dividend - Rs. - 5.0000,14 Feb 2018,-,-,06 Feb 2018,12 Feb 2018,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,16 Jul 2018,Final Dividend - Rs. - 12.5000,-,18 Jul 2018,24 Jul 2018,11 Jul 2018,17 Jul 2018,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,18 Feb 2019,Interim Dividend - Rs. - 5.0000,20 Feb 2019,-,-,13 Feb 2019,19 Feb 2019,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,19 Jun 2019,Final Dividend - Rs. - 12.5000,-,21 Jun 2019,24 Jun 2019,14 Jun 2019,20 Jun 2019,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,19 Sep 2019,Buy Back of Shares ,20 Sep 2019,-,-,13 Sep 2019,19 Sep 2019,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,04 Feb 2020,Interim Dividend - Rs. - 5.0000,05 Feb 2020,-,-,30 Jan 2020,04 Feb 2020,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,15 Jul 2020,Final Dividend - Rs. - 5.0000,-,17 Jul 2020,21 Jul 2020,10 Jul 2020,16 Jul 2020,-
