Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,30 Aug 2007,Dividend - Rs. - 1.5000,-,01 Sep 2007,07 Sep 2007,27 Aug 2007,30 Aug 2007,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,06 Nov 2008,Dividend - Rs. - 1.0000,-,08 Nov 2008,14 Nov 2008,03 Nov 2008,06 Nov 2008,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,22 Sep 2009,Dividend - Rs. - 0.5000,-,24 Sep 2009,30 Sep 2009,16 Sep 2009,23 Sep 2009,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,08 Sep 2010,Dividend - Rs. - 1.5000,-,10 Sep 2010,16 Sep 2010,03 Sep 2010,08 Sep 2010,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,22 Sep 2011,Dividend - Rs. - 1.0000,-,24 Sep 2011,30 Sep 2011,19 Sep 2011,22 Sep 2011,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,20 Sep 2012,Dividend - Rs. - 1.0000,-,22 Sep 2012,28 Sep 2012,14 Sep 2012,20 Sep 2012,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,21 Nov 2012,Interim Dividend - Rs. - 1.0000,22 Nov 2012,-,-,15 Nov 2012,21 Nov 2012,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,23 Sep 2013,Final Dividend - Rs. - 2.0000,-,25 Sep 2013,30 Sep 2013,18 Sep 2013,24 Sep 2013,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,30 May 2014,Interim Dividend - Rs. - 5.0000,02 Jun 2014,-,-,26 May 2014,30 May 2014,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,05 Jun 2015,Interim Dividend - Rs. - 5.0000,08 Jun 2015,-,-,01 Jun 2015,05 Jun 2015,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,07 Jan 2016,Buy Back of Shares ,08 Jan 2016,-,-,01 Jan 2016,07 Jan 2016,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,17 Mar 2016,Interim Dividend - Rs. - 3.0000,18 Mar 2016,-,-,11 Mar 2016,17 Mar 2016,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,11 Jan 2018,Buy Back of Shares ,12 Jan 2018,-,-,05 Jan 2018,11 Jan 2018,-
