Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
530883,SUCROSA,SUPER CROP SAFE LTD.,25 Sep 2007,General ,-,27 Sep 2007,29 Sep 2007,20 Sep 2007,26 Sep 2007,-
530883,SUCROSA,SUPER CROP SAFE LTD.,08 Sep 2008,General ,-,10 Sep 2008,13 Sep 2008,02 Sep 2008,09 Sep 2008,-
530883,SUCROSA,SUPER CROP SAFE LTD.,08 Sep 2011,Dividend - Rs. - 0.5000,-,10 Sep 2011,19 Sep 2011,05 Sep 2011,08 Sep 2011,-
530883,SUCROSA,SUPER CROP SAFE LTD.,17 Sep 2012,Dividend - Rs. - 0.5000,-,20 Sep 2012,29 Sep 2012,12 Sep 2012,18 Sep 2012,-
530883,SUCROSA,SUPER CROP SAFE LTD.,18 Sep 2013,Dividend - Rs. - 0.5000,-,20 Sep 2013,28 Sep 2013,13 Sep 2013,19 Sep 2013,-
530883,SUCROSA,SUPER CROP SAFE LTD.,03 Sep 2014,Dividend - Rs. - 0.5000,-,05 Sep 2014,11 Sep 2014,03 Sep 2014,04 Sep 2014,-
530883,SUCROSA,SUPER CROP SAFE LTD.,21 Sep 2015,Dividend - Rs. - 0.5000,-,23 Sep 2015,29 Sep 2015,21 Sep 2015,22 Sep 2015,-
530883,SUCROSA,SUPER CROP SAFE LTD.,22 Sep 2016,Dividend - Rs. - 0.6000,-,24 Sep 2016,30 Sep 2016,19 Sep 2016,22 Sep 2016,-
530883,SUCROSA,SUPER CROP SAFE LTD.,15 Sep 2017,Dividend - Rs. - 0.7000,-,19 Sep 2017,25 Sep 2017,12 Sep 2017,18 Sep 2017,-
530883,SUCROSA,SUPER CROP SAFE LTD.,04 Jan 2018,Stock  Split From Rs.10/- to Rs.2/-,05 Jan 2018,-,-,29 Dec 2017,04 Jan 2018,-
530883,SUCROSA,SUPER CROP SAFE LTD.,15 May 2018,E.G.M. ,16 May 2018,-,-,09 May 2018,15 May 2018,-
530883,SUCROSA,SUPER CROP SAFE LTD.,14 Sep 2018,Final Dividend - Rs. - 0.1000,-,18 Sep 2018,24 Sep 2018,10 Sep 2018,17 Sep 2018,-
