Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,15 Jul 2008,Dividend - Rs. - 6.0000,-,17 Jul 2008,25 Jul 2008,10 Jul 2008,16 Jul 2008,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,21 Jul 2009,Dividend - Rs. - 8.0000,-,23 Jul 2009,31 Jul 2009,16 Jul 2009,22 Jul 2009,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,04 Aug 2010,Dividend - Rs. - 9.0000,-,06 Aug 2010,16 Aug 2010,30 Jul 2010,05 Aug 2010,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,18 Jul 2011,Dividend - Rs. - 6.0000,-,20 Jul 2011,28 Jul 2011,13 Jul 2011,19 Jul 2011,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,30 Jul 2012,Dividend - Rs. - 4.0000,-,01 Aug 2012,08 Aug 2012,25 Jul 2012,31 Jul 2012,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,06 Aug 2013,Dividend - Rs. - 5.0000,-,08 Aug 2013,16 Aug 2013,01 Aug 2013,07 Aug 2013,23 Aug 2013
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,30 Jul 2014,Dividend - Rs. - 5.0000,-,01 Aug 2014,08 Aug 2014,24 Jul 2014,31 Jul 2014,14 Aug 2014
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,20 Aug 2015,Dividend - Rs. - 5.0000,-,22 Aug 2015,27 Aug 2015,14 Aug 2015,20 Aug 2015,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,25 Jul 2016,Dividend - Rs. - 3.0000,-,27 Jul 2016,31 Jul 2016,20 Jul 2016,26 Jul 2016,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,01 Sep 2016,Bonus issue 1:1,03 Sep 2016,-,-,29 Aug 2016,01 Sep 2016,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,02 Aug 2017,Dividend - Rs. - 1.0000,-,04 Aug 2017,09 Aug 2017,28 Jul 2017,03 Aug 2017,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,30 Jul 2018,Dividend - Rs. - 1.5000,-,01 Aug 2018,06 Aug 2018,25 Jul 2018,31 Jul 2018,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,01 Aug 2019,Dividend - Rs. - 1.5000,-,03 Aug 2019,08 Aug 2019,29 Jul 2019,01 Aug 2019,-
513023,NBVENTURES*,NAVA BHARAT VENTURES LTD.,09 Mar 2020,Interim Dividend - Rs. - 1.5000,11 Mar 2020,-,-,03 Mar 2020,09 Mar 2020,-
