Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500184,HSCL,Himadri Speciality Chemical Ltd,06 Sep 2007,Dividend - Rs. - 5.0000,-,08 Sep 2007,18 Sep 2007,03 Sep 2007,06 Sep 2007,-
500184,HSCL,Himadri Speciality Chemical Ltd,18 Sep 2008,Dividend - Rs. - 2.0000,-,20 Sep 2008,27 Sep 2008,15 Sep 2008,18 Sep 2008,-
500184,HSCL,Himadri Speciality Chemical Ltd,10 Sep 2009,Dividend - Rs. - 1.0000,-,12 Sep 2009,17 Sep 2009,07 Sep 2009,10 Sep 2009,-
500184,HSCL,Himadri Speciality Chemical Ltd,20 Sep 2010,Dividend - Rs. - 1.0000,-,22 Sep 2010,28 Sep 2010,15 Sep 2010,21 Sep 2010,-
500184,HSCL,Himadri Speciality Chemical Ltd,08 Nov 2010,Stock  Split From Rs.10/- to Rs.1/-,09 Nov 2010,-,-,01 Nov 2010,08 Nov 2010,-
500184,HSCL,Himadri Speciality Chemical Ltd,19 Sep 2011,Dividend - Rs. - 0.1000,-,21 Sep 2011,28 Sep 2011,14 Sep 2011,20 Sep 2011,-
500184,HSCL,Himadri Speciality Chemical Ltd,10 Sep 2012,Dividend - Rs. - 0.1000,-,12 Sep 2012,29 Sep 2012,06 Sep 2012,11 Sep 2012,-
500184,HSCL,Himadri Speciality Chemical Ltd,13 Sep 2013,Dividend - Rs. - 0.1000,-,17 Sep 2013,23 Sep 2013,10 Sep 2013,16 Sep 2013,-
500184,HSCL,Himadri Speciality Chemical Ltd,12 Sep 2014,Dividend - Rs. - 0.1000,-,16 Sep 2014,24 Sep 2014,09 Sep 2014,15 Sep 2014,-
500184,HSCL,Himadri Speciality Chemical Ltd,15 Sep 2016,Dividend - Rs. - 0.0500,-,17 Sep 2016,24 Sep 2016,09 Sep 2016,15 Sep 2016,-
500184,HSCL,Himadri Speciality Chemical Ltd,13 Sep 2017,Dividend - Rs. - 0.1000,-,15 Sep 2017,22 Sep 2017,08 Sep 2017,14 Sep 2017,-
500184,HSCL,Himadri Speciality Chemical Ltd,23 Aug 2018,Dividend - Rs. - 0.1000,-,27 Aug 2018,04 Sep 2018,16 Aug 2018,24 Aug 2018,-
500184,HSCL,Himadri Speciality Chemical Ltd,17 Sep 2019,Final Dividend - Rs. - 0.1500,-,19 Sep 2019,25 Sep 2019,12 Sep 2019,18 Sep 2019,-
500184,HSCL,Himadri Speciality Chemical Ltd,18 Sep 2020,Final Dividend - Rs. - 0.1500,-,22 Sep 2020,28 Sep 2020,15 Sep 2020,21 Sep 2020,-
