Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
524648,INDOAMIN,INDO AMINES LTD.-$,12 Nov 2009,Interim Dividend - Rs. - 0.7000,13 Nov 2009,-,-,06 Nov 2009,12 Nov 2009,-
524648,INDOAMIN,INDO AMINES LTD.-$,16 Nov 2010,Interim Dividend - Rs. - 0.7000,18 Nov 2010,-,-,10 Nov 2010,16 Nov 2010,-
524648,INDOAMIN,INDO AMINES LTD.-$,17 Aug 2011,Final Dividend - Rs. - 0.3000,-,22 Aug 2011,29 Aug 2011,12 Aug 2011,19 Aug 2011,-
524648,INDOAMIN,INDO AMINES LTD.-$,11 Dec 2012,Final Dividend - Rs. - 1.0000,-,13 Dec 2012,20 Dec 2012,06 Dec 2012,12 Dec 2012,-
524648,INDOAMIN,INDO AMINES LTD.-$,01 Aug 2013,Final Dividend - Rs. - 1.0000,-,05 Aug 2013,08 Aug 2013,29 Jul 2013,02 Aug 2013,-
524648,INDOAMIN,INDO AMINES LTD.-$,16 Sep 2013,Bonus issue 1:1,17 Sep 2013,-,-,12 Sep 2013,16 Sep 2013,-
524648,INDOAMIN,INDO AMINES LTD.-$,13 Aug 2014,Final Dividend - Rs. - 0.5000,-,16 Aug 2014,22 Aug 2014,08 Aug 2014,12 Aug 2014,-
524648,INDOAMIN,INDO AMINES LTD.-$,15 Sep 2015,Final Dividend - Rs. - 0.5000,-,17 Sep 2015,24 Sep 2015,10 Sep 2015,15 Sep 2015,-
524648,INDOAMIN,INDO AMINES LTD.-$,23 Feb 2016,Interim Dividend - Rs. - 0.5000,24 Feb 2016,-,-,16 Feb 2016,23 Feb 2016,-
524648,INDOAMIN,INDO AMINES LTD.-$,27 Jul 2016,Final Dividend - Rs. - 0.5000,-,29 Jul 2016,05 Aug 2016,22 Jul 2016,28 Jul 2016,-
524648,INDOAMIN,INDO AMINES LTD.-$,20 Dec 2017,Final Dividend - Rs. - 1.0000,-,22 Dec 2017,29 Dec 2017,15 Dec 2017,21 Dec 2017,-
524648,INDOAMIN,INDO AMINES LTD.-$,12 Sep 2018,Final Dividend - Rs. - 1.0000,-,15 Sep 2018,25 Sep 2018,07 Sep 2018,12 Sep 2018,-
524648,INDOAMIN,INDO AMINES LTD.-$,29 Jul 2019,Final Dividend - Rs. - 1.0000,-,31 Jul 2019,10 Aug 2019,24 Jul 2019,30 Jul 2019,-
524648,INDOAMIN,INDO AMINES LTD.-$,17 Sep 2020,Final Dividend - Rs. - 1.0000,-,21 Sep 2020,28 Sep 2020,14 Sep 2020,18 Sep 2020,-
524648,INDOAMIN,INDO AMINES LTD.-$,11 Feb 2021,Interim Dividend - Rs. - 0.5000,13 Feb 2021,-,-,08 Feb 2021,11 Feb 2021,-
