Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
524506,CORALAB,CORAL LABORATORIES LTD.,20 Sep 2007,Dividend - Rs. - 1.5000,-,24 Sep 2007,29 Sep 2007,17 Sep 2007,21 Sep 2007,-
524506,CORALAB,CORAL LABORATORIES LTD.,19 Sep 2008,Dividend - Rs. - 1.0000,-,23 Sep 2008,30 Sep 2008,16 Sep 2008,22 Sep 2008,-
524506,CORALAB,CORAL LABORATORIES LTD.,17 Sep 2009,Dividend - Rs. - 1.2000,-,22 Sep 2009,30 Sep 2009,14 Sep 2009,18 Sep 2009,-
524506,CORALAB,CORAL LABORATORIES LTD.,17 Sep 2010,Dividend - Rs. - 1.5000,-,21 Sep 2010,30 Sep 2010,14 Sep 2010,20 Sep 2010,-
524506,CORALAB,CORAL LABORATORIES LTD.,19 Sep 2011,Dividend - Rs. - 1.5000,-,21 Sep 2011,30 Sep 2011,14 Sep 2011,20 Sep 2011,-
524506,CORALAB,CORAL LABORATORIES LTD.,17 Sep 2012,Dividend - Rs. - 1.5000,-,19 Sep 2012,27 Sep 2012,12 Sep 2012,17 Sep 2012,-
524506,CORALAB,CORAL LABORATORIES LTD.,18 Sep 2013,Final Dividend - Rs. - 1.5000,-,20 Sep 2013,28 Sep 2013,13 Sep 2013,19 Sep 2013,-
524506,CORALAB,CORAL LABORATORIES LTD.,16 Sep 2014,Dividend - Rs. - 2.0000,-,18 Sep 2014,29 Sep 2014,11 Sep 2014,17 Sep 2014,-
524506,CORALAB,CORAL LABORATORIES LTD.,08 Sep 2015,Dividend - Rs. - 2.5000,-,10 Sep 2015,16 Sep 2015,03 Sep 2015,09 Sep 2015,-
524506,CORALAB,CORAL LABORATORIES LTD.,16 Sep 2016,Dividend - Rs. - 3.0000,-,20 Sep 2016,26 Sep 2016,12 Sep 2016,19 Sep 2016,-
524506,CORALAB,CORAL LABORATORIES LTD.,11 Sep 2017,Dividend - Rs. - 5.0000,-,13 Sep 2017,19 Sep 2017,06 Sep 2017,12 Sep 2017,-
524506,CORALAB,CORAL LABORATORIES LTD.,18 Sep 2018,Dividend - Rs. - 2.0000,-,21 Sep 2018,27 Sep 2018,12 Sep 2018,19 Sep 2018,-
524506,CORALAB,CORAL LABORATORIES LTD.,19 Sep 2019,Dividend - Rs. - 2.0000,-,21 Sep 2019,27 Sep 2019,16 Sep 2019,19 Sep 2019,-
