Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
505800,RANEHOLDIN,RANE HOLDINGS LTD.,31 Mar 2008,Interim Dividend - Rs. - 6.0000,02 Apr 2008,-,-,26 Mar 2008,01 Apr 2008,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,12 Feb 2009,Interim Dividend - Rs. - 4.0000,13 Feb 2009,-,-,06 Feb 2009,12 Feb 2009,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,02 Feb 2010,Interim Dividend - Rs. - 6.0000,03 Feb 2010,-,-,27 Jan 2010,02 Feb 2010,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,22 Jul 2010,Final Dividend - Rs. - 2.0000,-,24 Jul 2010,29 Jul 2010,19 Jul 2010,22 Jul 2010,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,14 Feb 2011,Interim Dividend - Rs. - 7.5000,15 Feb 2011,-,-,08 Feb 2011,11 Feb 2011,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,28 Jul 2011,Final Dividend - Rs. - 5.0000,-,30 Jul 2011,05 Aug 2011,25 Jul 2011,28 Jul 2011,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,15 Feb 2012,Interim Dividend - Rs. - 6.0000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,02 Aug 2012,Final Dividend - Rs. - 4.0000,-,04 Aug 2012,10 Aug 2012,30 Jul 2012,02 Aug 2012,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,14 Feb 2013,Interim Dividend - Rs. - 3.5000,16 Feb 2013,-,-,11 Feb 2013,14 Feb 2013,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,01 Aug 2013,Final Dividend - Rs. - 4.5000,-,03 Aug 2013,12 Aug 2013,29 Jul 2013,01 Aug 2013,19 Aug 2013
505800,RANEHOLDIN,RANE HOLDINGS LTD.,31 Jul 2014,Dividend - Rs. - 6.5000,-,02 Aug 2014,12 Aug 2014,25 Jul 2014,31 Jul 2014,20 Aug 2014
505800,RANEHOLDIN,RANE HOLDINGS LTD.,03 Aug 2015,Dividend - Rs. - 7.5000,-,05 Aug 2015,12 Aug 2015,29 Jul 2015,04 Aug 2015,17 Aug 2015
505800,RANEHOLDIN,RANE HOLDINGS LTD.,17 Mar 2016,Interim Dividend - Rs. - 10.0000,18 Mar 2016,-,-,11 Mar 2016,17 Mar 2016,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,17 Feb 2017,Interim Dividend - Rs. - 3.5000,21 Feb 2017,-,-,14 Feb 2017,17 Feb 2017,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,23 Aug 2017,Dividend - Rs. - 5.0000,24 Aug 2017,-,-,16 Aug 2017,23 Aug 2017,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,15 Feb 2018,Interim Dividend - Rs. - 5.5000,17 Feb 2018,-,-,09 Feb 2018,14 Feb 2018,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,25 Jul 2018,Final Dividend - Rs. - 9.0000,26 Jul 2018,-,-,19 Jul 2018,25 Jul 2018,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,15 Feb 2019,Interim Dividend - Rs. - 8.0000,19 Feb 2019,-,-,12 Feb 2019,15 Feb 2019,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,31 Jul 2019,Final Dividend - Rs. - 11.0000,01 Aug 2019,-,-,25 Jul 2019,31 Jul 2019,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,17 Feb 2020,Interim Dividend - Rs. - 4.0000,18 Feb 2020,-,-,11 Feb 2020,14 Feb 2020,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,06 Aug 2020,Final Dividend - Rs. - 4.0000,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-
