Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,19 Jun 2008,Dividend - Rs. - 0.5000,-,23 Jun 2008,27 Jun 2008,16 Jun 2008,20 Jun 2008,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,19 Dec 2008,Right Issue of Equity Shares ,27 Dec 2008,-,-,19 Dec 2008,24 Dec 2008,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,22 May 2009,Dividend - Rs. - 0.3700,-,26 May 2009,28 May 2009,19 May 2009,25 May 2009,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,04 May 2010,Dividend - Rs. - 0.3700,-,06 May 2010,12 May 2010,29 Apr 2010,05 May 2010,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,26 Apr 2011,Dividend - Rs. - 0.3700,-,28 Apr 2011,05 May 2011,20 Apr 2011,27 Apr 2011,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,06 Jun 2012,Dividend - Rs. - 0.3700,-,08 Jun 2012,15 Jun 2012,01 Jun 2012,07 Jun 2012,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,28 May 2013,Final Dividend - Rs. - 0.3750,-,30 May 2013,06 Jun 2013,23 May 2013,29 May 2013,20 Jun 2013
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,21 May 2014,Final Dividend - Rs. - 0.3750,-,23 May 2014,30 May 2014,16 May 2014,22 May 2014,13 Jun 2014
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,17 Aug 2015,Dividend - Rs. - 0.5000,-,20 Aug 2015,27 Aug 2015,12 Aug 2015,19 Aug 2015,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,24 Aug 2016,Dividend - Rs. - 0.3750,-,26 Aug 2016,02 Sep 2016,19 Aug 2016,25 Aug 2016,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,24 Jul 2017,Dividend - Rs. - 0.3750,-,26 Jul 2017,02 Aug 2017,19 Jul 2017,25 Jul 2017,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,18 Sep 2018,Final Dividend - Rs. - 0.3750,-,21 Sep 2018,27 Sep 2018,12 Sep 2018,19 Sep 2018,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,31 Jul 2019,Final Dividend - Rs. - 0.3750,-,02 Aug 2019,09 Aug 2019,26 Jul 2019,01 Aug 2019,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,05 Dec 2019,Spin Off ,06 Dec 2019,-,-,29 Nov 2019,05 Dec 2019,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,05 Mar 2020,Buy Back of Shares ,07 Mar 2020,-,-,02 Mar 2020,05 Mar 2020,-
