Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
526325,ORIENTLTD,ORIENT PRESS LTD.,03 Nov 2009,Consolidation of Shares ,04 Nov 2009,-,-,27 Oct 2009,03 Nov 2009,-
526325,ORIENTLTD,ORIENT PRESS LTD.,03 Nov 2009,Reduction of Capital ,04 Nov 2009,-,-,27 Oct 2009,03 Nov 2009,-
526325,ORIENTLTD,ORIENT PRESS LTD.,02 Aug 2012,Dividend - Rs. - 2.5000,-,06 Aug 2012,08 Aug 2012,30 Jul 2012,03 Aug 2012,-
526325,ORIENTLTD,ORIENT PRESS LTD.,22 Nov 2012,Interim Dividend - Rs. - 2.0000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
526325,ORIENTLTD,ORIENT PRESS LTD.,14 Aug 2013,Final Dividend - Rs. - 0.5000,-,19 Aug 2013,24 Aug 2013,08 Aug 2013,16 Aug 2013,-
526325,ORIENTLTD,ORIENT PRESS LTD.,19 Sep 2014,Dividend - Rs. - 1.0000,-,23 Sep 2014,27 Sep 2014,16 Sep 2014,22 Sep 2014,-
526325,ORIENTLTD,ORIENT PRESS LTD.,21 Aug 2015,Dividend - Rs. - 1.0000,-,25 Aug 2015,31 Aug 2015,17 Aug 2015,24 Aug 2015,-
526325,ORIENTLTD,ORIENT PRESS LTD.,15 Sep 2016,Dividend - Rs. - 1.2500,-,18 Sep 2016,24 Sep 2016,09 Sep 2016,15 Sep 2016,-
526325,ORIENTLTD,ORIENT PRESS LTD.,14 Sep 2017,Dividend - Rs. - 1.2500,-,17 Sep 2017,23 Sep 2017,11 Sep 2017,14 Sep 2017,-
526325,ORIENTLTD,ORIENT PRESS LTD.,12 Sep 2018,Dividend - Rs. - 1.2500,-,16 Sep 2018,22 Sep 2018,07 Sep 2018,12 Sep 2018,-
526325,ORIENTLTD,ORIENT PRESS LTD.,12 Sep 2019,Dividend - Rs. - 0.7500,-,15 Sep 2019,21 Sep 2019,06 Sep 2019,12 Sep 2019,-
