Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
523261,VENKYS,VENKY'S (INDIA) LTD.,05 Sep 2008,Dividend - Rs. - 3.5000,-,09 Sep 2008,18 Sep 2008,01 Sep 2008,08 Sep 2008,-
523261,VENKYS,VENKY'S (INDIA) LTD.,12 Jun 2009,Dividend - Rs. - 3.5000,-,16 Jun 2009,25 Jun 2009,09 Jun 2009,15 Jun 2009,-
523261,VENKYS,VENKY'S (INDIA) LTD.,18 Aug 2010,Dividend - Rs. - 4.0000,-,23 Aug 2010,27 Aug 2010,13 Aug 2010,20 Aug 2010,-
523261,VENKYS,VENKY'S (INDIA) LTD.,28 Jul 2011,Dividend - Rs. - 5.0000,-,01 Aug 2011,05 Aug 2011,25 Jul 2011,29 Jul 2011,-
523261,VENKYS,VENKY'S (INDIA) LTD.,16 Aug 2012,Dividend - Rs. - 5.0000,-,20 Aug 2012,23 Aug 2012,10 Aug 2012,16 Aug 2012,-
523261,VENKYS,VENKY'S (INDIA) LTD.,01 Aug 2013,Dividend - Rs. - 5.0000,-,05 Aug 2013,09 Aug 2013,29 Jul 2013,02 Aug 2013,-
523261,VENKYS,VENKY'S (INDIA) LTD.,07 Aug 2014,Dividend - Rs. - 5.0000,-,11 Aug 2014,14 Aug 2014,04 Aug 2014,08 Aug 2014,-
523261,VENKYS,VENKY'S (INDIA) LTD.,27 Aug 2015,Dividend - Rs. - 5.0000,-,31 Aug 2015,04 Sep 2015,24 Aug 2015,28 Aug 2015,-
523261,VENKYS,VENKY'S (INDIA) LTD.,21 Dec 2015,Bonus issue 1:2,22 Dec 2015,-,-,15 Dec 2015,21 Dec 2015,-
523261,VENKYS,VENKY'S (INDIA) LTD.,08 Sep 2016,Dividend - Rs. - 5.0000,-,12 Sep 2016,16 Sep 2016,02 Sep 2016,09 Sep 2016,-
523261,VENKYS,VENKY'S (INDIA) LTD.,31 Aug 2017,Dividend - Rs. - 6.0000,-,04 Sep 2017,08 Sep 2017,28 Aug 2017,01 Sep 2017,-
523261,VENKYS,VENKY'S (INDIA) LTD.,06 Sep 2018,Dividend - Rs. - 8.0000,-,10 Sep 2018,14 Sep 2018,03 Sep 2018,07 Sep 2018,-
523261,VENKYS,VENKY'S (INDIA) LTD.,19 Sep 2019,Dividend - Rs. - 8.0000,-,21 Sep 2019,27 Sep 2019,16 Sep 2019,19 Sep 2019,-
