Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,19 Sep 2007,Dividend - Rs. - 2.5000,-,21 Sep 2007,29 Sep 2007,14 Sep 2007,20 Sep 2007,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,18 Sep 2008,Dividend - Rs. - 1.5000,-,21 Sep 2008,29 Sep 2008,15 Sep 2008,18 Sep 2008,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,18 Sep 2009,Dividend - Rs. - 0.5000,-,23 Sep 2009,30 Sep 2009,15 Sep 2009,22 Sep 2009,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,16 Sep 2010,Dividend - Rs. - 1.5000,-,18 Sep 2010,30 Sep 2010,13 Sep 2010,16 Sep 2010,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,08 Sep 2011,Dividend - Rs. - 2.0000,-,10 Sep 2011,20 Sep 2011,05 Sep 2011,08 Sep 2011,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,19 Sep 2013,Dividend - Rs. - 1.0000,-,21 Sep 2013,30 Sep 2013,16 Sep 2013,19 Sep 2013,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,11 Sep 2014,Dividend - Rs. - 1.0000,-,15 Sep 2014,20 Sep 2014,11 Sep 2014,12 Sep 2014,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,10 Sep 2015,Dividend - Rs. - 1.0000,-,12 Sep 2015,22 Sep 2015,07 Sep 2015,10 Sep 2015,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,08 Sep 2016,Dividend - Rs. - 1.5000,-,10 Sep 2016,22 Sep 2016,02 Sep 2016,08 Sep 2016,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,31 Aug 2017,Dividend - Rs. - 1.5000,-,02 Sep 2017,09 Sep 2017,28 Aug 2017,31 Aug 2017,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,10 Sep 2018,Dividend - Rs. - 0.5000,-,12 Sep 2018,14 Sep 2018,05 Sep 2018,11 Sep 2018,-
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,12 Sep 2019,Dividend - Rs. - 1.0000,-,14 Sep 2019,17 Sep 2019,06 Sep 2019,12 Sep 2019,-
