Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
501700,INDIANVSH,INDIANIVESH LTD.,11 Sep 2007,Dividend - Rs. - 2.0000,-,13 Sep 2007,17 Sep 2007,06 Sep 2007,12 Sep 2007,-
501700,INDIANVSH,INDIANIVESH LTD.,28 Jan 2008,Interim Dividend - Rs. - 2.0000,29 Jan 2008,-,-,22 Jan 2008,28 Jan 2008,-
501700,INDIANVSH,INDIANIVESH LTD.,24 Sep 2008,Final Dividend - Rs. - 1.0000,-,26 Sep 2008,30 Sep 2008,19 Sep 2008,25 Sep 2008,-
501700,INDIANVSH,INDIANIVESH LTD.,23 Dec 2009,Final Dividend - Rs. - 1.0000,-,29 Dec 2009,31 Dec 2009,18 Dec 2009,24 Dec 2009,-
501700,INDIANVSH,INDIANIVESH LTD.,05 Jan 2011,Final Dividend - Rs. - 1.0000,-,07 Jan 2011,07 Jan 2011,31 Dec 2010,06 Jan 2011,-
501700,INDIANVSH,INDIANIVESH LTD.,23 Sep 2011,Final Dividend - Rs. - 1.0000,-,27 Sep 2011,30 Sep 2011,20 Sep 2011,26 Sep 2011,-
501700,INDIANVSH,INDIANIVESH LTD.,18 Apr 2012,Stock  Split From Rs.10/- to Rs.1/-,19 Apr 2012,-,-,12 Apr 2012,18 Apr 2012,-
501700,INDIANVSH,INDIANIVESH LTD.,21 Sep 2012,Final Dividend - Rs. - 0.1000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
501700,INDIANVSH,INDIANIVESH LTD.,24 Sep 2013,Final Dividend - Rs. - 0.1000,-,26 Sep 2013,30 Sep 2013,19 Sep 2013,25 Sep 2013,-
501700,INDIANVSH,INDIANIVESH LTD.,23 Sep 2014,Final Dividend - Rs. - 0.1000,-,25 Sep 2014,30 Sep 2014,18 Sep 2014,24 Sep 2014,-
501700,INDIANVSH,INDIANIVESH LTD.,23 Sep 2015,Final Dividend - Rs. - 0.0200,-,25 Sep 2015,30 Sep 2015,18 Sep 2015,23 Sep 2015,-
501700,INDIANVSH,INDIANIVESH LTD.,22 Sep 2016,Final Dividend - Rs. - 0.0200,-,26 Sep 2016,30 Sep 2016,19 Sep 2016,23 Sep 2016,-
501700,INDIANVSH,INDIANIVESH LTD.,20 Sep 2017,Final Dividend - Rs. - 0.0200,-,22 Sep 2017,29 Sep 2017,15 Sep 2017,21 Sep 2017,-
501700,INDIANVSH,INDIANIVESH LTD.,19 Sep 2018,Final Dividend - Rs. - 0.1000,-,24 Sep 2018,28 Sep 2018,14 Sep 2018,21 Sep 2018,-
