Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,20 Sep 2007,Dividend - Rs. - 1.4000,-,22 Sep 2007,28 Sep 2007,17 Sep 2007,20 Sep 2007,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,19 Sep 2008,Dividend - Rs. - 1.4000,-,23 Sep 2008,29 Sep 2008,16 Sep 2008,22 Sep 2008,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,16 Sep 2009,Dividend - Rs. - 1.5000,-,18 Sep 2009,24 Sep 2009,11 Sep 2009,17 Sep 2009,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,21 Sep 2010,Dividend - Rs. - 1.8000,-,23 Sep 2010,29 Sep 2010,16 Sep 2010,22 Sep 2010,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,21 Sep 2011,Dividend - Rs. - 2.0000,-,23 Sep 2011,29 Sep 2011,16 Sep 2011,22 Sep 2011,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,20 Sep 2012,Dividend - Rs. - 1.5000,-,22 Sep 2012,28 Sep 2012,14 Sep 2012,20 Sep 2012,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,17 Sep 2013,Dividend - Rs. - 1.8000,-,19 Sep 2013,25 Sep 2013,12 Sep 2013,18 Sep 2013,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,27 Aug 2014,Dividend - Rs. - 2.0000,-,30 Aug 2014,05 Sep 2014,22 Aug 2014,27 Aug 2014,05 Oct 2014
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,16 Sep 2015,Dividend - Rs. - 2.0000,-,19 Sep 2015,25 Sep 2015,16 Sep 2015,16 Sep 2015,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,20 Sep 2016,Dividend - Rs. - 2.0000,-,22 Sep 2016,28 Sep 2016,15 Sep 2016,21 Sep 2016,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,15 Sep 2017,Dividend - Rs. - 2.0000,-,19 Sep 2017,25 Sep 2017,12 Sep 2017,18 Sep 2017,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,20 Sep 2019,Dividend - Rs. - 2.0000,-,24 Sep 2019,30 Sep 2019,17 Sep 2019,23 Sep 2019,-
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,18 Sep 2020,Dividend - Rs. - 2.0000,-,22 Sep 2020,28 Sep 2020,15 Sep 2020,21 Sep 2020,-
