Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,21 Feb 2008,Right Issue of Equity Shares ,28 Feb 2008,-,-,21 Feb 2008,27 Feb 2008,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,21 Feb 2008,Right Issue of NCD with Warrants ,28 Feb 2008,-,-,21 Feb 2008,27 Feb 2008,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,22 Apr 2008,Interim Dividend - Rs. - 1.9000,23 Apr 2008,-,-,15 Apr 2008,22 Apr 2008,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,17 Jul 2009,Dividend - Rs. - 1.2000,-,21 Jul 2009,03 Aug 2009,14 Jul 2009,20 Jul 2009,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,23 Jul 2010,Dividend - Rs. - 1.0000,-,27 Jul 2010,05 Aug 2010,20 Jul 2010,26 Jul 2010,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,20 Jul 2011,Dividend - Rs. - 1.0000,-,22 Jul 2011,05 Aug 2011,15 Jul 2011,21 Jul 2011,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,18 Jul 2012,Dividend - Rs. - 1.0000,-,20 Jul 2012,03 Aug 2012,13 Jul 2012,19 Jul 2012,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,17 Jul 2013,Dividend - Rs. - 0.8000,-,19 Jul 2013,02 Aug 2013,12 Jul 2013,18 Jul 2013,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,18 Jul 2014,Right Issue of Fully Convertible Debentures ,21 Jul 2014,-,-,15 Jul 2014,18 Jul 2014,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,12 Aug 2016,Dividend - Rs. - 0.3000,-,17 Aug 2016,23 Aug 2016,09 Aug 2016,12 Aug 2016,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,11 Aug 2017,Dividend - Rs. - 0.3500,-,15 Aug 2017,21 Aug 2017,08 Aug 2017,11 Aug 2017,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,04 Oct 2017,Right Issue of Equity Shares ,05 Oct 2017,-,-,28 Sep 2017,04 Oct 2017,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,11 Jul 2018,Dividend - Rs. - 0.4000,-,13 Jul 2018,19 Jul 2018,06 Jul 2018,12 Jul 2018,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,12 Jun 2019,Dividend - Rs. - 0.5000,-,14 Jun 2019,20 Jun 2019,07 Jun 2019,13 Jun 2019,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,17 Jul 2020,Final Dividend - Rs. - 0.5000,-,21 Jul 2020,27 Jul 2020,14 Jul 2020,20 Jul 2020,-
