Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
532483,CANBK,CANARA BANK,10 Jun 2008,Dividend - Rs. - 8.0000,-,12 Jun 2008,18 Jun 2008,05 Jun 2008,11 Jun 2008,-
532483,CANBK,CANARA BANK,08 Jul 2009,Dividend - Rs. - 8.0000,-,10 Jul 2009,21 Jul 2009,03 Jul 2009,09 Jul 2009,-
532483,CANBK,CANARA BANK,14 Jun 2010,Dividend - Rs. - 10.0000,-,16 Jun 2010,25 Jun 2010,09 Jun 2010,15 Jun 2010,-
532483,CANBK,CANARA BANK,06 Jul 2011,Dividend - Rs. - 11.0000,-,08 Jul 2011,18 Jul 2011,30 Jun 2011,07 Jul 2011,-
532483,CANBK,CANARA BANK,14 Jun 2012,Dividend - Rs. - 11.0000,-,16 Jun 2012,28 Jun 2012,11 Jun 2012,14 Jun 2012,-
532483,CANBK,CANARA BANK,04 Jul 2013,Dividend - Rs. - 13.0000,-,06 Jul 2013,22 Jul 2013,28 Jun 2013,04 Jul 2013,-
532483,CANBK,CANARA BANK,24 Jan 2014,Interim Dividend - Rs. - 6.5000,27 Jan 2014,-,-,20 Jan 2014,24 Jan 2014,31 Jan 2014
532483,CANBK,CANARA BANK,03 Jul 2014,Final Dividend - Rs. - 4.5000,-,05 Jul 2014,21 Jul 2014,27 Jun 2014,03 Jul 2014,-
532483,CANBK,CANARA BANK,25 Jun 2015,Dividend - Rs. - 10.5000,-,27 Jun 2015,14 Jul 2015,22 Jun 2015,25 Jun 2015,-
532483,CANBK,CANARA BANK,17 Feb 2017,Right Issue of Equity Shares ,20 Feb 2017,-,-,13 Feb 2017,16 Feb 2017,-
532483,CANBK,CANARA BANK,12 Jul 2017,Dividend - Rs. - 1.0000,-,14 Jul 2017,20 Jul 2017,07 Jul 2017,13 Jul 2017,-
