Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
532522,PETRONET,PETRONET LNG LTD.,22 May 2008,Dividend - Rs. - 1.5000,-,26 May 2008,04 Jun 2008,16 May 2008,23 May 2008,-
532522,PETRONET,PETRONET LNG LTD.,11 Jun 2009,Dividend - Rs. - 1.7500,-,15 Jun 2009,25 Jun 2009,08 Jun 2009,12 Jun 2009,-
532522,PETRONET,PETRONET LNG LTD.,10 Jun 2010,Dividend - Rs. - 1.7500,-,14 Jun 2010,24 Jun 2010,07 Jun 2010,11 Jun 2010,-
532522,PETRONET,PETRONET LNG LTD.,16 Jun 2011,Dividend - Rs. - 2.0000,-,20 Jun 2011,30 Jun 2011,13 Jun 2011,17 Jun 2011,-
532522,PETRONET,PETRONET LNG LTD.,21 Jun 2012,Dividend - Rs. - 2.5000,-,25 Jun 2012,04 Jul 2012,18 Jun 2012,22 Jun 2012,-
532522,PETRONET,PETRONET LNG LTD.,20 Jun 2013,Dividend - Rs. - 2.5000,-,24 Jun 2013,04 Jul 2013,17 Jun 2013,21 Jun 2013,-
532522,PETRONET,PETRONET LNG LTD.,04 Sep 2014,Dividend - Rs. - 2.0000,-,08 Sep 2014,18 Sep 2014,01 Sep 2014,05 Sep 2014,-
532522,PETRONET,PETRONET LNG LTD.,15 Sep 2015,Dividend - Rs. - 2.0000,-,18 Sep 2015,24 Sep 2015,10 Sep 2015,16 Sep 2015,-
532522,PETRONET,PETRONET LNG LTD.,12 Sep 2016,Dividend - Rs. - 2.5000,-,15 Sep 2016,21 Sep 2016,07 Sep 2016,14 Sep 2016,-
532522,PETRONET,PETRONET LNG LTD.,03 Jul 2017,Bonus issue 1:1,04 Jul 2017,-,-,27 Jun 2017,03 Jul 2017,-
532522,PETRONET,PETRONET LNG LTD.,07 Sep 2017,Dividend - Rs. - 2.5000,-,09 Sep 2017,15 Sep 2017,04 Sep 2017,07 Sep 2017,-
532522,PETRONET,PETRONET LNG LTD.,06 Sep 2018,Dividend - Rs. - 4.5000,-,08 Sep 2018,14 Sep 2018,03 Sep 2018,06 Sep 2018,-
532522,PETRONET,PETRONET LNG LTD.,15 Nov 2018,Interim Dividend - Rs. - 5.5000,17 Nov 2018,-,-,12 Nov 2018,15 Nov 2018,-
532522,PETRONET,PETRONET LNG LTD.,19 Aug 2019,Final Dividend - Rs. - 4.5000,-,21 Aug 2019,27 Aug 2019,13 Aug 2019,20 Aug 2019,-
532522,PETRONET,PETRONET LNG LTD.,07 Nov 2019,Special Dividend - Rs. - 5.5000,08 Nov 2019,-,-,01 Nov 2019,07 Nov 2019,-
532522,PETRONET,PETRONET LNG LTD.,15 Jul 2020,Final Dividend - Rs. - 7.0000,16 Jul 2020,-,-,09 Jul 2020,15 Jul 2020,-
532522,PETRONET,PETRONET LNG LTD.,23 Nov 2020,Interim Dividend - Rs. - 8.0000,24 Nov 2020,-,-,17 Nov 2020,23 Nov 2020,-
