Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
513121,ORICON,ORICON ENTERPRISES LTD.-$,06 Dec 2007,Dividend - Rs. - 1.0000,-,10 Dec 2007,22 Dec 2007,03 Dec 2007,07 Dec 2007,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,06 Dec 2007,General ,-,10 Dec 2007,22 Dec 2007,03 Dec 2007,07 Dec 2007,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,11 Sep 2008,Dividend - Rs. - 1.0000,-,15 Sep 2008,27 Sep 2008,08 Sep 2008,12 Sep 2008,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,01 Sep 2009,Dividend - Rs. - 1.0000,-,03 Sep 2009,12 Sep 2009,27 Aug 2009,02 Sep 2009,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,02 Dec 2010,Dividend - Rs. - 1.8000,-,04 Dec 2010,11 Dec 2010,29 Nov 2010,02 Dec 2010,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,14 Jul 2011,Stock  Split From Rs.10/- to Rs.2/-,15 Jul 2011,-,-,08 Jul 2011,14 Jul 2011,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,14 Sep 2011,Dividend - Rs. - 0.3600,-,16 Sep 2011,24 Sep 2011,09 Sep 2011,15 Sep 2011,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,10 Aug 2012,Dividend - Rs. - 0.4400,-,14 Aug 2012,25 Aug 2012,07 Aug 2012,13 Aug 2012,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,03 Sep 2013,Dividend - Rs. - 0.4400,-,05 Sep 2013,14 Sep 2013,29 Aug 2013,04 Sep 2013,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,21 Mar 2014,Interim Dividend - Rs. - 0.2500,24 Mar 2014,-,-,18 Mar 2014,22 Mar 2014,28 Mar 2014
513121,ORICON,ORICON ENTERPRISES LTD.-$,02 Sep 2014,Dividend - Rs. - 0.1900,-,04 Sep 2014,11 Sep 2014,27 Aug 2014,03 Sep 2014,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,09 Sep 2015,Dividend - Rs. - 0.4400,-,11 Sep 2015,19 Sep 2015,04 Sep 2015,10 Sep 2015,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,29 Mar 2016,Interim Dividend - Rs. - 0.5000,30 Mar 2016,-,-,21 Mar 2016,29 Mar 2016,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,17 Jul 2017,Dividend - Rs. - 0.4600,-,19 Jul 2017,29 Jul 2017,12 Jul 2017,18 Jul 2017,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,18 Sep 2018,Dividend - Rs. - 0.5000,-,20 Sep 2018,29 Sep 2018,12 Sep 2018,18 Sep 2018,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,06 Sep 2019,Final Dividend - Rs. - 0.5000,-,11 Sep 2019,21 Sep 2019,03 Sep 2019,09 Sep 2019,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,19 Mar 2020,Interim Dividend - Rs. - 0.5000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
513121,ORICON,ORICON ENTERPRISES LTD.-$,19 Mar 2020,Special Dividend - Rs. - 0.3000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
