Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,19 Jun 2008,Dividend - Rs. - 2.0000,-,21 Jun 2008,28 Jun 2008,16 Jun 2008,19 Jun 2008,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,13 Mar 2009,Scheme of Arrangement ,20 Mar 2009,-,-,13 Mar 2009,19 Mar 2009,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,06 Aug 2009,Dividend - Rs. - 1.2500,-,08 Aug 2009,17 Aug 2009,03 Aug 2009,06 Aug 2009,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,15 Jul 2010,Dividend - Rs. - 2.0000,-,17 Jul 2010,26 Jul 2010,12 Jul 2010,15 Jul 2010,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,04 Aug 2011,Dividend - Rs. - 1.2500,-,06 Aug 2011,12 Aug 2011,01 Aug 2011,04 Aug 2011,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,26 Jul 2012,Dividend - Rs. - 1.0000,-,30 Jul 2012,04 Aug 2012,23 Jul 2012,27 Jul 2012,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,30 Jul 2013,Dividend - Rs. - 0.5000,-,01 Aug 2013,07 Aug 2013,25 Jul 2013,31 Jul 2013,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,30 Jul 2014,Dividend - Rs. - 0.5000,-,01 Aug 2014,07 Aug 2014,24 Jul 2014,31 Jul 2014,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,14 Jul 2016,Dividend - Rs. - 0.7000,-,18 Jul 2016,25 Jul 2016,11 Jul 2016,15 Jul 2016,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,01 Aug 2018,Dividend - Rs. - 2.5000,-,03 Aug 2018,09 Aug 2018,27 Jul 2018,02 Aug 2018,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,18 Sep 2019,Dividend - Rs. - 2.0000,-,20 Sep 2019,26 Sep 2019,13 Sep 2019,19 Sep 2019,-
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,18 Sep 2020,Final Dividend - Rs. - 0.1000,-,22 Sep 2020,29 Sep 2020,17 Sep 2020,21 Sep 2020,-
