Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
502137,DECCANCE,DECCAN CEMENTS LTD.-$,22 Aug 2008,Dividend - Rs. - 3.0000,-,26 Aug 2008,02 Sep 2008,18 Aug 2008,25 Aug 2008,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,10 Sep 2009,Dividend - Rs. - 3.0000,-,12 Sep 2009,18 Sep 2009,07 Sep 2009,10 Sep 2009,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,05 Aug 2010,Dividend - Rs. - 3.0000,-,07 Aug 2010,13 Aug 2010,02 Aug 2010,05 Aug 2010,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,04 Aug 2011,Dividend - Rs. - 1.2000,-,06 Aug 2011,12 Aug 2011,01 Aug 2011,04 Aug 2011,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,30 Jul 2012,Dividend - Rs. - 3.0000,-,01 Aug 2012,07 Aug 2012,25 Jul 2012,31 Jul 2012,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,06 Aug 2013,Dividend - Rs. - 2.0000,-,08 Aug 2013,14 Aug 2013,01 Aug 2013,07 Aug 2013,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,18 Sep 2014,Dividend - Rs. - 1.2000,-,22 Sep 2014,29 Sep 2014,15 Sep 2014,19 Sep 2014,11 Oct 2014
502137,DECCANCE,DECCAN CEMENTS LTD.-$,14 Sep 2015,Dividend - Rs. - 2.5000,-,16 Sep 2015,22 Sep 2015,09 Sep 2015,15 Sep 2015,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,22 Mar 2016,Interim Dividend - Rs. - 5.0000,24 Mar 2016,-,-,17 Mar 2016,22 Mar 2016,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,03 Aug 2017,Dividend - Rs. - 6.0000,-,05 Aug 2017,11 Aug 2017,31 Jul 2017,03 Aug 2017,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,11 Sep 2017,Stock  Split From Rs.10/- to Rs.5/-,12 Sep 2017,-,-,05 Sep 2017,11 Sep 2017,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,02 Aug 2018,Final Dividend - Rs. - 3.0000,-,04 Aug 2018,10 Aug 2018,30 Jul 2018,02 Aug 2018,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,30 Jul 2019,Final Dividend - Rs. - 3.7500,-,01 Aug 2019,07 Aug 2019,25 Jul 2019,31 Jul 2019,-
502137,DECCANCE,DECCAN CEMENTS LTD.-$,12 Mar 2020,Interim Dividend - Rs. - 4.0000,13 Mar 2020,-,-,05 Mar 2020,12 Mar 2020,-
