Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,18 Sep 2007,Dividend - Rs. - 0.5000,-,20 Sep 2007,25 Sep 2007,13 Sep 2007,19 Sep 2007,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,18 Sep 2008,Dividend - Rs. - 0.5000,-,20 Sep 2008,24 Sep 2008,15 Sep 2008,18 Sep 2008,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,17 Aug 2009,Final Dividend - Rs. - 1.0000,-,20 Aug 2009,24 Aug 2009,13 Aug 2009,19 Aug 2009,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,22 Jul 2010,Final Dividend - Rs. - 1.0000,-,24 Jul 2010,28 Jul 2010,19 Jul 2010,22 Jul 2010,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,17 Aug 2011,Final Dividend - Rs. - 1.5000,-,20 Aug 2011,24 Aug 2011,12 Aug 2011,17 Aug 2011,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,18 Jul 2012,Final Dividend - Rs. - 1.5000,-,20 Jul 2012,24 Jul 2012,13 Jul 2012,19 Jul 2012,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,18 Jul 2013,Final Dividend - Rs. - 1.5000,-,20 Jul 2013,23 Jul 2013,15 Jul 2013,18 Jul 2013,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,11 Sep 2014,Final Dividend - Rs. - 2.0000,-,13 Sep 2014,17 Sep 2014,08 Sep 2014,11 Sep 2014,17 Oct 2014
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,12 Aug 2015,Final Dividend - Rs. - 2.0000,-,14 Aug 2015,20 Aug 2015,07 Aug 2015,13 Aug 2015,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,07 Apr 2016,Stock  Split From Rs.10/- to Rs.5/-,11 Apr 2016,-,-,04 Apr 2016,08 Apr 2016,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,04 Aug 2016,Final Dividend - Rs. - 1.2500,-,06 Aug 2016,12 Aug 2016,01 Aug 2016,04 Aug 2016,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,19 Jul 2017,Final Dividend - Rs. - 1.2500,-,21 Jul 2017,27 Jul 2017,14 Jul 2017,20 Jul 2017,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,31 Jul 2018,Final Dividend - Rs. - 1.2500,-,02 Aug 2018,08 Aug 2018,26 Jul 2018,01 Aug 2018,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,08 Aug 2019,Final Dividend - Rs. - 1.2500,-,10 Aug 2019,16 Aug 2019,05 Aug 2019,08 Aug 2019,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,26 Feb 2020,Interim Dividend - Rs. - 1.2500,27 Feb 2020,-,-,18 Feb 2020,26 Feb 2020,-
