Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,17 Jun 2008,Dividend - Rs. - 5.5000,-,19 Jun 2008,23 Jun 2008,12 Jun 2008,18 Jun 2008,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,18 May 2009,Dividend - Rs. - 7.5000,-,20 May 2009,22 May 2009,13 May 2009,19 May 2009,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,01 Jun 2010,Dividend - Rs. - 10.0000,-,03 Jun 2010,07 Jun 2010,26 May 2010,02 Jun 2010,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,26 May 2011,Dividend - Rs. - 20.0000,-,30 May 2011,01 Jun 2011,23 May 2011,27 May 2011,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,08 Jun 2012,Dividend - Rs. - 25.0000,-,12 Jun 2012,14 Jun 2012,05 Jun 2012,11 Jun 2012,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,10 Jun 2013,Dividend - Rs. - 15.0000,-,12 Jun 2013,14 Jun 2013,05 Jun 2013,11 Jun 2013,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,04 Jul 2014,Dividend - Rs. - 12.5000,-,08 Jul 2014,10 Jul 2014,30 Jun 2014,07 Jul 2014,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,07 Aug 2015,Dividend - Rs. - 5.0000,-,11 Aug 2015,14 Aug 2015,04 Aug 2015,10 Aug 2015,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,08 Jul 2016,Dividend - Rs. - 1.0000,-,12 Jul 2016,15 Jul 2016,04 Jul 2016,11 Jul 2016,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,13 Jul 2017,Dividend - Rs. - 1.0000,-,17 Jul 2017,20 Jul 2017,10 Jul 2017,14 Jul 2017,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,20 Nov 2017,Right Issue of Equity Shares ,21 Nov 2017,-,-,14 Nov 2017,20 Nov 2017,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,25 Jul 2018,Dividend - Rs. - 2.0000,-,27 Jul 2018,30 Jul 2018,20 Jul 2018,26 Jul 2018,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,07 Aug 2019,Dividend - Rs. - 3.0000,-,09 Aug 2019,14 Aug 2019,02 Aug 2019,08 Aug 2019,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,28 Aug 2020,Final Dividend - Rs. - 3.0000,-,01 Sep 2020,04 Sep 2020,25 Aug 2020,31 Aug 2020,-
