SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,DATE
500002,ABB LTD.    ,A ,Q,1775.65,1775.65,1732.0,1739.75,1749.6,1762.8,734,4016,7001338.0,,2021-07-19
500003,AEGIS LOGIS ,A ,Q,320.4,324.25,316.65,319.75,320.0,320.7,2876,90123,28913663.0,,2021-07-19
500008,AMAR RAJA BA,A ,Q,727.9,729.15,721.25,722.75,722.75,727.9,10589,134583,97550044.0,,2021-07-19
500009,A.SARABHAI  ,X ,Q,31.75,32.5,31.2,31.85,31.85,31.75,1349,229956,7314415.0,,2021-07-19
500010,HDFC        ,A ,Q,2485.05,2498.2,2471.0,2482.35,2482.35,2536.95,10904,812084,2055353441.0,,2021-07-19
500012,ANDHRA PETRO,X ,Q,154.0,156.0,146.85,149.0,149.0,154.55,5053,661789,98927212.0,,2021-07-19
500013,ANSAL INFRAS,T ,Q,9.6,9.75,9.28,9.31,9.31,9.76,142,57651,539621.0,,2021-07-19
500014,UTIQUE      ,X ,Q,4.69,4.79,4.35,4.35,4.35,4.57,230,71304,323519.0,,2021-07-19
500016,ARUNAHTEL   ,XT,Q,24.81,24.83,24.81,24.83,24.83,23.65,114,35650,885177.0,,2021-07-19
500020,BOM DYEING  ,A ,Q,100.05,108.0,99.1,106.1,106.1,102.45,16647,2568237,270274156.0,,2021-07-19
500023,ASIANHOTNR  ,B ,Q,85.7,88.2,84.3,87.05,87.05,87.35,204,10359,898005.0,,2021-07-19
500027,ATUL LTD.   ,A ,Q,9250.0,9300.0,9133.6,9262.2,9266.9,9305.0,470,1075,9954073.0,,2021-07-19
500028,ATV PROJECTS,XT,Q,11.3,12.25,11.3,11.35,11.35,11.89,151,71049,806389.0,,2021-07-19
500029,AUTOLITE(I) ,Z ,Q,17.55,17.55,16.8,16.9,16.9,17.55,24,7456,126730.0,,2021-07-19
500031,BAJAJ ELECT.,A ,Q,1025.1,1040.0,1025.1,1037.8,1040.0,1032.3,579,2967,3068031.0,,2021-07-19
500032,BAJAJHIND   ,T ,Q,18.25,20.15,18.25,20.15,20.15,19.2,10204,6958265,133997149.0,,2021-07-19
500033,FORCE MOTR  ,A ,Q,1542.0,1586.75,1517.6,1559.2,1559.2,1541.35,3426,42789,66224431.0,,2021-07-19
500034,BAJFINANCE  ,A ,Q,6100.0,6123.85,5937.0,6012.75,6012.75,6126.8,11353,181853,1108734591.0,,2021-07-19
500038,BALRAM.CHINI,A ,Q,345.35,354.3,340.25,344.15,344.15,345.35,2323,102272,35599086.0,,2021-07-19
500039,BANCO PROD. ,B ,Q,162.2,164.65,161.9,163.05,163.1,164.3,330,8041,1312551.0,,2021-07-19
500040,CENTURY TEXT,A ,Q,710.0,735.6,710.0,718.95,714.0,719.8,2314,46374,33471232.0,,2021-07-19
500041,BANNARI AMAN,A ,Q,1796.95,1839.95,1785.0,1785.0,1785.0,1799.7,82,291,527302.0,,2021-07-19
500042,BASF INDIA  ,A ,Q,2710.1,2745.0,2691.05,2718.8,2722.2,2714.15,361,1360,3692487.0,,2021-07-19
500043,BATA INDIA  ,A ,Q,1615.0,1635.0,1603.3,1607.25,1607.25,1615.45,2095,28407,46045271.0,,2021-07-19
500048,BEML LTD    ,A ,Q,1306.0,1316.0,1290.45,1297.9,1297.9,1306.9,1762,18002,23451039.0,,2021-07-19
500049,BHARAT ELECT,A ,Q,180.0,187.7,177.85,186.05,186.05,179.65,5177,1305834,238732401.0,,2021-07-19
500052,BHANSALI ENG,A ,Q,174.7,177.25,173.15,173.75,173.75,173.5,2108,200940,35222493.0,,2021-07-19
500055,TATASTLBSL  ,B ,Q,89.0,91.0,88.6,89.0,89.0,89.55,6736,645920,57930351.0,,2021-07-19
500058,BIHAR SPONGE,XT,Q,10.8,11.08,10.41,10.62,10.95,10.56,295,118251,1271018.0,,2021-07-19
500060,BIRLACABLE  ,T ,Q,110.95,116.0,107.0,112.05,112.0,110.65,389,27463,3122688.0,,2021-07-19
500067,BLUE STAR   ,A ,Q,865.0,869.35,856.0,865.0,867.0,865.2,628,6186,5340740.0,,2021-07-19
500068,DISA INDIA  ,X ,Q,5175.0,5425.0,5151.5,5399.0,5399.0,5373.35,42,180,959374.0,,2021-07-19
500069,BNK CAPITAL ,XT,Q,195.4,195.4,192.6,193.95,193.3,195.5,39,9938,1928988.0,,2021-07-19
500074,BPL LTD.    ,B ,Q,42.0,42.45,40.7,40.95,41.35,41.85,507,24500,1017426.0,,2021-07-19
500078,OAL         ,B ,Q,960.0,980.0,946.45,955.3,955.3,964.15,1498,10011,9660699.0,,2021-07-19
500083,CENTURY EXT ,B ,Q,9.8,10.1,9.68,9.87,9.87,9.89,145,41040,407565.0,,2021-07-19
500084,CESC LTD.   ,A ,Q,832.0,847.5,825.9,841.4,841.4,836.4,1310,18747,15685554.0,,2021-07-19
500085,CHAMBAL FERT,A ,Q,300.0,309.0,298.2,304.65,304.85,300.6,2573,102920,31529668.0,,2021-07-19
500086,EXIDE IND.  ,A ,Q,183.5,183.6,181.15,181.75,181.75,184.05,2491,114197,20832676.0,,2021-07-19
500087,CIPLA LTD.  ,A ,Q,974.7,983.4,971.45,973.65,973.65,977.2,2935,254704,248823016.0,,2021-07-19
500089,DIC INDIA   ,B ,Q,489.25,490.0,481.15,482.05,481.15,487.1,30,105,50935.0,,2021-07-19
500092,CRISIL LTD  ,A ,Q,2750.5,3207.5,2725.0,3113.35,3113.35,2750.7,11904,67300,206306846.0,,2021-07-19
500093,CGPOWER     ,T ,Q,76.0,77.9,73.8,74.45,75.55,76.75,501,77343,5802076.0,,2021-07-19
500096,DABUR (I)   ,A ,Q,574.0,590.5,574.0,588.9,587.05,580.35,3353,334215,194601742.0,,2021-07-19
500097,DALMIASUG   ,A ,Q,455.75,474.0,454.3,460.25,462.0,455.7,1901,33027,15285986.0,,2021-07-19
500101,ARVIND Ltd  ,A ,Q,106.9,110.85,100.65,104.55,104.55,107.75,3890,378297,40635000.0,,2021-07-19
500102,BALARPUR IND,Z ,Q,1.65,1.65,1.53,1.57,1.57,1.61,1337,3276805,5177234.0,,2021-07-19
500103,BHEL        ,A ,Q,65.0,65.75,63.8,64.0,64.0,66.3,16450,9736971,626206245.0,,2021-07-19
500104,HIND.PETRO  ,A ,Q,270.0,274.9,268.9,272.0,272.0,268.1,6014,675035,184498637.0,,2021-07-19
500106,IFCI LTD    ,A ,Q,14.0,14.38,13.65,13.83,13.83,14.15,3883,727602,10254210.0,,2021-07-19
500108,MAHA.TELE   ,B ,Q,21.7,21.9,21.35,21.4,21.4,22.0,722,199998,4317150.0,,2021-07-19
500109,MRPL        ,A ,Q,47.75,48.1,47.1,47.5,47.75,47.75,841,112075,5342734.0,,2021-07-19
500110,CHENNAI PET.,A ,Q,133.2,137.0,133.15,135.9,135.9,135.3,1170,66281,8980746.0,,2021-07-19
500111,REL.CAP.    ,B ,Q,20.0,20.5,19.25,20.1,20.1,19.95,2950,828129,16641541.0,,2021-07-19
500112,STATE BANK  ,A ,Q,423.5,429.35,420.25,427.7,427.7,430.2,16778,1781263,761848140.0,,2021-07-19
500113,STEEL AUTH. ,A ,Q,126.5,129.3,124.7,126.65,126.65,127.2,20908,4502818,573934671.0,,2021-07-19
500114,TITAN       ,A ,Q,1683.05,1709.0,1675.55,1680.55,1680.0,1695.8,4879,196116,332378789.0,,2021-07-19
500116,IDBI BANK L ,A ,Q,37.75,38.25,37.45,37.85,37.85,37.8,1577,879123,33362279.0,,2021-07-19
500117,DCW LTD.    ,B ,Q,40.5,40.55,39.4,39.85,39.85,40.7,1245,303939,12128446.0,,2021-07-19
500119,DHAMPUR SUGA,A ,Q,360.65,372.3,354.8,363.3,363.3,360.95,2251,68430,25037112.0,,2021-07-19
500120,DIAMINES&CHM,X ,Q,293.5,294.0,288.0,291.65,291.65,293.3,388,10774,3128664.0,,2021-07-19
500123,ELANTAS     ,A ,Q,4115.0,4193.2,4034.0,4099.0,4100.0,4112.6,161,471,1932518.0,,2021-07-19
500124,DR.REDDY'S  ,A ,Q,5385.95,5444.35,5381.8,5419.15,5424.0,5409.15,2300,59885,323868377.0,,2021-07-19
500125,E.I.D.PAR   ,A ,Q,416.0,423.65,412.5,418.85,418.85,415.75,1544,95865,40361693.0,,2021-07-19
500126,PGHL        ,A ,Q,5699.0,5699.0,5505.0,5569.55,5576.1,5625.35,604,1379,7702174.0,,2021-07-19
500128,ELEC.CASTING,B ,Q,37.3,37.35,36.95,37.0,37.0,37.4,356,24966,926324.0,,2021-07-19
500133,ESAB INDIA  ,A ,Q,1925.0,1946.75,1881.35,1909.0,1910.0,1939.65,148,628,1197313.0,,2021-07-19
500135,EPL         ,A ,Q,246.0,256.0,240.0,246.35,246.35,247.0,1880,38666,9627191.0,,2021-07-19
500136,ESTER INDUS.,B ,Q,148.7,150.0,144.0,148.75,148.75,146.1,1270,48459,7193779.0,,2021-07-19
500143,P.H.CAPITAL ,X ,Q,56.2,56.2,55.7,56.2,56.2,53.55,37,8449,474380.0,,2021-07-19
500144,FINOL. CABLE,A ,Q,535.0,545.75,527.1,532.0,532.0,538.95,1970,26789,14376366.0,,2021-07-19
500147,COCKERILL   ,X ,Q,938.0,938.0,912.3,926.65,925.0,940.75,29,346,321329.0,,2021-07-19
500148,UFLEX LTD   ,A ,Q,538.95,549.1,526.45,530.5,530.5,529.8,2378,58333,31473466.0,,2021-07-19
500150,FOSECO INDIA,B ,Q,1559.7,1572.0,1534.05,1554.6,1559.15,1562.75,153,510,791461.0,,2021-07-19
500151,GOLDEN TOB  ,T ,Q,44.3,47.5,44.3,47.5,47.5,45.25,9,1082,50235.0,,2021-07-19
500153,GANESH BENZO,X ,Q,86.1,86.1,81.0,82.65,82.65,86.1,983,145621,12145557.0,,2021-07-19
500159,METROGLOBL  ,X ,Q,73.75,76.9,73.75,75.15,74.45,73.8,47,4657,347009.0,,2021-07-19
500160,GTL LTD.    ,B ,Q,21.05,21.75,20.85,20.85,20.85,21.9,1204,361696,7605393.0,,2021-07-19
500163,GODFREY PH  ,A ,Q,1037.95,1064.7,1031.15,1042.8,1049.5,1045.9,1194,8851,9267861.0,,2021-07-19
500164,GODREJ IND  ,A ,Q,538.15,561.05,538.15,551.35,548.9,555.85,1068,14492,8024161.0,,2021-07-19
500165,KANSAI NERO ,A ,Q,600.0,606.0,596.4,600.9,601.55,600.05,1890,29447,17661888.0,,2021-07-19
500166,GOODRICKE   ,X ,Q,280.95,280.95,268.3,278.5,276.9,280.3,517,36432,9969844.0,,2021-07-19
500168,GOODYEAR (I),A ,Q,1300.0,1300.0,1230.3,1246.95,1252.0,1274.6,1633,13216,16653207.0,,2021-07-19
500170,GTN INDUS   ,X ,Q,19.5,20.9,19.5,20.7,20.85,20.2,122,32568,661250.0,,2021-07-19
500171,GHCL LTD    ,A ,Q,314.0,316.85,307.9,310.65,312.0,320.0,1209,27222,8507834.0,,2021-07-19
500173,GFLLIMITED  ,A ,Q,67.45,67.7,66.0,66.3,66.15,67.5,353,10216,682277.0,,2021-07-19
500174,GUJ.LEASE   ,B ,Q,2.63,2.85,2.63,2.79,2.79,2.75,9,2182,5889.0,,2021-07-19
500179,HCL INFOSYS ,B ,Q,16.8,16.95,16.35,16.45,16.45,16.85,945,190302,3158385.0,,2021-07-19
500180,HDFC BANK   ,A ,Q,1491.0,1491.0,1466.15,1470.95,1470.95,1521.7,24820,408272,603402070.0,,2021-07-19
500182,HEROMOTOCO  ,A ,Q,2901.0,2901.0,2870.55,2887.15,2887.15,2903.9,1859,65818,190901106.0,,2021-07-19
500183,HFCL        ,T ,Q,80.5,84.0,76.5,81.8,81.8,80.15,5742,1088925,88765817.0,,2021-07-19
500184,HSCL        ,A ,Q,54.1,54.55,53.15,53.4,53.4,54.45,5265,828037,44640610.0,,2021-07-19
500185,HIND.CONSTN.,A ,Q,12.75,13.46,12.74,13.02,13.02,13.07,1578,643029,8417439.0,,2021-07-19
500186,HIND.OIL EXP,A ,Q,118.85,123.15,117.4,121.95,121.95,119.2,2525,152327,18533243.0,,2021-07-19
500187,HSIL        ,B ,Q,247.1,267.0,247.1,258.55,258.55,247.7,3836,117934,30676567.0,,2021-07-19
500188,HINDUS.ZI   ,A ,Q,342.3,345.05,337.75,340.05,340.6,344.05,2117,52106,17739002.0,,2021-07-19
500189,NXTDIGITAL  ,B ,Q,511.5,511.5,478.45,488.85,488.85,502.3,182,2116,1026274.0,,2021-07-19
500191,HMT LTD.    ,Z ,Q,39.35,39.35,36.55,38.3,37.6,37.5,97,12235,468468.0,,2021-07-19
500192,PRAG BOSIMI ,XT,Q,2.95,3.0,2.85,2.94,3.0,2.99,49,21495,61688.0,,2021-07-19
500193,HLVLTD      ,B ,Q,10.75,10.75,10.0,10.2,10.15,10.48,190,61327,623474.0,,2021-07-19
500199,I.G.PETRO   ,B ,Q,675.0,714.0,675.0,704.2,704.2,691.45,2297,20107,14113850.0,,2021-07-19
500201,IND.GLYCOLS ,A ,Q,710.0,730.0,708.0,712.9,712.9,719.85,1687,30118,21559680.0,,2021-07-19
500202,IND.LEAS.DEV,X ,Q,9.85,9.85,9.85,9.85,9.85,10.36,3,205,2019.0,,2021-07-19
500206,MARGO FIN   ,X ,Q,18.12,18.12,18.12,18.12,18.12,17.26,12,9331,169077.0,,2021-07-19
500207,INDO RAMA   ,T ,Q,60.0,62.45,58.25,59.85,61.2,60.25,231,33242,2019443.0,,2021-07-19
500209,INFOSYS LTD ,A ,Q,1551.0,1553.3,1537.4,1541.8,1541.8,1555.0,15792,1632126,2536044793.0,,2021-07-19
500210,INGERSOLL   ,A ,Q,966.0,1033.3,963.95,1025.8,1025.8,966.0,1479,12213,12276416.0,,2021-07-19
500211,INSILCO LTD.,XT,Q,8.1,8.1,7.8,7.84,7.95,8.01,107,37174,295541.0,,2021-07-19
500212,INTEG.FIN.SE,XT,Q,47.0,47.0,42.8,44.0,44.0,45.0,21,4253,191378.0,,2021-07-19
500213,INTER.TRAVEL,XT,Q,84.9,86.05,83.1,84.55,84.05,84.9,69,7535,642767.0,,2021-07-19
500214,ION EXCHANGE,A ,Q,2610.0,2649.0,2560.0,2568.35,2568.35,2658.15,2154,21685,56384852.0,,2021-07-19
500215,AGRO TECH FO,A ,Q,960.9,1044.4,960.9,1013.05,995.4,959.8,697,4445,4493970.0,,2021-07-19
500219,JAIN IRRIG  ,A ,Q,33.25,34.9,33.0,34.6,34.6,33.85,1252,302686,10348852.0,,2021-07-19
500220,JASCH INDUST,X ,Q,145.9,145.9,138.5,139.5,141.0,144.15,616,21259,3001580.0,,2021-07-19
500223,JCT LTD     ,X ,Q,3.25,3.25,3.0,3.25,3.25,3.1,3093,7789223,24981542.0,,2021-07-19
500227,JINDAL POLYF,A ,Q,998.0,1005.55,985.2,996.3,997.55,1001.25,966,12540,12478213.0,,2021-07-19
500228,JSWSL       ,A ,Q,698.1,712.0,694.0,698.45,696.6,703.25,3866,557045,391679959.0,,2021-07-19
500231,UMANG DAIR  ,B ,Q,83.05,84.0,81.5,82.0,82.25,84.15,461,16759,1384048.0,,2021-07-19
500233,KAJARIA CER.,A ,Q,1003.75,1008.1,994.0,1000.85,1005.0,1002.05,488,5052,5051628.0,,2021-07-19
500234,KAKATIYA CEM,B ,Q,251.0,259.0,245.0,255.7,255.35,252.8,375,4614,1172365.0,,2021-07-19
500235,KALYANI STEL,A ,Q,408.95,425.0,404.65,410.15,408.3,407.15,1469,23647,9830868.0,,2021-07-19
500236,KANELIND    ,XT,Q,4.5,4.5,4.5,4.5,4.5,4.29,38,18711,84199.0,,2021-07-19
500238,WHIRLPOOL   ,A ,Q,2200.0,2200.0,2160.0,2173.4,2173.4,2196.5,1769,6841,14914064.0,,2021-07-19
500239,KG DENIM    ,XT,Q,54.2,54.2,54.2,54.2,54.2,51.65,52,15494,839774.0,,2021-07-19
500240,KINETIC ENG.,XT,Q,66.9,67.25,63.5,66.25,66.25,64.05,168,20742,1373987.0,,2021-07-19
500241,KIRL.BROS.  ,T ,Q,490.0,490.0,462.0,480.4,489.2,481.2,212,10431,5007339.0,,2021-07-19
500243,KIRL INDUS  ,B ,Q,1663.3,1708.95,1663.3,1691.25,1691.0,1675.4,51,209,353420.0,,2021-07-19
500245,KIRL.FERROUS,B ,Q,270.3,293.8,270.3,289.65,289.65,286.5,2545,59289,17216978.0,,2021-07-19
500246,ENVAIN ELECT,X ,Q,34.85,34.85,34.85,34.85,34.85,34.0,1,5,174.0,,2021-07-19
500247,KOTAK MAH.BK,A ,Q,1730.25,1741.05,1712.0,1721.55,1721.55,1750.3,8475,343178,597855608.0,,2021-07-19
500248,KRIFILIND   ,X ,Q,3.01,3.01,3.01,3.01,3.01,3.16,1,100,301.0,,2021-07-19
500249,KSB         ,A ,Q,1069.9,1087.6,1036.5,1071.3,1070.0,1077.4,476,3240,3447059.0,,2021-07-19
500250,L.G.BALKRISH,A ,Q,471.0,488.65,456.0,479.3,480.35,464.4,1309,21936,10424486.0,,2021-07-19
500251,TRENT LTD.  ,A ,Q,870.0,879.1,859.85,869.45,875.0,880.0,3897,243082,209915049.0,,2021-07-19
500252,LAXMIMACH   ,A ,Q,7568.0,8040.0,7568.0,7806.95,7806.95,7722.05,1345,3183,25136176.0,,2021-07-19
500253,LIC HOUS.FIN,A ,Q,462.0,465.8,458.0,460.65,460.65,468.85,4066,102143,47211550.0,,2021-07-19
500257,LUPIN LTD.  ,A ,Q,1180.0,1191.0,1170.3,1185.45,1190.0,1180.0,3103,154315,182076994.0,,2021-07-19
500259,LYKA LABS   ,T ,Q,60.5,63.0,60.0,60.4,60.4,61.35,101,29660,1823898.0,,2021-07-19
500260,RAMCOCEM    ,A ,Q,1130.8,1130.8,1105.25,1112.15,1110.7,1125.35,590,5672,6322708.0,,2021-07-19
500264,MAFATLAL IND,X ,Q,188.9,195.0,183.3,185.9,185.9,188.95,145,13990,2639356.0,,2021-07-19
500265,MAH.SEAMLESS,A ,Q,317.0,317.0,310.0,311.5,311.7,318.5,565,8694,2725226.0,,2021-07-19
500266,MAH.SCOOTER ,A ,Q,3810.6,3847.0,3780.35,3790.45,3792.5,3803.0,137,455,1728596.0,,2021-07-19
500267,MAJESTIC AUT,X ,Q,171.0,176.0,171.0,172.9,172.9,166.7,2393,146604,25449004.0,,2021-07-19
500268,MANALI PETRO,T ,Q,82.95,83.45,81.0,82.05,82.05,82.45,386,34823,2860689.0,,2021-07-19
500271,MFSL        ,A ,Q,1057.55,1070.45,1047.75,1062.4,1066.85,1066.3,1180,17627,18659990.0,,2021-07-19
500274,MESCO PHARMA,P ,Q,4.48,4.48,4.48,4.48,4.48,4.67,1,100,448.0,,2021-07-19
500279,MIRC ELECT  ,B ,Q,21.9,22.95,21.35,22.55,22.7,21.9,808,308219,6945703.0,,2021-07-19
500280,CENTURY ENKA,B ,Q,456.9,459.15,447.4,452.0,452.0,454.05,1366,28509,12905104.0,,2021-07-19
500284,LORDS CHLORO,X ,Q,54.5,54.5,54.5,54.5,54.5,51.95,21,4943,269393.0,,2021-07-19
500285,SPICEJET LTD,A ,Q,79.0,79.0,77.1,77.55,77.55,78.7,2405,395087,30775845.0,,2021-07-19
500288,MOREPEN LAB.,A ,Q,67.0,69.45,65.6,67.45,67.45,66.8,2043,336311,22867691.0,,2021-07-19
500290,MRF LTD.    ,A ,Q,81990.0,82900.0,81720.15,82222.4,82066.6,82384.25,198,1018,83848138.0,,2021-07-19
500292,HEIDEL CEM  ,A ,Q,264.6,265.9,260.3,263.55,264.15,263.15,688,17325,4555569.0,,2021-07-19
500294,NCC         ,A ,Q,93.75,93.9,90.95,92.15,92.15,94.25,1436,221866,20493444.0,,2021-07-19
500295,VEDL        ,A ,Q,270.5,271.05,262.95,264.9,264.9,272.8,5722,1386173,370926604.0,,2021-07-19
500296,NAHAR SPG.  ,T ,Q,315.0,322.8,308.25,322.5,322.8,307.45,460,30699,9736850.0,,2021-07-19
500298,NAT.PEROXIDE,A ,Q,2192.1,2350.0,2190.0,2308.1,2308.1,2196.75,2393,26064,58829713.0,,2021-07-19
500300,GRASIM IND. ,A ,Q,1559.95,1575.0,1545.25,1558.8,1561.55,1572.25,1454,149907,235411092.0,,2021-07-19
500302,PEL         ,A ,Q,2302.1,2347.95,2277.15,2299.9,2301.65,2351.95,2581,78391,183168334.0,,2021-07-19
500304,NIIT LTD.   ,A ,Q,288.0,293.55,282.3,283.8,284.25,290.95,1020,32810,9447668.0,,2021-07-19
500306,JAYKAY      ,X ,Q,44.6,46.4,43.1,44.6,44.8,44.6,335,103158,4605957.0,,2021-07-19
500307,NIRLON      ,A ,Q,285.0,297.2,285.0,293.15,293.05,290.85,234,13415,3936752.0,,2021-07-19
500312,ONGC CORPN  ,A ,Q,115.05,116.5,114.2,114.6,114.6,116.7,4357,1671678,194215934.0,,2021-07-19
500313,OIL COUNTRY ,T ,Q,7.55,7.59,7.55,7.59,7.59,7.23,6,1610,12195.0,,2021-07-19
500314,ORIENT HOTEL,B ,Q,37.4,37.95,36.9,37.35,37.25,37.4,290,19537,725385.0,,2021-07-19
500317,OSWAL AGRO. ,B ,Q,19.0,19.0,17.93,18.13,18.13,18.87,329,49529,908542.0,,2021-07-19
500319,INDIAN SUCRO,X ,Q,61.75,68.15,61.75,68.15,68.15,64.95,1096,274796,17930134.0,,2021-07-19
500325,RELIANCE    ,A ,Q,2104.0,2124.0,2093.0,2099.1,2099.1,2111.8,10244,1466286,3096984564.0,,2021-07-19
500327,PILITA      ,B ,Q,8.36,8.52,8.35,8.46,8.46,8.36,622,267450,2258118.0,,2021-07-19
500330,RAYMOND     ,A ,Q,463.15,473.5,456.65,469.4,469.4,453.45,7241,240605,112261078.0,,2021-07-19
500331,PIDILITE    ,A ,Q,2255.0,2268.9,2233.15,2258.1,2258.1,2245.1,2904,87100,195704104.0,,2021-07-19
500333,PIX TRANS   ,X ,Q,719.0,769.9,716.0,754.5,755.0,708.6,3134,89998,67514398.0,,2021-07-19
500335,BIRLA CORPN.,A ,Q,1355.0,1356.95,1315.5,1334.9,1340.85,1344.15,722,3869,5192341.0,,2021-07-19
500336,SURYA ROSHNI,A ,Q,534.55,542.0,528.95,536.2,539.0,537.25,2117,28264,15192208.0,,2021-07-19
500337,PRIME SECUR.,B ,Q,93.9,94.1,92.0,94.1,94.1,89.65,153,8182,769221.0,,2021-07-19
500338,PRSMJOHNSN  ,A ,Q,139.5,142.9,137.0,139.7,140.75,139.35,1653,62819,8815069.0,,2021-07-19
500339,RAIN        ,A ,Q,230.55,243.55,228.1,239.65,239.0,232.6,5641,498636,118149529.0,,2021-07-19
500343,AMJLAND     ,B ,Q,35.15,35.35,33.65,33.8,34.6,34.6,246,21074,725784.0,,2021-07-19
500346,PUN.COMMUNI.,T ,Q,36.55,37.7,34.75,36.15,36.3,36.55,85,9631,340576.0,,2021-07-19
500350,RSWM  LTD   ,B ,Q,344.0,376.15,342.1,363.15,364.75,342.0,1905,32815,12017279.0,,2021-07-19
500354,RAJSH.SUGAR ,T ,Q,29.65,32.75,29.65,32.75,32.75,31.2,96,11880,372970.0,,2021-07-19
500355,RALLIS INDIA,A ,Q,339.9,339.9,331.8,333.25,333.7,338.6,863,26423,8822672.0,,2021-07-19
500356,RAMANEWS    ,B ,Q,20.85,21.2,19.95,20.15,20.5,20.75,362,32000,656255.0,,2021-07-19
500357,RAMA PAPER  ,XT,Q,25.85,26.25,23.8,26.25,26.25,25.0,69,14418,373922.0,,2021-07-19
500360,RAPICUT CARB,XT,Q,34.9,36.2,33.35,36.2,36.2,34.5,60,17042,615416.0,,2021-07-19
500365,WELSPLSOL   ,X ,Q,22.0,22.25,21.25,21.6,21.6,21.5,610,360896,7842552.0,,2021-07-19
500366,ROLTA (I)   ,B ,Q,8.18,8.44,8.01,8.16,8.16,8.19,362,178853,1472618.0,,2021-07-19
500367,RUBFILA INT.,X ,Q,100.5,102.0,98.25,99.85,100.2,101.45,1142,72506,7228926.0,,2021-07-19
500368,RUCHI SOYA  ,B ,Q,1122.5,1150.0,1105.9,1116.9,1116.9,1122.5,874,5621,6320661.0,,2021-07-19
500370,SALORA INT. ,XT,Q,40.0,41.0,40.0,40.0,40.0,40.0,23,23001,935053.0,,2021-07-19
500378,JINDAL SAW  ,A ,Q,127.7,128.55,124.5,125.25,125.25,129.15,3199,363073,45896147.0,,2021-07-19
500380,JK LAKSHMI  ,A ,Q,656.0,664.45,653.45,659.9,659.9,656.0,1189,17206,11339166.0,,2021-07-19
500387,SHREE CEMENT,A ,Q,28140.0,28140.05,27840.7,28039.05,28048.95,28091.05,370,5086,142817997.0,,2021-07-19
500388,SHREE KRISHN,XT,Q,16.68,16.68,16.68,16.68,16.68,16.2,1,6,100.0,,2021-07-19
500390,REL INFRA   ,T ,Q,77.95,81.9,77.4,78.95,78.95,80.0,1491,162723,12897637.0,,2021-07-19
500400,TATA POWER  ,A ,Q,126.65,128.4,124.65,125.75,125.75,124.15,25140,4681992,594349194.0,,2021-07-19
500402,SPMLINFRA   ,T ,Q,12.15,12.15,11.15,11.65,11.86,11.58,14,967,11252.0,,2021-07-19
500403,SUNDARAM FAS,A ,Q,796.2,796.2,776.95,779.8,779.8,788.4,348,4188,3290386.0,,2021-07-19
500404,SUNFLAG IRON,A ,Q,81.1,84.35,81.1,82.25,82.2,82.55,771,53437,4424561.0,,2021-07-19
500405,SUPREME PET ,T ,Q,754.9,758.0,747.0,753.9,757.0,745.95,617,10523,7934114.0,,2021-07-19
500407,SWARAJ ENGIN,A ,Q,1780.0,1824.6,1737.95,1770.3,1770.3,1774.05,1508,6857,12330010.0,,2021-07-19
500408,TATA ELXSI  ,A ,Q,4315.0,4346.1,4212.6,4222.7,4222.7,4302.55,3425,16249,69355152.0,,2021-07-19
500410,ACC LTD     ,A ,Q,2120.0,2169.0,2106.8,2150.65,2169.0,2129.15,1869,50603,107914181.0,,2021-07-19
500411,THERMAX     ,A ,Q,1417.5,1428.85,1388.95,1396.1,1396.1,1427.2,386,1314,1851266.0,,2021-07-19
500412,THIRUMALAI  ,A ,Q,167.1,174.9,163.05,174.05,174.05,167.7,6430,520588,89189711.0,,2021-07-19
500413,THOMAS COOK ,A ,Q,63.7,63.7,60.85,61.1,60.85,62.45,1251,81368,5010127.0,,2021-07-19
500414,TIMEX GROUP ,X ,Q,37.55,39.8,37.5,39.75,39.8,37.95,285,114775,4504158.0,,2021-07-19
500418,TOKYO PLAST ,B ,Q,113.2,117.95,111.25,111.7,111.55,110.7,266,5417,619833.0,,2021-07-19
500420,TORRENT PHAR,A ,Q,2990.1,3000.2,2957.35,2970.55,2970.55,2990.1,485,24608,73732050.0,,2021-07-19
500422,TRANSCHEM   ,X ,Q,28.0,28.5,26.3,28.5,28.5,28.4,41,6567,181477.0,,2021-07-19
500425,AMBUJA CEME ,A ,Q,382.0,388.35,380.5,385.9,385.9,383.05,2087,435197,166757571.0,,2021-07-19
500426,UTLINDS     ,X ,Q,10.1,10.64,10.0,10.35,10.0,10.34,25,31548,325657.0,,2021-07-19
500429,UNIPHOS ENT.,B ,Q,137.2,137.2,133.0,134.5,134.5,137.4,320,8928,1206420.0,,2021-07-19
500439,VARD HOLDNG ,B ,Q,3160.65,3287.7,3101.9,3260.1,3265.65,3243.55,164,302,969594.0,,2021-07-19
500440,HINDALCO    ,A ,Q,400.0,405.0,396.0,396.95,396.95,405.4,2948,1157693,467239325.0,,2021-07-19
500444,WEST COAS PA,A ,Q,262.0,266.2,255.0,258.1,258.1,262.15,654,17516,4554808.0,,2021-07-19
500449,HIND.ORG.CHM,B ,Q,37.5,38.95,36.1,37.95,37.95,37.5,677,116123,4380361.0,,2021-07-19
