SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,DATE
511359,AD-MANUM FIN,X ,Q,23.3,24.05,22.25,24.0,24.05,23.3,7,427,9704.0,,2021-07-19
511377,MEHTA I.FIN ,XT,Q,7.71,7.71,7.33,7.33,7.33,7.71,3,222,1703.0,,2021-07-19
511391,INTER GLOB F,X ,Q,16.0,16.0,15.35,16.0,16.0,16.0,5,385,6134.0,,2021-07-19
511411,SHRISTINFRA ,X ,Q,55.1,56.7,51.4,56.7,56.7,54.0,21,1148,61955.0,,2021-07-19
511413,CREST       ,B ,Q,134.7,142.05,134.7,136.9,137.8,134.95,280,4259,586743.0,,2021-07-19
511431,VAKRANGEE   ,A ,Q,37.5,38.0,37.05,37.15,37.15,37.7,1438,206241,7717030.0,,2021-07-19
511441,GUJ.CREDIT  ,XT,Q,8.8,9.06,8.2,8.25,8.25,8.63,26,2221,19852.0,,2021-07-19
511451,DHARANI FIN.,X ,Q,4.89,4.89,4.61,4.61,4.61,4.85,3,1001,4894.0,,2021-07-19
511463,ALEXANDER   ,XT,Q,26.2,26.9,25.2,25.8,25.7,26.4,224,33420,868988.0,,2021-07-19
511473,IND.BANK MER,B ,Q,34.0,35.85,34.0,34.4,34.4,34.05,696,77263,2699785.0,,2021-07-19
511493,VCK CAPITAL ,XT,Q,1.97,2.17,1.97,2.17,2.17,2.07,2,231,491.0,,2021-07-19
511501,BHARAT BHUSH,X ,Q,25.5,25.5,23.25,25.3,24.4,25.0,67,5496,136677.0,,2021-07-19
511505,CAPITAL TRUS,B ,Q,119.3,120.65,109.1,115.7,115.55,116.45,979,41103,4797552.0,,2021-07-19
511507,USHAKIRAN FI,XT,Q,10.3,10.3,10.03,10.3,10.3,9.81,18,2132,21959.0,,2021-07-19
511509,VIVO BIO TEC,X ,Q,86.85,87.0,83.0,83.8,83.8,87.55,195,13868,1171549.0,,2021-07-19
511523,VEERHEALTH  ,X ,Q,10.5,10.5,9.5,10.45,10.45,10.0,7,494,4977.0,,2021-07-19
511525,PAN INDIA C ,XT,Q,1.17,1.17,1.17,1.17,1.17,1.12,97,125576,146923.0,,2021-07-19
511533,SAHARA HOUSG,X ,Q,53.6,53.6,48.0,50.35,50.35,51.6,87,9409,462777.0,,2021-07-19
511539,SUPRATRE    ,XT,Q,7.6,7.6,7.6,7.6,7.6,8.0,3,500,3800.0,,2021-07-19
511543,GSB FINANCE ,XT,Q,8.46,9.34,8.46,9.34,9.34,8.9,16,559,4910.0,,2021-07-19
511549,MORARKA FIN.,X ,Q,63.8,67.8,63.75,67.8,67.8,64.6,55,2185,147295.0,,2021-07-19
511551,MONARCH     ,X ,Q,125.5,125.5,119.0,122.0,124.0,123.45,157,26162,3185952.0,,2021-07-19
511557,PRO FIN CAP.,X ,Q,35.9,35.9,35.0,35.8,35.8,35.05,14,919,32508.0,,2021-07-19
511559,TIMES GUARAN,B ,Q,53.85,56.75,52.4,56.75,56.75,54.05,146,2635,148396.0,,2021-07-19
511571,SOMDATT FIN ,X ,Q,37.5,40.05,36.5,40.05,40.05,38.15,106,18062,700793.0,,2021-07-19
511577,SAVANI FIN. ,XT,Q,10.0,10.0,10.0,10.0,10.0,9.97,1,200,2000.0,,2021-07-19
511589,AVONMORE    ,X ,Q,38.1,42.5,37.0,41.95,41.95,38.45,649,252198,10174101.0,,2021-07-19
511593,LIBORD FIN  ,X ,Q,7.03,7.03,7.03,7.03,7.03,7.4,11,3732,26235.0,,2021-07-19
511597,PALSOFT INFO,Z ,Q,4.17,4.17,4.17,4.17,4.17,4.38,1,1,4.0,,2021-07-19
511601,YASH MANAGE.,X ,Q,10.41,11.5,10.1,11.34,11.08,10.59,130,101271,1100865.0,,2021-07-19
511605,ARIHANT CAP.,B ,Q,175.0,186.5,169.95,178.0,178.0,174.1,1669,43542,7914873.0,,2021-07-19
511609,ISL CONSULT ,X ,Q,11.5,11.81,11.25,11.81,11.81,11.25,14,2177,25111.0,,2021-07-19
511611,DCM FINANCIA,B ,Q,3.87,3.87,3.87,3.87,3.87,4.07,11,8662,33521.0,,2021-07-19
511618,JIK INDUS.  ,T ,Q,0.73,0.73,0.73,0.73,0.73,0.76,1,500,365.0,,2021-07-19
511628,IMCAP       ,X ,Q,44.7,44.7,44.7,44.7,44.7,42.6,8,2139,95613.0,,2021-07-19
511630,SAMBHAAV MED,T ,Q,3.95,4.1,3.76,3.8,4.05,3.95,73,27758,107835.0,,2021-07-19
511654,SUGAL DAM   ,X ,Q,8.65,8.65,8.6,8.6,8.6,8.92,7,1154,9932.0,,2021-07-19
511658,NETTLINX LTD,X ,Q,71.95,73.0,68.0,69.35,69.75,69.45,118,24999,1755362.0,,2021-07-19
511672,SCANSTL     ,XT,Q,40.05,41.05,38.75,41.05,41.05,39.1,486,120478,4844465.0,,2021-07-19
511676,GIC HOUSING ,A ,Q,181.0,186.95,181.0,182.0,181.55,185.95,1348,47354,8710767.0,,2021-07-19
511688,MATHEW EASOW,X ,Q,8.0,8.0,8.0,8.0,8.0,8.0,1,335,2680.0,,2021-07-19
511692,AJCON GLOBAL,X ,Q,41.75,42.75,38.75,40.65,38.95,40.75,87,4639,188468.0,,2021-07-19
511696,CHARTERED CA,X ,Q,48.25,49.1,48.15,49.1,49.1,48.15,6,151,7319.0,,2021-07-19
511700,STD.CAP.MRKT,XT,Q,1.39,1.39,1.39,1.39,1.39,1.33,1,100,139.0,,2021-07-19
511702,PARSHARTI IN,X ,Q,5.75,5.75,5.69,5.69,5.69,5.5,9,1967,11219.0,,2021-07-19
511706,ACTION FIN. ,Z ,Q,3.43,3.43,3.43,3.43,3.43,3.5,21,7429,25481.0,,2021-07-19
511710,CUBICAL FIN.,X ,Q,1.22,1.22,1.12,1.12,1.12,1.17,148,270480,312430.0,,2021-07-19
511712,RELIC TECHNO,X ,Q,12.75,13.3,12.75,12.75,12.75,13.4,11,537,6847.0,,2021-07-19
511714,NIMBSPROJ   ,XT,Q,31.2,31.7,31.2,31.7,31.7,31.35,10,461,14579.0,,2021-07-19
511716,ESCORT FINAN,XT,Q,4.95,5.09,4.61,4.87,5.08,4.85,62,41102,200269.0,,2021-07-19
511724,BAID LEASING,X ,Q,41.95,44.6,41.95,42.8,42.8,42.55,25,1450,61508.0,,2021-07-19
511726,VIPUL LTD   ,T ,Q,36.95,37.4,34.0,36.8,36.75,35.7,92,29764,1087305.0,,2021-07-19
511728,KZ LEAS FIN.,X ,Q,10.17,10.17,10.17,10.17,10.17,10.17,1,25,254.0,,2021-07-19
511730,TRC FINAN.SE,X ,Q,12.23,12.23,12.23,12.23,12.23,12.24,6,803,9820.0,,2021-07-19
511736,USHDEV INTNL,XT,Q,0.78,0.78,0.78,0.78,0.78,0.78,50,2106897,1643379.0,,2021-07-19
511740,MEHTA HOUSIN,XT,Q,21.45,21.45,21.45,21.45,21.45,21.45,1,100,2145.0,,2021-07-19
511742,UGROCAP     ,X ,Q,119.1,119.1,111.6,115.6,116.5,116.75,204,31031,3591305.0,,2021-07-19
511754,SHALIB.FINAN,X ,Q,75.4,75.4,68.3,74.45,75.0,73.45,29,2344,168831.0,,2021-07-19
511756,ABIRAMI FIN.,Z ,Q,4.15,4.15,3.95,3.98,3.95,4.15,7,6210,24718.0,,2021-07-19
511764,UPASANA FIN.,X ,Q,16.6,16.6,14.25,16.35,16.35,15.1,7,1155,18618.0,,2021-07-19
511766,MUTHOOT CAP ,B ,Q,409.75,418.0,406.75,408.25,408.8,412.0,187,1181,485429.0,,2021-07-19
511768,MASTER TRUST,X ,Q,153.0,153.05,150.3,153.05,153.05,145.8,295,33686,5153939.0,,2021-07-19
512018,CNI RES LTD ,X ,Q,2.03,2.2,1.95,1.98,1.95,2.03,32,29933,61944.0,,2021-07-19
512020,SARASW.COMM.,XT,Q,2600.0,2600.0,2600.0,2600.0,2600.0,2646.0,3,4,10400.0,,2021-07-19
512047,ROYAL IND   ,XT,Q,2.25,2.25,2.25,2.25,2.25,2.15,21,17991,40479.0,,2021-07-19
512048,LUHARUKA    ,X ,Q,0.73,0.73,0.73,0.73,0.73,0.7,60,60871,44435.0,,2021-07-19
512068,DECCANGOLD  ,X ,Q,29.95,29.95,29.95,29.95,29.95,31.5,155,46327,1387493.0,,2021-07-19
512070,UPL         ,A ,Q,830.0,848.65,821.9,832.9,832.9,837.45,3132,322613,269785057.0,,2021-07-19
512093,CRANES SOFTW,XT,Q,4.18,4.18,4.18,4.18,4.18,4.4,273,91884,384075.0,,2021-07-19
512103,NIDHI GRANIT,X ,Q,72.05,72.05,65.25,72.05,72.05,68.65,20,482,33436.0,,2021-07-19
512131,SIGNET IND  ,B ,Q,52.7,52.7,50.15,51.3,51.75,51.7,481,24639,1277587.0,,2021-07-19
512161,SECURKLOUD  ,B ,Q,88.5,88.5,86.05,88.25,88.4,86.25,195,2270,198084.0,,2021-07-19
512165,ABANSENT    ,X ,Q,158.2,160.0,145.5,145.95,145.5,158.2,102,4893,738145.0,,2021-07-19
512175,VAMA INDS   ,X ,Q,9.9,9.98,9.51,9.57,9.7,9.67,91,19700,190955.0,,2021-07-19
512179,SUNTECK REAL,A ,Q,364.3,373.6,360.95,367.45,365.0,366.7,6434,116179,42703604.0,,2021-07-19
512197,SILVEROAK   ,Z ,Q,3.59,3.59,3.59,3.59,3.59,3.59,4,253,908.0,,2021-07-19
512217,PRISM MEDI  ,X ,Q,7.44,7.44,6.89,7.12,7.12,7.24,194,39169,276025.0,,2021-07-19
512229,VERITAS     ,XT,Q,160.2,160.2,160.2,160.2,160.2,157.1,8,10571,1693474.0,,2021-07-19
512237,JAI CORP LTD,A ,Q,164.65,172.85,163.0,167.0,167.0,162.5,6339,497870,83861383.0,,2021-07-19
512247,ASHIRWAD CAP,X ,Q,4.85,5.2,4.85,5.2,5.2,4.73,704,468457,2394916.0,,2021-07-19
512257,SVARTCORP   ,X ,Q,4.69,4.9,4.36,4.84,4.86,4.51,354,184884,873179.0,,2021-07-19
512267,MEDIA MATRIX,X ,Q,7.13,7.48,7.07,7.29,7.3,7.13,180,150076,1086297.0,,2021-07-19
512279,NNTL        ,Z ,Q,10.8,11.0,10.8,11.0,11.0,11.0,3,100,1099.0,,2021-07-19
512289,SHIRPUR GOLD,Z ,Q,6.34,6.59,6.2,6.25,6.25,6.35,16,3230,20409.0,,2021-07-19
512296,BHAGYA INL  ,B ,Q,48.35,52.15,47.55,50.6,50.45,49.3,260,23530,1189059.0,,2021-07-19
512297,SHANTAI     ,X ,Q,26.6,26.6,26.6,26.6,26.6,25.35,6,1588,42240.0,,2021-07-19
512301,CHAMBAL BREW,XT,Q,3.04,3.04,2.89,2.95,2.95,3.04,25,12324,36870.0,,2021-07-19
512329,KRL         ,XT,Q,191.1,191.1,173.1,188.0,188.0,182.0,7,34,6470.0,,2021-07-19
512344,ARAVALI SEC.,X ,Q,4.1,4.26,4.1,4.26,4.26,4.06,45,20347,85503.0,,2021-07-19
512359,SWORDEDGE   ,X ,Q,5.21,5.21,4.73,5.21,5.21,4.97,6,2142,11155.0,,2021-07-19
512379,CRESSANDA SO,XT,Q,1.69,1.69,1.69,1.69,1.69,1.61,625,854539,1444170.0,,2021-07-19
512381,STARTECK    ,X ,Q,133.5,133.5,113.15,125.0,125.0,121.95,293,18765,2324011.0,,2021-07-19
512393,SHARDUL SECU,X ,Q,68.6,71.95,66.1,66.3,66.3,68.6,8,288,19465.0,,2021-07-19
512399,KAPASHI COMM,XT,Q,58.05,58.05,58.05,58.05,58.05,55.3,1,133,7720.0,,2021-07-19
512405,I-POWER SOLS,XT,Q,4.07,4.07,4.07,4.07,4.07,3.88,5,8010,32600.0,,2021-07-19
512425,NIRAV COMMER,X ,Q,635.25,635.25,635.25,635.25,635.25,605.0,14,67,42561.0,,2021-07-19
512437,APOLLO FIN I,XT,Q,550.05,575.2,542.1,542.4,542.5,570.6,132,1952,1059159.0,,2021-07-19
512443,GANONPRO    ,XT,Q,10.4,10.4,10.1,10.1,10.1,10.1,7,7,72.0,,2021-07-19
512453,SHRI JAGDAMB,XT,Q,1182.7,1217.45,1145.0,1217.45,1217.45,1159.5,629,5631,6750518.0,,2021-07-19
512455,LLOYDS MET E,XT,Q,55.25,55.25,51.0,53.45,53.85,53.6,307,116081,6182829.0,,2021-07-19
512463,SHREE GLOBAL,X ,Q,7.4,7.64,6.92,7.64,7.64,7.28,1236,1334502,9777479.0,,2021-07-19
512477,BETEX INDIA ,X ,Q,86.85,86.85,86.85,86.85,86.85,82.75,22,2719,236145.0,,2021-07-19
512481,POLYTEX(P)  ,Z ,Q,4.48,4.48,4.35,4.48,4.48,4.27,80,41278,184654.0,,2021-07-19
512493,GARNET INTL ,XT,Q,24.15,24.15,23.15,23.9,23.9,24.0,18,2081,49817.0,,2021-07-19
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,457,669085,327851.0,,2021-07-19
512519,DONEAR IND. ,B ,Q,53.75,54.9,51.4,54.05,53.0,54.0,772,78631,4207384.0,,2021-07-19
512527,SUPER SAL IN,X ,Q,711.0,711.0,669.0,698.5,700.0,690.0,85,2033,1419164.0,,2021-07-19
512529,SEQUENT     ,A ,Q,297.45,319.0,296.0,312.8,311.6,303.4,4754,211067,65711859.0,,2021-07-19
512531,STC INDIA   ,B ,Q,109.05,115.35,109.05,112.85,112.85,113.95,934,40165,4574863.0,,2021-07-19
512553,ZENITH EXP. ,T ,Q,83.05,87.0,83.0,85.55,85.55,87.15,11,670,55662.0,,2021-07-19
512573,AVANTI FEEDS,A ,Q,627.95,635.95,625.6,629.5,631.9,633.6,2717,44982,28340623.0,,2021-07-19
512587,ZODIAC JRD  ,T ,Q,34.35,35.25,33.2,33.2,33.2,33.65,20,2801,96948.0,,2021-07-19
512589,SITA ENTER. ,X ,Q,10.65,10.65,10.65,10.65,10.65,11.21,3,286,3045.0,,2021-07-19
512597,KEYFINSER   ,B ,Q,74.95,76.65,74.95,75.85,75.85,73.15,12,748,56992.0,,2021-07-19
512599,ADANI ENTER ,A ,Q,1392.9,1412.0,1333.3,1380.55,1380.55,1394.65,12316,473649,653075105.0,,2021-07-19
512600,MACRO INTER.,X ,Q,9.55,9.55,9.55,9.55,9.55,9.6,1,1,9.0,,2021-07-19
512604,HARIA EXPORT,X ,Q,4.48,4.48,4.48,4.48,4.48,4.27,30,26419,118357.0,,2021-07-19
512608,BHANDARI HOS,B ,Q,3.94,3.94,3.69,3.69,3.69,3.88,245,321412,1197730.0,,2021-07-19
512618,RLF LIMITED.,XT,Q,4.03,4.11,4.03,4.11,4.11,3.92,16,3394,13947.0,,2021-07-19
512624,REGENTRP    ,XT,Q,1.98,2.0,1.84,1.97,1.97,1.92,40,49520,97693.0,,2021-07-19
512626,ORBIT EXPORT,B ,Q,72.95,74.5,71.4,72.25,73.0,72.95,334,12839,939990.0,,2021-07-19
512634,SAVERA IND  ,X ,Q,47.1,50.75,47.1,49.8,49.8,49.8,22,490,23902.0,,2021-07-19
513005,VBC FERRO   ,XT,Q,21.45,21.45,21.0,21.0,21.0,21.0,4,202,4242.0,,2021-07-19
513010,TATASTLLP   ,T ,Q,1109.0,1140.0,1075.0,1102.85,1100.0,1105.55,433,10659,11818784.0,,2021-07-19
513023,NAV BHAR VEN,A ,Q,115.0,121.4,114.25,119.3,119.3,115.4,1746,83617,9951009.0,,2021-07-19
513043,REMI EDEL   ,X ,Q,31.5,31.95,30.8,31.95,31.9,30.45,36,6070,192107.0,,2021-07-19
513059,G.S.AUTO INT,XT,Q,12.53,12.53,12.53,12.53,12.53,13.18,64,18213,228208.0,,2021-07-19
513063,TRANSFREIGHT,XT,Q,12.57,12.57,11.39,11.73,11.39,11.98,13,4210,48022.0,,2021-07-19
513097,SHIV.BIMETAL,B ,Q,128.0,132.9,125.55,131.2,131.2,127.65,996,30367,3968561.0,,2021-07-19
513108,GANDHI SP.TU,B ,Q,449.0,474.0,445.9,457.1,460.75,454.0,1153,12790,5866494.0,,2021-07-19
513117,AMFORGE IND.,X ,Q,4.5,4.5,4.5,4.5,4.5,4.29,30,11929,53680.0,,2021-07-19
513119,ABC GAS INT ,XT,Q,10.0,10.65,10.0,10.65,10.65,10.15,13,1929,20066.0,,2021-07-19
513121,ORICON ENT  ,B ,Q,29.95,30.45,28.5,28.6,28.6,29.85,415,48435,1410975.0,,2021-07-19
513142,BALASORE    ,Z ,Q,8.41,8.41,8.41,8.41,8.41,8.01,60,43515,365961.0,,2021-07-19
513149,ACROW INDIA ,X ,Q,139.95,139.95,139.95,139.95,139.95,139.0,2,250,34987.0,,2021-07-19
513173,STL STR INF ,XT,Q,15.68,15.68,15.68,15.68,15.68,14.94,23,6291,98642.0,,2021-07-19
513179,NAT STL AGRO,T ,Q,3.8,3.8,3.75,3.75,3.75,3.8,6,12900,48925.0,,2021-07-19
513216,UTTAM GALVA ,B ,Q,5.21,5.21,5.21,5.21,5.21,4.97,54,49860,259770.0,,2021-07-19
513228,PENNAR STEEL,B ,Q,36.6,37.05,35.3,35.55,35.4,36.6,1155,240467,8720096.0,,2021-07-19
513250,JYOTI STRUCT,Z ,Q,8.13,8.97,8.13,8.95,8.97,8.55,178,99620,859942.0,,2021-07-19
513252,JAY USHIN   ,X ,Q,511.2,569.85,511.2,560.15,559.95,535.0,36,800,448876.0,,2021-07-19
513262,ST.STR.WHEEL,B ,Q,1200.0,1294.6,1200.0,1275.0,1275.0,1214.6,2385,17169,21679558.0,,2021-07-19
513269,MAN IND.(I) ,B ,Q,117.0,123.4,115.45,121.9,121.9,117.85,2215,119682,14289848.0,,2021-07-19
513291,PREM PIPES  ,Z ,Q,2.55,2.56,2.55,2.56,2.56,2.55,2,228,583.0,,2021-07-19
513295,IMEC        ,XT,Q,2.62,2.62,2.62,2.62,2.62,2.75,2,1000,2620.0,,2021-07-19
513303,MODERN STEEL,X ,Q,4.36,4.36,4.36,4.36,4.36,4.35,2,150,654.0,,2021-07-19
513305,TERRASCOPE  ,X ,Q,2.84,2.84,2.84,2.84,2.84,2.71,25,15420,43792.0,,2021-07-19
513307,SYNTHIKO FOI,XT,Q,27.0,27.0,25.65,27.0,27.0,27.0,8,93,2477.0,,2021-07-19
513309,GOLKONDA    ,Z ,Q,15.7,16.11,14.6,14.69,16.1,15.35,16,1149,18275.0,,2021-07-19
513335,METALFORGE  ,Z ,Q,7.7,7.7,7.1,7.7,7.7,7.34,50,11482,88303.0,,2021-07-19
513337,GUJ.TOOLROOM,XT,Q,8.26,8.26,8.26,8.26,8.26,7.87,3,105,867.0,,2021-07-19
513343,GRAND FOUND ,T ,Q,3.8,3.82,3.47,3.81,3.82,3.64,58,38915,147731.0,,2021-07-19
513349,AJMERA      ,B ,Q,307.0,317.0,296.85,310.4,307.6,307.95,928,20424,6241069.0,,2021-07-19
513353,COCHIN MIN. ,X ,Q,149.25,149.25,143.1,145.9,147.0,147.8,77,3841,562596.0,,2021-07-19
513361,ISW LTD     ,XT,Q,2.24,2.24,2.24,2.24,2.24,2.35,294,223886,501504.0,,2021-07-19
513369,RAJKUMAR FRG,X ,Q,66.0,72.0,64.05,68.15,68.0,65.65,896,113460,7792018.0,,2021-07-19
513375,CARBORUNDUM ,A ,Q,659.0,659.0,626.7,636.35,636.0,649.95,1249,13988,8896102.0,,2021-07-19
513377,MINERAL&METL,A ,Q,52.05,52.55,51.15,51.4,51.4,52.05,1189,272510,14129267.0,,2021-07-19
513397,VALLABH STEL,X ,Q,8.0,8.0,8.0,8.0,8.0,8.0,2,60,480.0,,2021-07-19
513401,ASHIANA ISP.,X ,Q,14.7,14.7,14.7,14.7,14.7,14.0,1,1,14.0,,2021-07-19
513418,SMFIL       ,XT,Q,1.07,1.07,1.07,1.07,1.07,1.07,3,3591,3842.0,,2021-07-19
513430,MAITRI      ,XT,Q,9.7,9.76,9.7,9.76,9.76,9.3,13,931,9036.0,,2021-07-19
513434,TATA METALIK,A ,Q,1260.0,1298.75,1255.0,1272.25,1272.25,1272.95,2751,39118,49891744.0,,2021-07-19
513436,SHAH ALLOYS ,T ,Q,14.6,14.6,14.6,14.6,14.6,14.6,25,24095,351787.0,,2021-07-19
513446,JSWISPL     ,T ,Q,40.85,42.5,40.2,41.15,40.95,40.5,893,348463,14520692.0,,2021-07-19
513452,ELANGO INDUS,XT,Q,7.86,7.86,7.86,7.86,7.86,7.49,63,12277,96497.0,,2021-07-19
513456,KANISHK ST. ,XT,Q,25.35,25.35,23.65,24.0,24.5,24.85,38,2965,71093.0,,2021-07-19
513460,MAHALAXMI SM,Z ,Q,6.22,6.22,5.95,6.22,6.22,5.93,23,7346,45656.0,,2021-07-19
513472,SIMPLEX CAST,XT,Q,53.3,53.3,53.3,53.3,53.3,50.8,31,27737,1478382.0,,2021-07-19
513488,SH.STEEL WIR,X ,Q,26.25,26.75,24.9,26.0,25.95,25.9,39,4995,129072.0,,2021-07-19
513502,BARODA EXTR.,X ,Q,1.66,1.66,1.66,1.66,1.66,1.59,285,480896,798287.0,,2021-07-19
513507,GUJ.CONTAIN.,P ,Q,37.45,37.45,36.0,37.45,37.45,35.7,8,800,29785.0,,2021-07-19
513509,KALYANI FORG,T ,Q,215.5,216.55,206.35,216.5,216.5,206.25,16,486,104733.0,,2021-07-19
513511,PANCH.STEEL ,XT,Q,88.75,93.0,87.0,92.35,93.0,90.55,50,8197,749580.0,,2021-07-19
513513,ADITYA ISPAT,X ,Q,10.65,10.65,9.75,9.8,9.8,10.25,35,7706,77239.0,,2021-07-19
513515,S.R.INDUS.  ,X ,Q,2.95,2.95,2.93,2.93,2.93,2.95,3,77,225.0,,2021-07-19
513517,STEELCAST   ,X ,Q,191.8,209.9,181.3,206.15,206.15,182.7,368,32887,6546627.0,,2021-07-19
513519,PITTIENG    ,B ,Q,152.6,159.45,149.65,153.3,153.5,148.95,1909,109194,16777598.0,,2021-07-19
513528,GLITTEK GRAN,XT,Q,2.55,2.62,2.41,2.62,2.62,2.5,71,69794,181973.0,,2021-07-19
513532,PRADEEP MET.,X ,Q,62.15,67.4,61.75,64.0,64.65,62.0,304,82723,5333392.0,,2021-07-19
513536,GNRL        ,X ,Q,12.75,12.97,12.65,12.7,12.69,12.78,80,5795,73832.0,,2021-07-19
513548,SHARDA ISPAT,XT,Q,76.4,76.4,72.6,75.2,75.2,73.5,29,659,49015.0,,2021-07-19
513554,MAHA STEEL  ,B ,Q,89.9,90.05,88.05,88.45,88.55,89.45,43,719,63872.0,,2021-07-19
513558,REAL STRIPS ,X ,Q,8.3,8.3,7.61,8.3,8.3,7.95,8,1581,13101.0,,2021-07-19
513566,NOVA IRON&ST,XT,Q,17.85,19.1,17.75,18.05,17.9,18.2,77,10086,190422.0,,2021-07-19
513579,FOUNDRY FUEL,Z ,Q,1.58,1.58,1.58,1.58,1.58,1.51,1,1250,1975.0,,2021-07-19
513599,HIND.COPPER ,A ,Q,141.6,144.25,139.15,140.25,140.6,142.35,2225,178368,25241570.0,,2021-07-19
513605,SRIPIPES    ,A ,Q,224.0,225.0,216.75,218.45,218.45,222.15,688,9803,2164175.0,,2021-07-19
513683,NLCINDIA    ,A ,Q,59.75,61.15,59.75,60.3,60.3,60.05,1398,383478,23169344.0,,2021-07-19
513687,SPECTRA IND.,XT,Q,4.33,4.33,4.32,4.33,4.33,4.13,5,1970,8524.0,,2021-07-19
513691,JMT AUTO LTD,B ,Q,3.21,3.31,3.21,3.24,3.23,3.32,2722,320074,1041119.0,,2021-07-19
513693,KIC METALIKS,X ,Q,65.9,66.85,62.8,64.8,65.35,63.7,1311,576185,37720626.0,,2021-07-19
513699,SOLID STONE ,X ,Q,24.0,24.0,22.65,23.7,23.7,23.7,12,526,12543.0,,2021-07-19
513709,SHILP GRAVUR,X ,Q,117.0,123.0,115.0,118.9,119.3,113.4,620,45252,5415108.0,,2021-07-19
513713,WHITEORG    ,XT,Q,8.29,8.29,7.7,7.91,7.85,7.99,355,89801,719332.0,,2021-07-19
513723,HIMALAYA GR.,XT,Q,46.9,46.9,42.5,42.5,42.5,44.7,9,2247,102173.0,,2021-07-19
513729,ARO GRANITE ,B ,Q,70.7,72.25,68.1,69.75,70.05,70.2,753,35850,2518312.0,,2021-07-19
514010,HIM.FIBRES  ,XT,Q,4.12,4.12,3.74,4.12,4.12,3.93,134,51338,209105.0,,2021-07-19
514028,RAJKAMAL SYN,XT,Q,5.2,5.2,5.2,5.2,5.2,5.2,2,150,780.0,,2021-07-19
514030,DEEPAK SPINN,X ,Q,267.8,311.55,254.4,308.65,311.55,259.65,3750,242431,69925499.0,,2021-07-19
514034,JBF IND.LTD ,T ,Q,37.45,38.75,36.05,38.3,38.0,36.95,267,66095,2510735.0,,2021-07-19
514036,LOY.TEX MILL,X ,Q,840.0,865.0,796.45,833.4,833.4,827.75,405,9792,8212661.0,,2021-07-19
514043,HIMAT.SEIDE ,A ,Q,255.0,278.1,249.5,257.25,257.95,245.55,7357,213151,56099647.0,,2021-07-19
514045,BSL LTD.    ,B ,Q,60.55,63.55,60.0,62.1,62.2,60.55,588,18178,1142296.0,,2021-07-19
514087,PBM POLYTEX ,X ,Q,99.0,112.5,98.0,110.1,110.0,99.4,497,58661,6263298.0,,2021-07-19
514113,ADHINATH TEX,XT,Q,9.49,9.49,9.49,9.49,9.49,9.04,27,7211,68432.0,,2021-07-19
514128,KONARK SYN. ,XT,Q,12.15,12.15,12.15,12.15,12.15,11.58,3,970,11785.0,,2021-07-19
514138,SURYALATA SP,X ,Q,364.0,367.8,359.0,367.8,367.8,350.3,105,9321,3412171.0,,2021-07-19
514140,SURYAVA SPIN,X ,Q,17.23,17.23,17.23,17.23,17.23,18.13,27,11785,203055.0,,2021-07-19
514142,TT LTD.     ,T ,Q,64.95,65.95,62.75,65.55,65.8,64.75,51,7626,489363.0,,2021-07-19
514144,UNIWORTH LTD,XT,Q,0.63,0.66,0.63,0.66,0.66,0.63,3,548,355.0,,2021-07-19
514162,WELSPUN (I) ,A ,Q,126.8,134.5,123.45,132.85,132.85,125.3,6015,758728,98789999.0,,2021-07-19
514165,IND.ACRYLICS,X ,Q,19.75,20.78,19.05,19.85,19.85,19.75,1945,904479,18261491.0,,2021-07-19
514167,GANESH ECOSP,B ,Q,507.0,507.4,496.6,500.5,502.4,507.8,231,1659,833031.0,,2021-07-19
514171,CEETA IND.  ,XT,Q,7.85,8.24,7.46,7.82,7.46,7.85,22,1654,12987.0,,2021-07-19
514175,VARDHMAN POL,B ,Q,24.5,26.3,23.95,26.3,26.3,23.95,370,63544,1652064.0,,2021-07-19
514183,BLA ROS IND ,X ,Q,198.8,205.0,195.15,202.2,202.2,196.0,4064,195819,39470967.0,,2021-07-19
514197,ST CORP     ,XT,Q,24.57,24.57,24.57,24.57,24.57,23.4,8,1107,27198.0,,2021-07-19
514211,SUMEET INDUS,T ,Q,12.78,12.78,11.69,11.69,11.69,12.3,445,402665,4749359.0,,2021-07-19
514215,BINNY LTD.  ,X ,Q,167.95,170.0,161.0,163.35,163.1,166.7,172,15986,2622508.0,,2021-07-19
514221,KLIFESTYLE  ,Z ,Q,0.19,0.19,0.19,0.19,0.19,0.19,15,33240,6315.0,,2021-07-19
514223,RAMGOPAL POL,XT,Q,3.7,3.7,3.7,3.7,3.7,3.53,17,2351,8698.0,,2021-07-19
514234,SANGAM INDIA,B ,Q,138.0,139.75,135.9,139.55,139.5,133.1,314,19644,2739259.0,,2021-07-19
514240,KUSHIND     ,X ,Q,3.33,3.33,3.03,3.03,3.03,3.18,24,11717,35609.0,,2021-07-19
514248,SREECHEM RES,P ,Q,41.9,41.9,39.0,39.0,39.0,39.95,5,600,23765.0,,2021-07-19
