Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-21,44.4,44.4,41.2,42.95,43.1227067669173,3325.0,38.0,143383.0,2973.0,89.41,3.199999999999996,-1.4499999999999955,1621555200.0
2021-05-20,42.5,42.7,40.1,42.4,41.92956092979573,4259.0,56.0,178578.0,4028.0,94.58,2.6000000000000014,-0.1000000000000014,1621468800.0
2021-05-19,44.0,45.3,41.2,42.75,43.31029310935893,23336.0,199.0,1010689.0,20019.0,85.79,4.099999999999994,-1.25,1621382400.0
2021-05-18,37.0,44.8,37.0,43.85,43.36416767707042,73403.0,197.0,3183060.0,36229.0,49.36,7.799999999999997,6.850000000000001,1621296000.0
2021-05-17,39.9,39.9,37.05,37.35,37.69180565627266,2758.0,40.0,103954.0,1727.0,62.62,2.8500000000000014,-2.549999999999997,1621209600.0
2021-05-14,40.75,40.75,37.0,38.5,38.94289465047588,6094.0,83.0,237318.0,3991.0,65.49,3.75,-2.25,1620950400.0
2021-05-12,41.25,41.25,39.05,39.5,39.93675595238095,4032.0,49.0,161025.0,3668.0,90.97,2.200000000000003,-1.75,1620757800.0
2021-05-11,39.95,41.15,39.05,39.65,40.03096712720343,16792.0,226.0,672200.0,11451.0,68.19,2.1000000000000014,-0.3000000000000042,1620671400.0
2021-05-10,38.4,41.0,38.3,39.2,39.76569403061749,19466.0,207.0,774079.0,16112.0,82.77,2.700000000000003,0.8000000000000043,1620585000.0
2021-05-07,39.0,39.0,36.4,38.5,38.26618806306306,7104.0,107.0,271843.0,5893.0,82.95,2.6000000000000014,-0.5,1620345600.0
2021-05-06,35.0,38.8,34.0,37.5,36.75576353637902,18912.0,290.0,695125.0,15828.0,83.69,4.799999999999997,2.5,1620259200.0
2021-05-05,35.7,35.7,32.2,33.9,33.755038759689924,3225.0,31.0,108860.0,1919.0,59.5,3.5,-1.8000000000000045,1620153000.0
