Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-17,0.61,0.65,0.61,0.63,0.6356802359882006,1695000.0,70.0,1077478.0,1695000.0,100.0,0.04,0.02,1621209600.0
2021-05-10,0.64,0.64,0.64,0.64,0.64,110000.0,7.0,70400.0,110000.0,100.0,0.0,0.0,1620585000.0
2021-05-06,0.7,0.7,0.64,0.67,0.6980714665720873,225560.0,47.0,157457.0,225560.0,100.0,0.0599999999999999,-0.0299999999999999,1620259200.0
2021-05-05,0.67,0.67,0.62,0.67,0.6699794737824221,535900.0,47.0,359042.0,535900.0,100.0,0.05,0.0,1620153000.0
2021-05-04,0.64,0.64,0.64,0.64,0.6399848152064861,36879.0,14.0,23602.0,36879.0,100.0,0.0,0.0,1620086400.0
2021-05-03,0.61,0.61,0.61,0.61,0.6099907839860041,64019.0,15.0,39051.0,64019.0,100.0,0.0,0.0,1620000000.0
2021-04-30,0.59,0.59,0.59,0.59,0.5899996504189146,429085.0,73.0,253160.0,426385.0,99.37,0.0,0.0,1619740800.0
2021-04-29,0.58,0.58,0.54,0.57,0.5705747257138764,1829203.0,354.0,1043697.0,1588232.0,86.83,0.04,-0.01,1619654400.0
2021-04-28,0.56,0.56,0.56,0.56,0.5599748005039898,23810.0,17.0,13333.0,23807.0,99.99,0.0,0.0,1619568000.0
2021-04-27,0.54,0.54,0.54,0.54,0.5399974195213212,31002.0,12.0,16741.0,31000.0,99.99,0.0,0.0,1619481600.0
2021-04-26,0.52,0.52,0.52,0.52,0.5199996686739503,362181.0,49.0,188334.0,362181.0,100.0,0.0,0.0,1619395200.0
2021-04-23,0.5,0.5,0.5,0.5,0.5,32604.0,10.0,16302.0,32604.0,100.0,0.0,0.0,1619136000.0
2021-04-22,0.48,0.48,0.48,0.48,0.4799953850295486,78007.0,7.0,37443.0,78007.0,100.0,0.0,0.0,1619049600.0
2021-04-20,0.46,0.46,0.46,0.46,0.4599846403886338,55991.0,10.0,25755.0,55991.0,100.0,0.0,0.0,1618876800.0
2021-04-19,0.44,0.44,0.44,0.44,0.4399918966631616,103661.0,17.0,45610.0,103661.0,100.0,0.0,0.0,1618790400.0
2021-04-16,0.42,0.42,0.42,0.42,0.4199990361467902,435751.0,80.0,183015.0,435751.0,100.0,0.0,0.0,1618531200.0
2021-04-15,0.4,0.4,0.4,0.4,0.3999658877707658,17589.0,8.0,7035.0,17589.0,100.0,0.0,0.0,1618444800.0
2021-04-13,0.39,0.39,0.39,0.39,0.3899997554055376,163536.0,19.0,63779.0,163536.0,100.0,0.0,0.0,1618272000.0
2021-04-12,0.38,0.38,0.37,0.38,0.3798346870606356,558335.0,71.0,212075.0,558335.0,100.0,0.01,0.0,1618185600.0
2021-04-09,0.37,0.37,0.37,0.37,0.37,15000.0,6.0,5550.0,15000.0,100.0,0.0,0.0,1617926400.0
2021-04-08,0.36,0.36,0.36,0.36,0.3599982567198003,183562.0,29.0,66082.0,183562.0,100.0,0.0,0.0,1617840000.0
2021-04-07,0.35,0.35,0.35,0.35,0.3499984270519107,286087.0,37.0,100130.0,286087.0,100.0,0.0,0.0,1617753600.0
2021-04-06,0.34,0.34,0.34,0.34,0.3399980248585657,354405.0,31.0,120497.0,354405.0,100.0,0.0,0.0,1617667200.0
2021-04-05,0.32,0.33,0.32,0.33,0.3222776021212424,219494.0,35.0,70738.0,219494.0,100.0,0.01,0.01,1617580800.0
2021-04-01,0.31,0.32,0.31,0.32,0.3199142519849472,234641.0,24.0,75065.0,234641.0,100.0,0.01,0.01,1617235200.0
2021-03-31,0.32,0.32,0.31,0.31,0.3191674301689101,85134.0,26.0,27172.0,85134.0,100.0,0.01,-0.01,1617148800.0
2021-03-30,0.3,0.32,0.3,0.32,0.3086804069196484,317704.0,39.0,98069.0,317704.0,100.0,0.02,0.02,1617062400.0
2021-03-26,0.33,0.33,0.31,0.31,0.3178371662957654,350947.0,101.0,111544.0,350947.0,100.0,0.02,-0.02,1616716800.0
2021-03-25,0.32,0.32,0.32,0.32,0.3199997006480968,133622.0,43.0,42759.0,133622.0,100.0,0.0,0.0,1616630400.0
2021-03-24,0.31,0.31,0.29,0.31,0.2993140215486709,53646.0,12.0,16057.0,53646.0,100.0,0.02,0.0,1616544000.0
2021-03-23,0.31,0.31,0.3,0.3,0.3051539501024396,206463.0,30.0,63003.0,206463.0,100.0,0.01,-0.01,1616457600.0
2021-03-22,0.3,0.3,0.3,0.3,0.2999941867224741,34404.0,20.0,10321.0,34404.0,100.0,0.0,0.0,1616371200.0
2021-03-19,0.28,0.3,0.28,0.29,0.2890317765594052,34837.0,20.0,10069.0,34837.0,100.0,0.02,0.01,1616112000.0
2021-03-18,0.31,0.31,0.29,0.29,0.3098411211304992,128085.0,22.0,39686.0,128085.0,100.0,0.02,-0.02,1616025600.0
2021-03-17,0.32,0.32,0.3,0.3,0.3091078219002872,232207.0,30.0,71777.0,232207.0,100.0,0.02,-0.02,1615939200.0
2021-03-16,0.31,0.31,0.3,0.31,0.3049059652587638,22279.0,18.0,6793.0,22279.0,100.0,0.01,0.0,1615852800.0
2021-03-15,0.31,0.31,0.29,0.31,0.2937946305009687,180650.0,24.0,53074.0,180650.0,100.0,0.02,0.0,1615766400.0
2021-03-12,0.28,0.3,0.28,0.3,0.2961481835183637,100524.0,19.0,29770.0,100524.0,100.0,0.02,0.02,1615507200.0
2021-03-10,0.28,0.29,0.27,0.29,0.281950638710068,1090166.0,23.0,307373.0,1090166.0,100.0,0.02,0.01,1615334400.0
2021-03-09,0.27,0.28,0.27,0.28,0.2721164920748094,72932.0,14.0,19846.0,72932.0,100.0,0.01,0.01,1615248000.0
2021-03-08,0.27,0.29,0.27,0.27,0.270103067870132,82761.0,16.0,22354.0,82761.0,100.0,0.02,0.0,1615161600.0
2021-03-05,0.26,0.28,0.26,0.28,0.2692652269840208,74785.0,14.0,20137.0,74785.0,100.0,0.02,0.02,1614902400.0
2021-03-04,0.27,0.27,0.27,0.27,0.2699871396420533,37324.0,14.0,10077.0,37324.0,100.0,0.0,0.0,1614816000.0
2021-03-03,0.28,0.28,0.28,0.28,0.2799915665190807,52173.0,26.0,14608.0,52173.0,100.0,0.0,0.0,1614729600.0
2021-03-02,0.31,0.31,0.29,0.29,0.2958295849502557,301241.0,36.0,89116.0,301241.0,100.0,0.02,-0.02,1614643200.0
2021-03-01,0.29,0.3,0.29,0.3,0.299645767858094,75092.0,18.0,22501.0,75092.0,100.0,0.01,0.01,1614556800.0
2021-02-26,0.29,0.29,0.27,0.29,0.2811465988645466,28711.0,12.0,8072.0,28711.0,100.0,0.02,0.0,1614297600.0
2021-02-25,0.28,0.28,0.28,0.28,0.2799762513229561,38739.0,9.0,10846.0,38739.0,100.0,0.0,0.0,1614211200.0
2021-02-24,0.26,0.27,0.26,0.27,0.2675652004671078,41104.0,12.0,10998.0,41104.0,100.0,0.01,0.01,1614124800.0
2021-02-23,0.26,0.26,0.26,0.26,0.2599868320277333,74423.0,20.0,19349.0,74423.0,100.0,0.0,0.0,1614038400.0
2021-02-22,0.29,0.29,0.27,0.27,0.2848364696968124,96343.0,27.0,27442.0,96343.0,100.0,0.02,-0.02,1613952000.0
2021-02-19,0.28,0.28,0.28,0.28,0.28,44200.0,9.0,12376.0,44200.0,100.0,0.0,0.0,1613692800.0
2021-02-18,0.27,0.27,0.27,0.27,0.2699932267772726,143211.0,29.0,38666.0,143211.0,100.0,0.0,0.0,1613606400.0
2021-02-17,0.26,0.26,0.26,0.26,0.26,36550.0,7.0,9503.0,36550.0,100.0,0.0,0.0,1613520000.0
2021-02-16,0.25,0.25,0.25,0.25,0.25,136848.0,24.0,34212.0,136848.0,100.0,0.0,0.0,1613433600.0
2021-02-15,0.23,0.24,0.23,0.24,0.230267046370426,111666.0,23.0,25713.0,111666.0,100.0,0.01,0.01,1613347200.0
2021-02-12,0.23,0.23,0.23,0.23,0.2299987396602389,301506.0,38.0,69346.0,301506.0,100.0,0.0,0.0,1613088000.0
2021-02-11,0.24,0.24,0.24,0.24,0.2399948452870172,69839.0,26.0,16761.0,69839.0,100.0,0.0,0.0,1613001600.0
2021-02-10,0.25,0.25,0.25,0.25,0.25,283044.0,28.0,70761.0,283044.0,100.0,0.0,0.0,1612915200.0
2021-02-09,0.26,0.26,0.26,0.26,0.2599977222902371,351230.0,28.0,91319.0,351230.0,100.0,0.0,0.0,1612828800.0
2021-02-08,0.27,0.27,0.27,0.27,0.2699970264644662,178239.0,31.0,48124.0,178239.0,100.0,0.0,0.0,1612742400.0
2021-02-05,0.28,0.28,0.28,0.28,0.27999304383111,138007.0,16.0,38641.0,138007.0,100.0,0.0,0.0,1612483200.0
2021-02-04,0.29,0.29,0.29,0.29,0.2899917329750955,116124.0,11.0,33675.0,116124.0,100.0,0.0,0.0,1612396800.0
2021-02-03,0.3,0.3,0.3,0.3,0.2999581356405246,14332.0,15.0,4299.0,14332.0,100.0,0.0,0.0,1612310400.0
2021-02-02,0.31,0.31,0.31,0.31,0.3099692358859233,12027.0,12.0,3728.0,12027.0,100.0,0.0,0.0,1612224000.0
2021-02-01,0.32,0.32,0.32,0.32,0.3199949739515372,103461.0,12.0,33107.0,103461.0,100.0,0.0,0.0,1612137600.0
2021-01-29,0.33,0.33,0.33,0.33,0.3299979439380439,175092.0,18.0,57780.0,175092.0,100.0,0.0,0.0,1611878400.0
2021-01-28,0.34,0.34,0.34,0.34,0.3399903803927309,95638.0,18.0,32516.0,95638.0,100.0,0.0,0.0,1611792000.0
2021-01-27,0.35,0.35,0.35,0.35,0.349994076180321,67524.0,22.0,23633.0,67524.0,100.0,0.0,0.0,1611705600.0
2021-01-25,0.36,0.36,0.35,0.36,0.359909061461495,500118.0,41.0,179997.0,428118.0,85.6,0.01,0.0,1611532800.0
2021-01-22,0.35,0.35,0.35,0.35,0.3499959524002266,98824.0,11.0,34588.0,98824.0,100.0,0.0,0.0,1611273600.0
2021-01-21,0.34,0.34,0.34,0.34,0.3399935331710286,105152.0,10.0,35751.0,105152.0,100.0,0.0,0.0,1611187200.0
2021-01-20,0.33,0.33,0.33,0.33,0.3299992590946136,13497.0,5.0,4454.0,13497.0,100.0,0.0,0.0,1611100800.0
2021-01-19,0.32,0.32,0.32,0.32,0.3199915969173954,90443.0,7.0,28941.0,90443.0,100.0,0.0,0.0,1611014400.0
2021-01-18,0.31,0.31,0.29,0.31,0.3003805557837866,499007.0,39.0,149892.0,475007.0,95.19,0.02,0.0,1610928000.0
2021-01-15,0.3,0.3,0.3,0.3,0.3,224470.0,30.0,67341.0,224470.0,100.0,0.0,0.0,1610668800.0
2021-01-14,0.29,0.29,0.29,0.29,0.2899933818663136,75550.0,8.0,21909.0,75550.0,100.0,0.0,0.0,1610582400.0
2021-01-13,0.28,0.28,0.28,0.28,0.2799943074678905,140535.0,9.0,39349.0,140535.0,100.0,0.0,0.0,1610496000.0
2021-01-12,0.27,0.27,0.25,0.27,0.2642604312325447,787371.0,64.0,208071.0,705371.0,89.59,0.02,0.0,1610409600.0
2021-01-11,0.26,0.26,0.26,0.26,0.2599895631429849,53656.0,6.0,13950.0,53656.0,100.0,0.0,0.0,1610323200.0
2021-01-08,0.25,0.25,0.25,0.25,0.25,111748.0,10.0,27937.0,111748.0,100.0,0.0,0.0,1610064000.0
2021-01-07,0.24,0.24,0.24,0.24,0.24,79950.0,8.0,19188.0,79950.0,100.0,0.0,0.0,1609977600.0
2021-01-06,0.22,0.23,0.22,0.23,0.224407422656158,272032.0,26.0,61046.0,263132.0,96.73,0.01,0.01,1609891200.0
2021-01-05,0.22,0.22,0.22,0.22,0.2199960723559318,229145.0,29.0,50411.0,229145.0,100.0,0.0,0.0,1609804800.0
