Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-14,38.0,38.0,35.5,35.5,36.75,240.0,4.0,8820.0,120.0,50.0,2.5,-2.5,1620950400.0
2021-05-07,38.5,38.5,36.9,36.9,37.7,250.0,3.0,9425.0,125.0,50.0,1.6000000000000014,-1.6000000000000014,1620345600.0
2021-05-06,38.5,38.5,38.5,38.5,38.5,100.0,1.0,3850.0,100.0,100.0,0.0,0.0,1620259200.0
2021-05-04,38.4,38.4,38.3,38.3,38.31325301204819,332.0,4.0,12720.0,332.0,100.0,0.1000000000000014,-0.1000000000000014,1620086400.0
2021-04-30,38.5,38.5,38.4,38.4,38.44239631336406,217.0,3.0,8342.0,217.0,100.0,0.1,-0.1,1619740800.0
2021-04-29,38.5,38.5,38.2,38.35,38.34,1000.0,4.0,38340.0,1000.0,100.0,0.3,-0.15,1619654400.0
2021-03-15,38.5,38.5,38.5,38.5,38.48,25.0,1.0,962.0,25.0,100.0,0.0,0.0,1615766400.0
2021-03-08,38.5,38.5,38.5,38.5,38.5,378.0,3.0,14553.0,378.0,100.0,0.0,0.0,1615161600.0
2021-03-03,40.1,40.1,40.1,40.1,40.1,300.0,1.0,12030.0,300.0,100.0,0.0,0.0,1614729600.0
2021-02-19,42.0,42.0,42.0,42.0,42.0,20.0,1.0,840.0,20.0,100.0,0.0,0.0,1613692800.0
2021-02-18,42.0,42.0,42.0,42.0,42.0,1000.0,2.0,42000.0,1000.0,100.0,0.0,0.0,1613606400.0
2021-02-16,44.0,44.0,44.0,44.0,44.0,5.0,1.0,220.0,5.0,100.0,0.0,0.0,1613433600.0
2021-02-12,43.95,43.95,43.95,43.95,43.8,5.0,1.0,219.0,5.0,100.0,0.0,0.0,1613088000.0
2021-02-11,43.95,43.95,43.95,43.95,43.95,500.0,1.0,21975.0,500.0,100.0,0.0,0.0,1613001600.0
2021-02-09,41.8,42.5,41.8,42.5,42.49759450171821,2910.0,9.0,123668.0,2910.0,100.0,0.7,0.7,1612828800.0
2021-02-08,40.7,40.7,40.7,40.7,40.7,3000.0,7.0,122100.0,3000.0,100.0,0.0,0.0,1612742400.0
2021-02-05,42.4,42.4,42.4,42.4,42.4,100.0,1.0,4240.0,100.0,100.0,0.0,0.0,1612483200.0
2021-02-04,42.4,42.4,42.4,42.4,42.4,50.0,1.0,2120.0,50.0,100.0,0.0,0.0,1612396800.0
2021-01-20,44.1,44.1,40.2,40.4,42.86550435865504,2409.0,10.0,103263.0,2409.0,100.0,3.9,-3.7,1611100800.0
2021-01-19,42.0,42.0,42.0,42.0,42.0,10000.0,2.0,420000.0,10000.0,100.0,0.0,0.0,1611014400.0
2021-01-14,40.0,40.0,40.0,40.0,40.0,500.0,3.0,20000.0,500.0,100.0,0.0,0.0,1610582400.0
2021-01-13,40.3,40.3,38.65,38.65,40.15878787878788,825.0,6.0,33131.0,825.0,100.0,1.65,-1.65,1610496000.0
2021-01-11,38.4,38.4,38.4,38.4,38.4,500.0,2.0,19200.0,500.0,100.0,0.0,0.0,1610323200.0
2021-01-07,36.75,36.75,36.75,36.75,36.74666666666666,150.0,1.0,5512.0,150.0,100.0,0.0,0.0,1609977600.0
2021-01-06,35.15,35.15,35.15,35.15,35.14666666666666,150.0,2.0,5272.0,150.0,100.0,0.0,0.0,1609891200.0
2021-01-05,33.5,33.5,33.5,33.5,33.5,100.0,1.0,3350.0,100.0,100.0,0.0,0.0,1609804800.0
2021-01-04,31.95,31.95,31.95,31.95,31.95,100.0,1.0,3195.0,100.0,100.0,0.0,0.0,1609718400.0
2021-01-01,30.45,30.45,30.45,30.45,30.45,300.0,1.0,9135.0,300.0,100.0,0.0,0.0,1609459200.0
2020-12-31,28.1,29.05,28.1,29.0,28.57152542372881,1475.0,12.0,42143.0,1475.0,100.0,0.95,0.9,1609372800.0
2020-12-30,27.7,27.7,27.7,27.7,27.7,400.0,1.0,11080.0,400.0,100.0,0.0,0.0,1609286400.0
2020-12-29,27.55,27.55,27.55,27.55,27.55,2000.0,4.0,55100.0,2000.0,100.0,0.0,0.0,1609200000.0
2020-12-28,26.25,26.25,26.25,26.25,26.25,1000.0,2.0,26250.0,1000.0,100.0,0.0,0.0,1609113600.0
2020-12-04,25.0,25.0,25.0,25.0,25.0,51.0,1.0,1275.0,51.0,100.0,0.0,0.0,1607040000.0
2020-12-01,25.05,25.05,25.05,25.05,25.042105263157893,95.0,1.0,2379.0,95.0,100.0,0.0,0.0,1606780800.0
2020-11-24,25.05,25.05,24.55,24.55,25.0,100.0,2.0,2500.0,100.0,100.0,0.5,-0.5,1606176000.0
2020-09-28,25.5,25.5,25.5,25.5,25.5,10.0,1.0,255.0,10.0,100.0,0.0,0.0,1601251200.0
2020-09-17,24.3,24.3,24.3,24.3,24.3,500.0,5.0,12150.0,500.0,100.0,0.0,0.0,1600300800.0
2020-09-10,25.05,25.05,25.05,25.05,25.04,50.0,1.0,1252.0,50.0,100.0,0.0,0.0,1599696000.0
2020-08-27,25.3,25.3,25.3,25.3,25.0,1.0,1.0,25.0,1.0,100.0,0.0,0.0,1598486400.0
2020-07-06,25.05,25.05,25.05,25.05,25.0,14.0,1.0,350.0,14.0,100.0,0.0,0.0,1593993600.0
