Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-17,380.0,389.95,373.0,381.75,377.8142076502732,1647.0,38.0,622260.0,1559.0,94.66,16.94999999999999,1.75,1621209600.0
2021-05-14,389.2,389.2,378.0,381.0,381.3700787401575,254.0,16.0,96868.0,237.0,93.31,11.199999999999989,-8.199999999999989,1620950400.0
2021-05-12,383.0,383.0,370.55,378.9,374.57932263814615,561.0,28.0,210139.0,401.0,71.48,12.449999999999989,-4.100000000000023,1620757800.0
2021-05-11,384.85,384.85,369.0,379.0,372.86296296296297,540.0,22.0,201346.0,438.0,81.11,15.850000000000025,-5.850000000000023,1620671400.0
2021-05-10,391.0,391.0,372.0,372.35,374.2889667250438,1142.0,33.0,427438.0,912.0,79.86,19.0,-18.649999999999977,1620585000.0
2021-05-07,383.0,392.7,370.0,381.05,378.46583296114335,2239.0,54.0,847385.0,1348.0,60.21,22.69999999999999,-1.9499999999999889,1620345600.0
2021-05-06,385.0,385.0,370.05,372.15,375.6516464471404,577.0,34.0,216751.0,487.0,84.4,14.949999999999989,-12.850000000000025,1620259200.0
2021-05-05,388.0,388.0,366.25,373.4,374.6933962264151,212.0,22.0,79435.0,121.0,57.08,21.75,-14.600000000000025,1620153000.0
2021-05-04,378.9,392.9,371.1,374.25,379.27307990690457,1289.0,56.0,488883.0,637.0,49.42,21.799999999999955,-4.649999999999977,1620086400.0
2021-05-03,381.0,382.0,361.0,371.5,371.2461820403177,3274.0,81.0,1215460.0,2359.0,72.05,21.0,-9.5,1620000000.0
2021-04-30,378.0,395.0,376.0,395.0,382.9377593360996,241.0,20.0,92288.0,238.0,98.76,19.0,17.0,1619740800.0
2021-04-29,390.0,390.0,380.0,380.0,383.0733944954128,436.0,15.0,167020.0,359.0,82.34,10.0,-10.0,1619654400.0
2021-04-28,385.05,385.55,375.05,379.1,381.69456066945605,717.0,27.0,273675.0,609.0,84.94,10.5,-5.95,1619568000.0
2021-04-27,395.0,395.0,382.55,383.2,389.5353982300885,226.0,16.0,88035.0,223.0,98.67,12.45,-11.8,1619481600.0
2021-04-26,385.0,389.95,382.5,383.0,383.89166666666665,240.0,16.0,92134.0,238.0,99.17,7.45,-2.0,1619395200.0
2021-04-23,370.1,393.2,370.1,393.2,378.31818181818176,22.0,4.0,8323.0,20.0,90.91,23.1,23.1,1619136000.0
2021-04-22,379.5,409.0,374.05,380.0,379.1113043478261,575.0,10.0,217989.0,560.0,97.39,34.95,0.5,1619049600.0
2021-04-20,372.1,380.0,372.1,379.75,377.2546583850932,322.0,9.0,121476.0,222.0,68.94,7.9,7.65,1618876800.0
2021-04-19,375.1,399.0,375.1,375.1,376.3114754098361,61.0,5.0,22955.0,58.0,95.08,23.9,0.0,1618790400.0
2021-04-16,380.0,387.95,380.0,385.0,383.74,50.0,7.0,19187.0,40.0,80.0,7.95,5.0,1618531200.0
2021-04-15,388.95,390.0,376.5,387.8,386.28571428571433,623.0,17.0,240656.0,580.0,93.1,13.5,-1.15,1618444800.0
