Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-17,2385.0,2394.9,2367.3,2376.0,2376.277367560335,20179.0,2287.0,47950901.0,5420.0,26.86,27.59999999999991,-9.0,1621209600.0
2021-05-14,2341.9,2382.35,2325.0,2376.8,2361.842003875658,87211.0,7842.0,205978603.0,45889.0,52.62,57.34999999999991,34.90000000000009,1620950400.0
2021-05-12,2400.0,2400.0,2325.0,2329.05,2343.129828139667,86291.0,12882.0,202191016.0,48235.0,55.9,75.0,-70.94999999999982,1620757800.0
2021-05-11,2400.0,2426.8,2395.0,2402.9,2403.7153890160184,20976.0,1854.0,50420334.0,7537.0,35.93,31.800000000000185,2.900000000000091,1620671400.0
2021-05-10,2413.0,2446.0,2413.0,2432.55,2433.76985263634,53066.0,5267.0,129150431.0,36111.0,68.05,33.0,19.550000000000185,1620585000.0
2021-05-07,2391.0,2423.85,2391.0,2413.0,2409.669351834008,77835.0,3437.0,187556614.0,55003.0,70.67,32.84999999999991,22.0,1620345600.0
2021-05-06,2404.9,2412.9,2360.0,2389.05,2389.2090309892096,37626.0,3619.0,89896379.0,13290.0,35.32,52.90000000000009,-15.849999999999907,1620259200.0
2021-05-05,2424.65,2428.65,2369.5,2394.9,2391.7554913906483,66149.0,4632.0,158212234.0,25534.0,38.6,59.15000000000009,-29.75,1620153000.0
2021-05-04,2412.0,2417.95,2373.2,2408.65,2400.2045574473127,92859.0,4901.0,222880595.0,59781.0,64.38,44.75,-3.349999999999909,1620086400.0
2021-05-03,2341.15,2414.45,2341.15,2407.35,2397.156706006561,132605.0,9632.0,317874965.0,53836.0,40.6,73.3,66.2,1620000000.0
2021-04-30,2415.0,2444.45,2331.0,2353.85,2363.5293775548434,178827.0,16485.0,422662868.0,79891.0,44.68,113.45,-61.15,1619740800.0
2021-04-29,2438.0,2449.45,2384.1,2409.05,2419.8815293456864,197627.0,14914.0,478233927.0,75536.0,38.22,65.35,-28.95,1619654400.0
2021-04-28,2372.0,2444.5,2365.75,2407.0,2417.9601402827634,109208.0,7250.0,264060591.0,46526.0,42.6,78.75,35.0,1619568000.0
2021-04-27,2369.0,2385.9,2353.75,2381.4,2375.653246129845,66664.0,3689.0,158370548.0,42100.0,63.15,32.15,12.4,1619481600.0
2021-04-26,2312.05,2368.55,2312.05,2360.45,2335.8941503151527,81389.0,5862.0,190116089.0,44294.0,54.42,56.5,48.4,1619395200.0
2021-04-23,2349.95,2349.95,2300.0,2308.05,2316.131459226768,61327.0,6970.0,142041394.0,29226.0,47.66,49.95,-41.9,1619136000.0
2021-04-22,2390.0,2390.0,2332.45,2349.8,2381.8201125468945,191920.0,3936.0,457118916.0,170374.0,88.77,57.55,-40.2,1619049600.0
2021-04-20,2441.25,2446.55,2384.0,2393.15,2410.918492573828,74803.0,4789.0,180343936.0,32427.0,43.35,62.55,-48.1,1618876800.0
2021-04-19,2470.0,2470.0,2414.35,2426.25,2428.308900385714,75963.0,4437.0,184461629.0,44894.0,59.1,55.65,-43.75,1618790400.0
