Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-17,1.52,1.52,1.52,1.52,1.52,100.0,1.0,152.0,100.0,100.0,0.0,0.0,1621209600.0
2021-05-12,1.47,1.54,1.47,1.54,1.46,50.0,3.0,73.0,50.0,100.0,0.07,0.07,1620757800.0
2021-05-11,1.54,1.54,1.54,1.54,1.5396419437340154,391.0,8.0,602.0,391.0,100.0,0.0,0.0,1620671400.0
2021-05-07,1.55,1.55,1.54,1.54,1.54975236380009,2221.0,7.0,3442.0,1341.0,60.38,0.01,-0.01,1620345600.0
2021-05-06,1.54,1.54,1.48,1.48,1.5384615384615383,455.0,3.0,700.0,455.0,100.0,0.06,-0.06,1620259200.0
2021-05-05,1.55,1.55,1.54,1.55,1.5405405405405406,111.0,4.0,171.0,111.0,100.0,0.01,0.0,1620153000.0
2021-05-04,1.6,1.6,1.54,1.54,1.5560344827586208,696.0,6.0,1083.0,696.0,100.0,0.06,-0.06,1620086400.0
2021-05-03,1.62,1.62,1.62,1.62,1.62,250.0,2.0,405.0,250.0,100.0,0.0,0.0,1620000000.0
2021-04-29,1.7,1.7,1.55,1.55,1.660377358490566,53.0,2.0,88.0,53.0,100.0,0.15,-0.15,1619654400.0
2021-04-28,1.7,1.7,1.63,1.63,1.653333333333333,150.0,2.0,248.0,150.0,100.0,0.07,-0.07,1619568000.0
2021-04-27,1.71,1.71,1.63,1.63,1.6722222222222225,180.0,2.0,301.0,180.0,100.0,0.08,-0.08,1619481600.0
2021-04-26,1.71,1.71,1.71,1.71,1.7,50.0,1.0,85.0,50.0,100.0,0.0,0.0,1619395200.0
2021-04-20,1.71,1.71,1.71,1.71,1.7,70.0,3.0,119.0,70.0,100.0,0.0,0.0,1618876800.0
2021-04-19,1.63,1.63,1.63,1.63,1.6153846153846152,13.0,2.0,21.0,13.0,100.0,0.0,0.0,1618790400.0
2021-04-16,1.71,1.71,1.63,1.63,1.648648648648649,74.0,3.0,122.0,74.0,100.0,0.08,-0.08,1618531200.0
2021-04-15,1.71,1.71,1.71,1.71,1.7096774193548387,31.0,2.0,53.0,31.0,100.0,0.0,0.0,1618444800.0
