Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-17,6290.0,6393.55,6255.75,6359.1,6337.575129533679,6755.0,1438.0,42810320.0,2503.0,37.05,137.80000000000018,69.10000000000036,1621209600.0
2021-05-14,6309.0,6368.35,6222.0,6262.8,6310.883744087628,8034.0,1404.0,50701640.0,2123.0,26.43,146.35000000000036,-46.19999999999982,1620950400.0
2021-05-12,6280.0,6378.2,6200.0,6281.0,6319.097486303577,12412.0,2684.0,78432638.0,2023.0,16.3,178.19999999999982,1.0,1620757800.0
2021-05-11,6210.0,6449.0,6210.0,6313.35,6382.4694545755965,24128.0,4281.0,153996223.0,7860.0,32.58,239.0,103.35000000000036,1620671400.0
2021-05-10,6320.0,6341.3,6260.25,6299.65,6295.227013492837,7189.0,1253.0,45256387.0,1358.0,18.89,81.05000000000018,-20.350000000000364,1620585000.0
2021-05-07,6820.0,6820.0,6226.0,6276.0,6364.664022764447,44631.0,6869.0,284061320.0,9732.0,21.81,594.0,-544.0,1620345600.0
2021-05-06,6925.0,6986.05,6760.0,6861.65,6861.095572207085,14680.0,2688.0,100720883.0,2044.0,13.92,226.05000000000013,-63.35000000000037,1620259200.0
2021-05-05,6820.0,6909.0,6654.0,6841.3,6777.043331694642,28478.0,4710.0,192996640.0,3883.0,13.64,255.0,21.300000000000185,1620153000.0
2021-05-04,6574.95,6809.6,6521.95,6710.4,6695.243262777491,19370.0,2796.0,129686862.0,2051.0,10.59,287.65000000000055,135.44999999999982,1620086400.0
2021-05-03,6380.0,6578.1,6380.0,6529.3,6512.352832244009,9180.0,1508.0,59783399.0,1389.0,15.13,198.1,149.3,1620000000.0
2021-04-30,6401.7,6588.85,6384.6,6431.8,6480.734013669132,10681.0,1956.0,69220720.0,1920.0,17.98,204.25,30.1,1619740800.0
2021-04-29,6500.0,6540.45,6403.95,6441.7,6459.812187357889,4398.0,902.0,28410254.0,920.0,20.92,136.5,-58.3,1619654400.0
2021-04-28,6475.0,6525.0,6384.9,6421.6,6469.84970737417,12815.0,2572.0,82911124.0,3568.0,27.84,140.1,-53.4,1619568000.0
2021-04-27,6230.0,6453.0,6204.25,6429.05,6376.399969018666,12911.0,1501.0,82325700.0,2804.0,21.72,248.75,199.05,1619481600.0
2021-04-26,6146.0,6302.8,6136.85,6196.8,6211.586678052946,7026.0,999.0,43642608.0,1098.0,15.63,165.95,50.8,1619395200.0
2021-04-23,6105.6,6210.9,6104.3,6167.85,6153.24334038055,4730.0,892.0,29104841.0,952.0,20.13,106.6,62.25,1619136000.0
