Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-11-01,725.0,725.0,666.6,697.5,695.3866666666667,75.0,16.0,52154.0,57.0,76.0,58.39999999999998,-27.5,1635724800.0
2021-10-29,695.0,700.0,675.0,700.0,699.1875,432.0,27.0,302049.0,432.0,100.0,25.0,5.0,1635465600.0
2021-10-28,700.0,709.95,680.0,680.5,687.4307692307692,65.0,20.0,44683.0,48.0,73.85,29.950000000000045,-19.5,1635379200.0
2021-10-27,665.8,710.0,665.8,690.0,700.3575757575758,165.0,9.0,115559.0,143.0,86.67,44.200000000000045,24.200000000000045,1635292800.0
2021-10-26,694.0,700.0,675.0,695.95,678.8582677165355,127.0,27.0,86215.0,93.0,73.23,25.0,1.9500000000000453,1635206400.0
2021-10-25,702.7,702.7,668.0,694.4,677.392,250.0,18.0,169348.0,230.0,92.0,34.700000000000045,-8.300000000000068,1635120000.0
2021-10-22,775.0,775.0,702.7,702.7,708.1137521222411,589.0,83.0,417079.0,539.0,91.51,72.29999999999995,-72.29999999999995,1634860800.0
2021-10-20,784.95,785.0,729.45,739.65,741.0017889087657,559.0,45.0,414220.0,459.0,82.11,55.54999999999996,-45.30000000000007,1634688000.0
2021-10-19,747.0,789.95,747.0,767.8,757.8390804597701,261.0,22.0,197796.0,237.0,90.8,42.950000000000045,20.799999999999955,1634601600.0
2021-10-18,736.05,789.95,736.05,772.95,768.3535353535353,198.0,29.0,152134.0,146.0,73.74,53.90000000000009,36.90000000000009,1634515200.0
2021-10-14,790.0,790.0,770.0,771.2,778.8878504672897,107.0,22.0,83341.0,89.0,83.18,20.0,-18.799999999999955,1634169600.0
2021-10-13,755.4,786.8,755.4,770.0,777.5555555555555,45.0,9.0,34990.0,35.0,77.78,31.399999999999977,14.600000000000025,1634083200.0
2021-10-12,751.6,798.3,751.6,754.85,758.8167115902964,371.0,31.0,281521.0,331.0,89.22,46.69999999999993,3.25,1633996800.0
2021-10-11,782.2,800.9,751.0,769.1,775.4938271604939,324.0,45.0,251260.0,244.0,75.31,49.89999999999998,-13.100000000000025,1633910400.0
2021-10-08,790.05,818.8,770.0,782.2,795.9152542372881,708.0,45.0,563508.0,521.0,73.59,48.79999999999996,-7.849999999999909,1633651200.0
2021-10-07,839.95,843.95,788.2,797.25,815.4329268292682,328.0,35.0,267462.0,280.0,85.37,55.75,-42.700000000000045,1633564800.0
2021-10-06,770.7,810.0,770.0,804.0,796.2434210526316,304.0,32.0,242058.0,219.0,72.04,40.0,33.299999999999955,1633478400.0
2021-10-05,792.0,808.8,758.0,800.0,788.5741935483871,155.0,36.0,122229.0,96.0,61.94,50.79999999999996,8.0,1633392000.0
2021-10-04,840.0,840.0,786.6,793.75,800.6545454545454,220.0,37.0,176144.0,120.0,54.55,53.39999999999998,-46.25,1633305600.0
2021-10-01,867.0,867.0,795.5,819.4,819.8933823529412,272.0,55.0,223011.0,218.0,80.15,71.5,-47.60000000000002,1633046400.0
2021-09-30,822.1,859.95,812.05,825.85,833.7857142857143,42.0,13.0,35019.0,31.0,73.81,47.90000000000009,3.75,1632960000.0
2021-09-29,820.6,861.0,808.6,822.1,827.3148148148148,108.0,25.0,89350.0,64.0,59.26,52.39999999999998,1.5,1632873600.0
2021-09-28,889.9,898.95,818.9,850.0,847.6288088642659,361.0,54.0,305994.0,293.0,81.16,80.05000000000007,-39.89999999999998,1632787200.0
2021-09-27,882.0,918.8,851.7,860.55,876.8582089552239,134.0,38.0,117499.0,88.0,65.67,67.09999999999991,-21.450000000000045,1632700800.0
2021-09-24,971.0,971.0,879.8,889.55,902.4872448979592,392.0,61.0,353775.0,278.0,70.92,91.20000000000005,-81.45000000000005,1632441600.0
2021-09-23,874.0,927.8,842.6,926.1,914.5909090909092,836.0,64.0,764598.0,603.0,72.13,85.19999999999993,52.10000000000002,1632355200.0
2021-09-22,905.0,927.95,881.25,883.65,890.3202479338843,484.0,71.0,430915.0,356.0,73.55,46.700000000000045,-21.350000000000023,1632268800.0
2021-09-21,950.0,950.0,903.1,927.6,916.0140186915888,428.0,91.0,392054.0,276.0,64.49,46.89999999999998,-22.399999999999977,1632182400.0
2021-09-20,990.75,1038.0,941.25,950.6,975.8588957055216,1467.0,198.0,1431585.0,13552.0,54.15,96.75,-40.14999999999998,1632096000.0
2021-09-17,990.0,990.75,931.2,990.75,984.0821576763484,1205.0,152.0,1185819.0,994.0,82.49,59.54999999999996,0.75,1631836800.0
2021-09-16,943.6,943.6,925.0,943.6,941.6584808680752,1751.0,126.0,1648844.0,1457.0,83.21,18.600000000000023,0.0,1631750400.0
2021-09-15,898.7,898.7,898.7,898.7,898.6968641114983,287.0,32.0,257926.0,285.0,99.3,0.0,0.0,1631664000.0
2021-09-14,855.95,855.95,855.95,855.95,855.9423076923077,104.0,8.0,89018.0,104.0,100.0,0.0,0.0,1631577600.0
