Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-19,21.0,22.05,20.5,21.95,21.69913202961789,1231148.0,2136.0,26714843.0,813403.0,66.07,1.5500000000000007,0.9499999999999992,1621382400.0
2021-05-18,20.9,21.4,20.5,21.0,21.17415795660068,868631.0,1247.0,18392530.0,490114.0,56.42,0.8999999999999986,0.1000000000000014,1621296000.0
2021-05-17,19.8,20.5,19.15,20.4,19.82674974339235,249408.0,659.0,4944950.0,116479.0,46.7,1.3500000000000014,0.5999999999999979,1621209600.0
2021-05-14,20.75,20.75,19.2,19.55,19.671782691700614,199569.0,699.0,3925878.0,104712.0,52.47,1.5500000000000007,-1.1999999999999993,1620950400.0
2021-05-12,19.6,20.3,19.2,20.15,20.25192129317897,1321766.0,1258.0,26768301.0,683009.0,51.67,1.1000000000000014,0.5499999999999972,1620757800.0
2021-05-11,19.3,19.6,18.85,19.35,19.12866635073957,99179.0,470.0,1897162.0,58338.0,58.82,0.75,0.0500000000000007,1620671400.0
2021-05-10,19.3,19.3,18.6,19.1,19.04363377595739,425794.0,1005.0,8108665.0,288434.0,67.74,0.6999999999999993,-0.1999999999999993,1620585000.0
2021-05-07,18.9,19.2,18.6,19.1,18.89205043339454,179167.0,755.0,3384832.0,108443.0,60.53,0.5999999999999979,0.2000000000000028,1620345600.0
2021-05-06,18.8,19.0,18.45,18.7,18.64066417522116,169112.0,801.0,3152360.0,127834.0,75.59,0.5500000000000007,-0.1000000000000014,1620259200.0
2021-05-05,19.45,19.45,18.65,18.8,18.905911385305664,222875.0,791.0,4213655.0,157311.0,70.58,0.8000000000000007,-0.6499999999999986,1620153000.0
2021-05-04,19.2,19.65,18.85,19.05,19.43801122766748,665677.0,1071.0,12939437.0,400103.0,60.1,0.7999999999999972,-0.1499999999999985,1620086400.0
