Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-18,1118.95,1132.6,1112.1,1114.75,1119.5127571202531,10112.0,584.0,11320513.0,4595.0,45.44,20.5,-4.2000000000000455,1621296000.0
2021-05-17,1094.9,1140.0,1083.5,1114.5,1115.5939496429914,5322.0,398.0,5937191.0,2302.0,43.25,56.5,19.59999999999991,1621209600.0
2021-05-14,1120.0,1140.0,1081.6,1088.2,1104.3766745468872,16497.0,1448.0,18218902.0,8601.0,52.14,58.40000000000009,-31.799999999999955,1620950400.0
2021-05-12,1140.0,1155.0,1118.35,1122.55,1135.0233918128654,10773.0,914.0,12227607.0,4756.0,44.15,36.65000000000009,-17.450000000000045,1620757800.0
2021-05-11,1144.0,1165.0,1113.05,1141.0,1140.745051954478,8084.0,891.0,9221783.0,3348.0,41.42,51.950000000000045,-3.0,1620671400.0
2021-05-10,1105.0,1152.55,1092.5,1142.35,1125.7118723329631,17107.0,1370.0,19257553.0,8861.0,51.8,60.04999999999996,37.34999999999991,1620585000.0
2021-05-07,1174.9,1174.9,1085.0,1094.15,1117.1764753305386,12404.0,849.0,13857457.0,5096.0,41.08,89.90000000000009,-80.75,1620345600.0
2021-05-06,1164.9,1177.1,1131.4,1153.1,1154.374885899115,25197.0,1911.0,29086784.0,12548.0,49.8,45.69999999999982,-11.800000000000182,1620259200.0
2021-05-05,1030.1,1244.05,1030.1,1148.55,1152.1668787139458,66809.0,5388.0,76975117.0,23669.0,35.43,213.95000000000005,118.45000000000005,1620153000.0
2021-05-04,1099.0,1134.05,1022.4,1058.3,1089.633763722555,32064.0,2019.0,34938017.0,12290.0,38.33,111.64999999999998,-40.700000000000045,1620086400.0
2021-05-03,960.0,1083.05,953.4,1070.2,1022.0649660867,67820.0,4624.0,69316446.0,32235.0,47.53,129.65,110.2,1620000000.0
2021-04-30,873.3,979.0,870.95,958.9,943.3794986740752,31676.0,2028.0,29882489.0,12014.0,37.93,108.05,85.6,1619740800.0
2021-04-29,889.95,895.45,860.0,867.7,882.6516172506738,5936.0,363.0,5239420.0,2855.0,48.1,35.45,-22.25,1619654400.0
2021-04-28,888.7,890.0,874.0,879.4,881.0546015820954,5183.0,564.0,4566506.0,3746.0,72.27,16.0,-9.3,1619568000.0
2021-04-27,871.05,890.0,871.05,880.7,882.1388888888889,5796.0,314.0,5112877.0,3380.0,58.32,18.95,9.65,1619481600.0
2021-04-26,888.7,890.0,876.65,879.05,881.7166077738517,1415.0,165.0,1247629.0,777.0,54.91,13.35,-9.65,1619395200.0
2021-04-23,900.0,900.0,870.05,883.75,887.1443298969072,3201.0,366.0,2839749.0,1759.0,54.95,29.95,-16.25,1619136000.0
2021-04-22,870.05,880.25,850.0,873.75,869.1747511654277,7937.0,557.0,6898640.0,4503.0,56.73,30.25,3.7,1619049600.0
2021-04-20,893.1,899.95,873.0,883.65,886.7164346654691,4454.0,424.0,3949435.0,2096.0,47.06,26.95,-9.45,1618876800.0
2021-04-19,909.95,909.95,854.4,886.9,875.8517480454344,6779.0,611.0,5937399.0,3409.0,50.29,55.55,-23.05,1618790400.0
2021-04-16,910.0,918.5,887.0,893.7,899.2042417694888,17587.0,1283.0,15814305.0,8444.0,48.01,31.5,-16.3,1618531200.0
2021-04-15,807.95,898.8,802.0,874.95,847.4756005056889,27685.0,2307.0,23462362.0,12480.0,45.08,96.8,67.0,1618444800.0
2021-04-13,801.0,812.75,783.7,786.5,793.4440356744705,8970.0,1067.0,7117193.0,5989.0,66.77,29.05,-14.5,1618272000.0
