Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-19,69.3,71.0,68.35,71.0,70.77135187896535,8196.0,83.0,580042.0,7294.0,88.99,2.6500000000000057,1.7000000000000028,1621382400.0
2021-05-18,65.8,67.65,64.5,67.65,66.99766173031956,5132.0,165.0,343832.0,3482.0,67.85,3.1500000000000057,1.8500000000000083,1621296000.0
2021-05-17,65.05,65.55,64.4,64.45,64.75502958579882,845.0,170.0,54718.0,613.0,72.54,1.1499999999999917,-0.5999999999999943,1621209600.0
2021-05-14,63.85,66.0,63.55,64.85,64.83882783882784,7371.0,289.0,477927.0,4783.0,64.89,2.450000000000003,0.9999999999999928,1620950400.0
2021-05-12,63.5,65.35,60.0,64.2,63.80036828422877,9232.0,232.0,589005.0,6582.0,71.3,5.349999999999994,0.7000000000000028,1620757800.0
2021-05-11,63.7,65.85,62.4,63.15,63.73030484160192,8365.0,160.0,533104.0,6181.0,73.89,3.449999999999996,-0.5500000000000043,1620671400.0
2021-05-10,62.0,66.0,61.0,63.7,63.55887781469177,10836.0,227.0,688724.0,5558.0,51.29,5.0,1.7000000000000028,1620585000.0
2021-05-07,68.05,68.05,63.65,64.05,64.62955748980461,16429.0,211.0,1061799.0,9212.0,56.07,4.399999999999999,-4.0,1620345600.0
2021-05-06,72.7,73.3,66.4,66.95,71.79662368735876,112845.0,749.0,8101890.0,44451.0,39.39,6.899999999999992,-5.75,1620259200.0
2021-05-05,63.15,69.85,62.2,69.85,69.296968259615,50598.0,311.0,3506288.0,47515.0,93.91,7.649999999999991,6.699999999999996,1620153000.0
2021-05-04,64.95,65.5,60.5,63.5,63.618076195622805,14804.0,360.0,941802.0,9232.0,62.36,5.0,-1.4500000000000028,1620086400.0
2021-05-03,54.55,59.6,53.25,59.6,58.67817481302409,13237.0,154.0,776723.0,8087.0,61.09,6.35,5.05,1620000000.0
2021-04-30,55.0,56.75,54.1,54.2,54.89000548145441,5473.0,156.0,300413.0,1723.0,31.48,2.65,-0.8,1619740800.0
2021-04-29,58.55,58.55,53.25,55.0,54.54566314823314,10895.0,85.0,594275.0,8071.0,74.08,5.3,-3.55,1619654400.0
2021-04-28,54.2,55.2,54.05,55.05,54.69632981397688,1989.0,30.0,108791.0,752.0,37.81,1.15,0.85,1619568000.0
2021-04-27,54.6,58.65,53.7,53.9,54.08005585292064,4297.0,76.0,232382.0,1529.0,35.58,4.95,-0.7,1619481600.0
2021-04-26,55.95,59.05,53.5,53.7,54.751912830989866,24963.0,260.0,1366772.0,16744.0,67.08,5.55,-2.25,1619395200.0
2021-04-23,56.25,56.9,54.15,54.45,54.77201870615744,2566.0,72.0,140545.0,2035.0,79.31,2.75,-1.8,1619136000.0
2021-04-22,58.1,58.1,55.0,55.25,55.70239497447977,2547.0,64.0,141874.0,1812.0,71.14,3.1,-2.85,1619049600.0
2021-04-20,53.85,56.9,53.85,55.9,55.41217150760719,2892.0,111.0,160252.0,1996.0,69.02,3.05,2.05,1618876800.0
2021-04-19,54.55,56.0,52.7,53.85,54.16844850065189,3835.0,96.0,207736.0,2615.0,68.19,3.3,-0.7,1618790400.0
2021-04-16,55.45,57.5,54.4,55.2,55.52240566037736,2544.0,120.0,141249.0,1546.0,60.77,3.1,-0.25,1618531200.0
2021-04-15,55.0,57.6,55.0,55.35,55.517817982456144,3648.0,189.0,202529.0,2343.0,64.23,2.6,0.35,1618444800.0
2021-04-13,57.35,61.4,56.15,57.3,60.07787539936103,10016.0,138.0,601740.0,2541.0,25.37,5.25,-0.05,1618272000.0
2021-04-12,61.45,61.45,56.0,57.5,57.16763005780346,3460.0,91.0,197800.0,2581.0,74.6,5.45,-3.95,1618185600.0
2021-04-09,58.3,58.45,56.1,57.9,57.40019138755981,5225.0,146.0,299916.0,3877.0,74.2,2.35,-0.4,1617926400.0
2021-04-08,57.5,58.95,55.6,57.2,56.975750995294966,2763.0,63.0,157424.0,2486.0,89.97,3.35,-0.3,1617840000.0
2021-04-07,55.7,58.1,55.35,56.95,56.80657640232108,1551.0,49.0,88107.0,911.0,58.74,2.75,1.25,1617753600.0
2021-04-06,55.3,56.7,54.65,55.75,55.73567064300261,6874.0,88.0,383127.0,5769.0,83.92,2.05,0.45,1617667200.0
2021-04-05,55.15,56.55,54.25,56.45,55.61094319958312,9595.0,135.0,533587.0,7962.0,82.98,2.3,1.3,1617580800.0
2021-04-01,56.5,57.95,55.1,56.95,56.41622007859949,2799.0,82.0,157909.0,1660.0,59.31,2.85,0.45,1617235200.0
2021-03-31,57.5,59.0,56.25,56.6,57.49530420579829,2449.0,50.0,140806.0,1929.0,78.77,2.75,-0.9,1617148800.0
2021-03-30,58.9,59.15,56.3,57.45,57.80510752688172,4464.0,71.0,258042.0,3187.0,71.39,2.85,-1.45,1617062400.0
2021-03-26,58.4,61.3,56.1,58.9,59.94205460616775,10182.0,147.0,610330.0,6844.0,67.22,5.2,0.5,1616716800.0
2021-03-25,61.75,61.75,58.35,58.4,58.79217345319937,3782.0,56.0,222352.0,3125.0,82.63,3.4,-3.35,1616630400.0
2021-03-24,57.25,62.85,57.25,61.4,60.21642221965585,8659.0,193.0,521414.0,5919.0,68.36,5.6,4.15,1616544000.0
2021-03-23,62.5,62.95,59.55,60.05,60.973781874775526,8353.0,182.0,509314.0,6700.0,80.21,3.4,-2.45,1616457600.0
2021-03-22,63.6,64.9,62.2,62.65,63.06364004864208,2467.0,58.0,155578.0,1091.0,44.22,2.7,-0.95,1616371200.0
2021-03-19,63.65,65.5,60.3,64.6,61.38554923464899,17051.0,200.0,1046685.0,10981.0,64.4,5.2,0.95,1616112000.0
2021-03-18,63.45,63.65,58.75,63.45,62.20937944102321,27443.0,423.0,1707212.0,12685.0,46.22,4.9,0.0,1616025600.0
2021-03-17,60.65,60.65,60.45,60.65,60.64576074332172,2583.0,17.0,156648.0,2583.0,100.0,0.2,0.0,1615939200.0
2021-03-16,55.95,57.8,55.6,57.8,57.05135784223167,5413.0,58.0,308819.0,5113.0,94.46,2.2,1.85,1615852800.0
2021-03-15,52.2,55.95,52.2,55.05,54.04806248122559,6658.0,119.0,359852.0,4330.0,65.03,3.75,2.85,1615766400.0
2021-03-12,55.1,56.0,53.05,54.15,55.30606430606432,4914.0,90.0,271774.0,3651.0,74.3,2.95,-0.95,1615507200.0
2021-03-10,58.2,58.2,55.1,55.45,56.69934697431432,11485.0,244.0,651192.0,5993.0,52.18,3.1,-2.75,1615334400.0
2021-03-09,52.85,55.95,51.8,55.95,55.5531792115988,27727.0,193.0,1540323.0,25186.0,90.84,4.15,3.1,1615248000.0
2021-03-08,54.05,54.9,52.05,53.3,53.03908918406072,2635.0,98.0,139758.0,1679.0,63.72,2.85,-0.75,1615161600.0
2021-03-05,56.0,56.0,53.25,53.6,54.12032506116742,11444.0,250.0,619353.0,4252.0,37.15,2.75,-2.4,1614902400.0
2021-03-04,56.75,56.75,54.2,55.1,55.53565258831238,16787.0,236.0,932277.0,9548.0,56.88,2.55,-1.65,1614816000.0
2021-03-03,54.0,54.05,51.65,54.05,53.3451466824178,5079.0,50.0,270940.0,4728.0,93.09,2.4,0.05,1614729600.0
2021-03-02,50.95,52.75,49.35,51.5,51.2068482070639,18545.0,232.0,949631.0,14474.0,78.05,3.4,0.55,1614643200.0
2021-03-01,47.5,50.4,47.5,50.3,49.63105281123519,20507.0,178.0,1017784.0,12631.0,61.59,2.9,2.8,1614556800.0
2021-02-26,49.15,49.15,47.15,48.0,47.92098197161488,5214.0,125.0,249860.0,4085.0,78.35,2.0,-1.15,1614297600.0
2021-02-25,49.1,49.9,46.95,48.95,48.30431505558696,5307.0,112.0,256351.0,3433.0,64.69,2.95,-0.15,1614211200.0
2021-02-24,48.9,49.1,47.25,48.35,48.40340745018769,3463.0,121.0,167621.0,3020.0,87.21,1.85,-0.55,1614124800.0
2021-02-23,48.5,48.5,47.3,47.75,48.04564315352697,1205.0,43.0,57895.0,828.0,68.71,1.2,-0.75,1614038400.0
2021-02-22,47.5,50.0,47.1,47.75,48.16316977346819,11963.0,148.0,576176.0,8604.0,71.92,2.9,0.25,1613952000.0
2021-02-19,50.35,51.5,49.2,49.3,50.77601410934744,3969.0,103.0,201530.0,3020.0,76.09,2.3,-1.05,1613692800.0
2021-02-18,51.0,52.65,50.5,50.75,51.33648745519713,6975.0,133.0,358072.0,4827.0,69.2,2.15,-0.25,1613606400.0
2021-02-17,51.1,53.85,51.05,53.0,51.92913901093765,21394.0,249.0,1110972.0,19545.0,91.36,2.8,1.9,1613520000.0
2021-02-16,57.0,57.9,53.0,53.7,55.54541714873377,38895.0,568.0,2160439.0,20288.0,52.16,4.9,-3.3,1613433600.0
2021-02-15,55.65,55.65,53.1,55.65,54.98658375231543,37790.0,339.0,2077943.0,25438.0,67.31,2.55,0.0,1613347200.0
2021-02-12,52.95,53.0,48.65,53.0,52.46603148769765,176958.0,760.0,9284284.0,76596.0,43.28,4.35,0.05,1613088000.0
2021-02-11,48.2,48.2,48.2,48.2,48.19989479221462,3802.0,26.0,183256.0,3802.0,100.0,0.0,0.0,1613001600.0
2021-02-10,43.85,43.85,43.85,43.85,43.849867974349294,5302.0,29.0,232492.0,5302.0,100.0,0.0,0.0,1612915200.0
2021-02-09,40.45,40.45,39.9,39.9,40.12875121006776,1033.0,29.0,41453.0,572.0,55.37,0.55,-0.55,1612828800.0
2021-02-08,40.6,41.5,39.9,39.9,40.49023028611305,5732.0,176.0,232090.0,4184.0,72.99,1.6,-0.7,1612742400.0
2021-02-05,41.5,41.85,40.0,40.15,41.06384655806621,3806.0,76.0,156289.0,2446.0,64.27,1.85,-1.35,1612483200.0
2021-02-04,40.0,41.7,39.7,40.4,40.70879289215687,6528.0,368.0,265747.0,4066.0,62.29,2.0,0.4,1612396800.0
2021-02-03,39.95,40.3,39.3,39.75,39.86881005173688,2706.0,36.0,107885.0,2324.0,85.88,1.0,-0.2,1612310400.0
2021-02-02,38.3,39.15,37.0,39.0,38.07493261455526,1855.0,91.0,70629.0,1620.0,87.33,2.15,0.7,1612224000.0
2021-02-01,37.1,38.9,37.0,37.3,37.79123867069487,3310.0,109.0,125089.0,2205.0,66.62,1.9,0.2,1612137600.0
2021-01-29,37.5,38.35,37.35,37.9,37.6958302308265,2686.0,92.0,101251.0,1817.0,67.65,1.0,0.4,1611878400.0
2021-01-28,37.6,38.45,37.45,38.05,38.05035971223022,278.0,24.0,10578.0,201.0,72.3,1.0,0.45,1611792000.0
2021-01-27,37.05,37.5,37.05,37.15,37.19314641744548,1284.0,41.0,47756.0,970.0,75.55,0.45,0.1,1611705600.0
2021-01-25,38.15,38.15,37.05,37.5,37.459316770186334,3220.0,45.0,120619.0,2608.0,80.99,1.1,-0.65,1611532800.0
2021-01-22,38.9,38.9,38.05,38.25,38.27703703703704,675.0,51.0,25837.0,351.0,52.0,0.85,-0.65,1611273600.0
2021-01-21,39.0,39.2,38.2,38.2,38.64842578710645,1334.0,52.0,51557.0,897.0,67.24,1.0,-0.8,1611187200.0
2021-01-20,38.35,39.1,37.85,38.75,38.570511677660896,5609.0,65.0,216342.0,4826.0,86.04,1.25,0.4,1611100800.0
2021-01-19,38.0,39.0,37.0,38.3,38.091452111225536,4855.0,93.0,184934.0,3805.0,78.37,2.0,0.3,1611014400.0
2021-01-18,38.5,38.8,37.15,38.05,38.13716245177882,2333.0,45.0,88974.0,1725.0,73.94,1.65,-0.45,1610928000.0
2021-01-15,40.6,40.6,37.7,38.4,38.73934000741565,2697.0,129.0,104480.0,1833.0,67.96,2.9,-2.2,1610668800.0
2021-01-14,39.2,39.4,38.0,39.15,38.86839102320273,5258.0,238.0,204370.0,3610.0,68.66,1.4,-0.05,1610582400.0
2021-01-13,39.4,39.9,39.1,39.2,39.44419725621061,2697.0,112.0,106381.0,2010.0,74.53,0.8,-0.2,1610496000.0
2021-01-12,40.65,40.65,39.05,39.5,39.59182922340817,2717.0,70.0,107571.0,2203.0,81.08,1.6,-1.15,1610409600.0
