Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-19,2.7,2.7,2.46,2.47,2.4749615975422428,91140.0,82.0,225568.0,76676.0,84.13,0.2400000000000002,-0.2299999999999999,1621382400.0
2021-05-18,2.64,2.8,2.57,2.58,2.6434883451235067,129345.0,100.0,341922.0,98965.0,76.51,0.2299999999999999,-0.06,1621296000.0
2021-05-17,2.6,2.71,2.6,2.7,2.6855329775588395,116928.0,120.0,314014.0,98211.0,83.99,0.1099999999999998,0.1,1621209600.0
2021-05-14,2.65,2.65,2.5,2.59,2.570430691922522,56119.0,79.0,144250.0,48278.0,86.03,0.1499999999999999,-0.06,1620950400.0
2021-05-12,2.62,2.63,2.49,2.56,2.567898864695881,182330.0,127.0,468205.0,133128.0,73.01,0.1399999999999996,-0.06,1620757800.0
2021-05-11,2.52,2.54,2.3,2.54,2.507583376299843,195889.0,127.0,491208.0,165922.0,84.7,0.2400000000000002,0.02,1620671400.0
2021-05-10,2.24,2.42,2.24,2.42,2.3801034210549656,225486.0,119.0,536680.0,196180.0,87.0,0.1799999999999997,0.1799999999999997,1620585000.0
2021-05-07,2.4,2.4,2.3,2.31,2.351568917364876,48696.0,39.0,114512.0,47819.0,98.2,0.1,-0.0899999999999998,1620345600.0
2021-05-06,2.35,2.41,2.3,2.33,2.3273385743308896,56605.0,36.0,131739.0,43869.0,77.5,0.1100000000000003,-0.02,1620259200.0
2021-05-05,2.45,2.45,2.35,2.39,2.386286372803226,17355.0,32.0,41414.0,12147.0,69.99,0.1,-0.06,1620153000.0
2021-05-04,2.34,2.44,2.33,2.4,2.372883890650236,33434.0,36.0,79335.0,26333.0,78.76,0.1099999999999998,0.06,1620086400.0
2021-05-03,2.4,2.46,2.31,2.41,2.3951119621296737,37602.0,45.0,90061.0,27845.0,74.05,0.15,0.01,1620000000.0
2021-04-30,2.5,2.5,2.39,2.43,2.4173990197735336,23668.0,34.0,57215.0,23488.0,99.24,0.11,-0.07,1619740800.0
