Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2022-04-22,78.85,78.85,75.0,75.2,76.26582278481013,79.0,7.0,6025.0,20.0,100.0,3.8499999999999934,-3.649999999999992,1650585600.0
2022-04-21,80.0,80.0,78.85,78.85,78.896,250.0,16.0,19724.0,230.0,92.0,1.1500000000000057,-1.1500000000000057,1650499200.0
2022-04-20,83.0,83.0,83.0,83.0,83.0,10.0,1.0,830.0,10.0,100.0,0.0,0.0,1650412800.0
2022-04-18,81.05,83.0,77.0,83.0,80.6842105263158,19.0,4.0,1533.0,19.0,100.0,6.0,1.9500000000000028,1650240000.0
2022-04-12,81.05,84.95,81.05,81.05,81.22857142857143,105.0,4.0,8529.0,105.0,100.0,3.9000000000000057,0.0,1649721600.0
2022-04-11,81.05,81.05,75.05,81.05,78.28318584070796,113.0,7.0,8846.0,61.0,53.98,6.0,0.0,1649635200.0
2022-04-08,83.85,83.85,75.95,77.2,77.19491525423729,118.0,4.0,9109.0,118.0,100.0,7.899999999999991,-6.649999999999992,1649376000.0
2022-04-07,77.35,81.0,77.35,79.9,79.36969696969697,165.0,9.0,13096.0,115.0,69.7,3.6500000000000057,2.550000000000012,1649289600.0
2022-04-06,81.4,81.4,81.4,81.4,81.4,30.0,2.0,2442.0,30.0,100.0,0.0,0.0,1649203200.0
2022-04-05,77.6,81.4,77.6,81.4,80.99668874172185,302.0,6.0,24461.0,302.0,100.0,3.8000000000000114,3.8000000000000114,1649116800.0
2022-04-04,81.55,81.55,77.55,77.55,77.57142857142857,742.0,20.0,57558.0,200.0,100.0,4.0,-4.0,1649030400.0
2022-04-01,85.75,85.75,81.55,81.55,81.7,50.0,3.0,4085.0,50.0,100.0,4.200000000000003,-4.200000000000003,1648771200.0
2022-03-30,85.5,85.75,85.5,85.75,85.6413043478261,276.0,4.0,23637.0,276.0,100.0,0.25,0.25,1648598400.0
2022-03-29,90.0,90.0,90.0,90.0,90.0,12.0,2.0,1080.0,12.0,100.0,0.0,0.0,1648512000.0
2022-03-28,94.0,94.0,94.0,94.0,94.0,25.0,1.0,2350.0,25.0,100.0,0.0,0.0,1648425600.0
2022-03-22,99.0,99.0,90.15,90.15,96.25547445255476,137.0,7.0,13187.0,111.0,81.02,8.849999999999994,-8.849999999999994,1647907200.0
2022-03-21,94.85,94.85,94.85,94.85,94.5,2.0,1.0,189.0,2.0,100.0,0.0,0.0,1647820800.0
2022-03-17,91.9,95.0,88.1,95.0,88.5909090909091,154.0,5.0,13643.0,138.0,89.61,6.900000000000006,3.0999999999999943,1647475200.0
2022-03-16,91.9,91.9,91.9,91.9,91.0,1.0,1.0,91.0,1.0,100.0,0.0,0.0,1647388800.0
2022-03-15,87.6,90.0,87.6,87.65,88.31818181818181,66.0,5.0,5829.0,41.0,62.12,2.4000000000000057,0.0500000000000113,1647302400.0
2022-03-11,92.2,95.0,92.2,92.2,92.21710526315788,152.0,6.0,14017.0,152.0,100.0,2.799999999999997,0.0,1646956800.0
