Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2022-02-10,682.3,682.3,619.0,679.9,671.6385255648038,841.0,63.0,564848.0,841.0,100.0,63.29999999999996,-2.3999999999999773,1644451200.0
2022-02-09,618.95,649.95,588.05,649.9,637.1382585751979,1895.0,59.0,1207377.0,1895.0,100.0,61.90000000000009,30.94999999999993,1644364800.0
2022-02-08,623.2,623.25,564.0,619.0,610.8496503496503,572.0,44.0,349406.0,572.0,100.0,59.25,-4.2000000000000455,1644278400.0
2022-02-07,537.1,593.6,537.1,593.6,583.5302601081638,7766.0,94.0,4531696.0,7766.0,100.0,56.5,56.5,1644192000.0
2022-02-04,607.0,607.0,565.35,565.35,567.2107843137255,204.0,29.0,115711.0,204.0,100.0,41.64999999999998,-41.64999999999998,1643932800.0
2022-02-03,655.0,655.0,595.1,595.1,609.0501750291716,1714.0,75.0,1043912.0,1714.0,100.0,59.89999999999998,-59.89999999999998,1643846400.0
2022-02-02,566.8,626.4,566.8,626.4,579.9670510708402,6070.0,110.0,3520400.0,6070.0,100.0,59.60000000000002,59.60000000000002,1643760000.0
2022-02-01,596.6,596.6,596.6,596.6,596.6,15.0,3.0,8949.0,15.0,100.0,0.0,0.0,1643673600.0
2022-01-31,627.95,627.95,627.95,627.95,627.9485094850949,369.0,31.0,231713.0,369.0,100.0,0.0,0.0,1643587200.0
2022-01-28,730.5,730.5,661.0,661.0,714.6431965442764,2315.0,154.0,1654399.0,2315.0,100.0,69.5,-69.5,1643328000.0
2022-01-27,689.7,695.75,650.5,695.75,695.1796585003711,4041.0,116.0,2809221.0,4041.0,100.0,45.25,6.0499999999999545,1643241600.0
2022-01-25,662.65,662.65,599.55,662.65,649.0304517002199,5911.0,210.0,3836419.0,5911.0,100.0,63.10000000000002,0.0,1643068800.0
2022-01-24,631.1,631.1,631.1,631.1,631.099573257468,1406.0,36.0,887326.0,278.0,25.84,0.0,0.0,1642982400.0
2022-01-21,601.05,601.05,601.05,601.05,601.0490797546013,489.0,16.0,293913.0,489.0,100.0,0.0,0.0,1642723200.0
2022-01-20,572.45,572.45,572.45,572.45,572.4489795918367,343.0,11.0,196350.0,343.0,100.0,0.0,0.0,1642636800.0
2022-01-19,545.2,545.2,545.2,545.2,545.2,340.0,13.0,185368.0,340.0,100.0,0.0,0.0,1642550400.0
2022-01-18,519.2,519.25,470.1,519.25,518.1813530415009,1759.0,58.0,911481.0,1759.0,100.0,49.14999999999998,0.0499999999999545,1642464000.0
2022-01-17,471.0,494.55,447.45,494.55,474.8688271604938,3888.0,85.0,1846290.0,3888.0,100.0,47.10000000000002,23.55000000000001,1642377600.0
2022-01-14,471.7,471.7,426.8,471.0,464.2855699272433,4948.0,136.0,2297285.0,4948.0,100.0,44.89999999999998,-0.6999999999999886,1642118400.0
2022-01-13,449.25,449.25,449.25,449.25,449.2491289198607,574.0,17.0,257869.0,574.0,100.0,0.0,0.0,1642032000.0
2022-01-12,427.9,427.9,427.9,427.9,427.9,900.0,22.0,385110.0,900.0,100.0,0.0,0.0,1641945600.0
2022-01-11,407.55,407.55,407.55,407.55,407.5486600846263,709.0,13.0,288952.0,709.0,100.0,0.0,0.0,1641859200.0
2022-01-10,379.7,388.15,379.7,388.15,382.8507462686568,335.0,10.0,128255.0,335.0,100.0,8.449999999999989,8.449999999999989,1641772800.0
2022-01-07,334.5,369.7,334.5,369.7,342.0247603833866,2504.0,72.0,856430.0,2504.0,100.0,35.19999999999999,35.19999999999999,1641513600.0
2022-01-06,352.1,352.1,352.1,352.1,352.09957081545065,1165.0,36.0,410196.0,1165.0,100.0,0.0,0.0,1641427200.0
2022-01-05,409.6,409.6,370.6,370.6,390.9903336451512,3207.0,170.0,1253906.0,3207.0,100.0,39.0,-39.0,1641340800.0
2022-01-04,390.1,390.1,390.0,390.1,390.0885275519422,1107.0,46.0,431828.0,1107.0,100.0,0.1000000000000227,0.0,1641254400.0
2022-01-03,371.55,371.55,371.55,371.55,371.5497185741088,1599.0,34.0,594108.0,1599.0,100.0,0.0,0.0,1641168000.0
2021-12-31,353.9,353.9,337.05,353.9,353.28076486179475,5282.0,140.0,1866029.0,5282.0,100.0,16.849999999999966,0.0,1640908800.0
2021-12-30,337.05,337.05,337.05,337.05,337.04977375565613,221.0,8.0,74488.0,221.0,100.0,0.0,0.0,1640822400.0
2021-12-28,305.75,305.75,305.75,305.75,305.75,272.0,6.0,83164.0,272.0,100.0,0.0,0.0,1640649600.0
2021-12-27,291.2,291.2,291.2,291.2,291.2,165.0,5.0,48048.0,165.0,100.0,0.0,0.0,1640563200.0
2021-12-24,277.35,277.35,277.35,277.35,277.3476923076923,325.0,7.0,90138.0,325.0,100.0,0.0,0.0,1640304000.0
2021-12-23,264.15,264.15,264.15,264.15,264.14959568733155,742.0,8.0,195999.0,742.0,100.0,0.0,0.0,1640217600.0
