Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-18,535.0,578.95,535.0,570.7,563.196113074205,566.0,88.0,318769.0,341.0,60.25,43.950000000000045,35.700000000000045,1621296000.0
2021-05-17,550.0,550.0,530.0,530.0,537.4358974358975,117.0,10.0,62880.0,116.0,99.15,20.0,-20.0,1621209600.0
2021-05-14,510.2,515.0,510.2,510.45,510.5079365079365,63.0,3.0,32162.0,63.0,100.0,4.800000000000011,0.25,1620950400.0
2021-05-12,511.0,511.0,511.0,511.0,511.0,1.0,1.0,511.0,1.0,100.0,0.0,0.0,1620757800.0
2021-05-11,502.2,529.7,502.2,512.55,512.983870967742,62.0,14.0,31805.0,62.0,100.0,27.500000000000057,10.349999999999966,1620671400.0
2021-05-10,509.35,513.0,504.05,510.0,509.4797687861272,173.0,39.0,88140.0,171.0,98.84,8.949999999999989,0.6499999999999773,1620585000.0
2021-05-07,511.0,554.5,496.65,506.5,519.8492462311558,597.0,87.0,310350.0,303.0,50.75,57.85000000000002,-4.5,1620345600.0
2021-05-06,520.0,520.0,512.0,518.4,517.7415730337078,89.0,13.0,46079.0,84.0,94.38,8.0,-1.6000000000000227,1620259200.0
2021-05-05,521.65,521.65,516.1,516.4,517.4545454545455,11.0,6.0,5692.0,8.0,72.73,5.5499999999999545,-5.25,1620153000.0
2021-05-04,522.05,523.0,522.0,522.0,522.3658536585366,41.0,16.0,21417.0,36.0,87.8,1.0,-0.0499999999999545,1620086400.0
2021-05-03,525.0,528.95,509.65,520.0,514.6180904522613,199.0,21.0,102409.0,155.0,77.89,19.3,-5.0,1620000000.0
2021-04-30,506.05,530.0,506.05,530.0,509.8965517241379,29.0,5.0,14787.0,28.0,96.55,23.95,23.95,1619740800.0
2021-04-29,505.0,516.0,493.0,512.5,506.6216216216216,259.0,63.0,131215.0,109.0,42.08,23.0,7.5,1619654400.0
2021-04-28,508.5,514.0,505.0,507.6,508.76,75.0,21.0,38157.0,53.0,70.67,9.0,-0.9,1619568000.0
2021-04-27,500.0,503.3,500.0,503.3,501.8478260869565,46.0,5.0,23085.0,46.0,100.0,3.3,3.3,1619481600.0
2021-04-26,505.0,505.0,492.0,496.7,503.13333333333327,315.0,38.0,158487.0,250.0,79.36,13.0,-8.3,1619395200.0
2021-04-23,506.65,529.5,491.0,492.75,501.21638655462175,476.0,53.0,238579.0,255.0,53.57,38.5,-13.9,1619136000.0
2021-04-22,490.0,518.75,488.4,518.75,490.0238095238095,42.0,7.0,20581.0,41.0,97.62,30.35,28.75,1619049600.0
2021-04-20,488.0,500.0,488.0,490.0,494.960396039604,101.0,13.0,49991.0,88.0,87.13,12.0,2.0,1618876800.0
2021-04-19,548.0,548.0,460.05,488.0,487.0514950166113,602.0,65.0,293205.0,246.0,40.86,87.95,-60.0,1618790400.0
2021-04-16,505.0,510.0,497.0,505.0,501.604407135362,953.0,77.0,478029.0,736.0,77.23,13.0,0.0,1618531200.0
2021-04-15,504.0,509.0,500.0,505.3,505.6417910447761,67.0,24.0,33878.0,51.0,76.12,9.0,1.3,1618444800.0
2021-04-13,518.6,518.7,500.0,506.0,513.2296819787986,283.0,32.0,145244.0,264.0,93.29,18.7,-12.6,1618272000.0
2021-04-12,511.0,517.9,510.1,512.0,512.6623376623377,154.0,14.0,78950.0,151.0,98.05,7.8,1.0,1618185600.0
2021-04-09,535.0,539.0,531.9,539.0,534.8666666666667,60.0,23.0,32092.0,45.0,75.0,7.1,4.0,1617926400.0
2021-04-08,531.15,540.0,531.15,538.65,535.4857142857143,105.0,26.0,56226.0,82.0,78.1,8.85,7.5,1617840000.0
2021-04-07,527.0,528.5,527.0,527.0,527.2619047619048,42.0,14.0,22145.0,41.0,97.62,1.5,0.0,1617753600.0
2021-04-06,531.0,531.0,523.85,527.0,525.1414141414141,198.0,27.0,103978.0,176.0,88.89,7.15,-4.0,1617667200.0
