Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-17,6.36,7.02,6.36,6.92,6.776604872575469,242418.0,441.0,1642771.0,242418.0,100.0,0.6599999999999993,0.5599999999999996,1621209600.0
2021-05-10,6.14,6.78,6.14,6.69,6.384858435273962,266168.0,419.0,1699445.0,266168.0,100.0,0.6400000000000006,0.5500000000000007,1620585000.0
2021-05-03,6.46,6.46,6.46,6.46,6.459991384085175,81245.0,114.0,524842.0,81245.0,100.0,0.0,0.0,1620000000.0
2021-04-26,6.79,6.79,6.79,6.79,6.78998824794339,39993.0,67.0,271552.0,39993.0,100.0,0.0,0.0,1619395200.0
2021-04-19,7.14,7.14,7.14,7.14,7.139996233285204,15929.0,42.0,113733.0,15929.0,100.0,0.0,0.0,1618790400.0
2021-04-12,7.51,7.51,7.51,7.51,7.509997037914693,13504.0,35.0,101415.0,13504.0,100.0,0.0,0.0,1618185600.0
2021-04-05,7.9,8.15,7.9,7.9,7.906647869950217,45398.0,85.0,358946.0,45398.0,100.0,0.25,0.0,1617580800.0
2021-03-12,8.5,8.89,8.21,8.31,8.52482048079925,44842.0,171.0,382270.0,44842.0,100.0,0.68,-0.19,1615507200.0
2021-03-10,8.67,9.0,8.5,8.56,8.676761114868471,112372.0,155.0,975025.0,112372.0,100.0,0.5,-0.11,1615334400.0
2021-03-09,8.9,8.99,8.73,8.91,8.859158333585087,33101.0,104.0,293247.0,33101.0,100.0,0.26,0.01,1615248000.0
2021-03-08,9.4,9.4,8.85,9.03,9.04754855003048,34449.0,93.0,311679.0,34449.0,100.0,0.55,-0.37,1615161600.0
2021-03-05,9.25,9.6,9.02,9.25,9.258990007778376,33426.0,126.0,309491.0,33426.0,100.0,0.58,0.0,1614902400.0
2021-03-04,9.55,9.55,8.81,9.4,9.147452601311889,33387.0,133.0,305406.0,33387.0,100.0,0.74,-0.15,1614816000.0
2021-03-03,9.79,10.0,9.1,9.24,9.462988515979704,89864.0,206.0,850382.0,89864.0,100.0,0.9,-0.55,1614729600.0
2021-03-02,9.75,10.0,9.26,9.56,9.512270765911545,29664.0,104.0,282172.0,29664.0,100.0,0.74,-0.19,1614643200.0
2021-03-01,9.9,9.93,9.41,9.67,9.643338316446115,54183.0,135.0,522505.0,54183.0,100.0,0.52,-0.23,1614556800.0
2021-02-26,9.45,9.46,8.6,9.46,9.245907150300871,59494.0,163.0,550076.0,59494.0,100.0,0.86,0.01,1614297600.0
2021-02-25,9.0,9.01,8.65,9.01,8.996879839138373,43267.0,83.0,389268.0,43267.0,100.0,0.36,0.01,1614211200.0
2021-02-24,8.2,8.59,8.05,8.59,8.42323209256299,39411.0,110.0,331968.0,39411.0,100.0,0.54,0.39,1614124800.0
2021-02-23,8.4,8.4,8.0,8.19,8.180729653882132,26725.0,102.0,218630.0,26725.0,100.0,0.4,-0.21,1614038400.0
2021-02-22,8.25,8.46,8.02,8.07,8.084649655731065,101229.0,233.0,818401.0,101229.0,100.0,0.44,-0.18,1613952000.0
2021-02-19,8.35,8.76,8.35,8.44,8.510517280605598,48349.0,110.0,411475.0,48349.0,100.0,0.41,0.09,1613692800.0
2021-02-18,8.85,8.85,8.25,8.38,8.41327344144985,51426.0,139.0,432661.0,51426.0,100.0,0.6,-0.47,1613606400.0
2021-02-17,8.56,8.89,8.56,8.56,8.577120188483573,99319.0,216.0,851871.0,99319.0,100.0,0.33,0.0,1613520000.0
2021-02-16,9.77,9.77,9.01,9.01,9.0698835094405,92368.0,160.0,837767.0,92368.0,100.0,0.76,-0.76,1613433600.0
2021-02-15,10.1,10.1,9.41,9.48,9.557777852665632,59348.0,122.0,567235.0,59348.0,100.0,0.69,-0.62,1613347200.0
2021-02-12,9.8,9.97,9.2,9.89,9.53346120072099,43274.0,129.0,412551.0,43274.0,100.0,0.77,0.09,1613088000.0
