Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Upper Band,Lower Band,Band Area,Previous 30 days LB,Previous 30 days UB,Previous 60 days LB,Previous 60 days UB,Previous 90 days LB,Previous 90 days UB,Previous 180 days LB,Previous 180 days UB,Previous 360 days LB,Previous 360 days UB,Previous 720 days LB,Previous 720 days UB,Previous 1080 days LB,Previous 1080 days UB,Next 30 days LB,Next 30 days UB,Next 60 days LB,Next 60 days UB,Next 90 days LB,Next 90 days UB,Next 180 days LB,Next 180 days UB,Next 360 days LB,Next 360 days UB,Next 720 days LB,Next 720 days UB,Next 1080 days LB,Next 1080 days UB,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price,Open Price GR,High Price GR,Low Price GR,Close Price GR,Next Day Open Price GR,Next Day High Price GR,Next Day Low Price GR,Next Day Close Price GR,WAP GR,No.of Shares GR,No. of Trades GR,Total Turnover (Rs.) GR,Deliverable Quantity GR,% Deli. Qty to Traded Qty GR,Spread High-Low GR,Spread Close-Open GR,Alpha GR,Beta GR,Sequential Increase,Sequential Decrease,Sequential Increase %,Sequential Decrease %,Max Inc % in 90 days,Max Dec % in 90 days,Min Inc % in 90 days,Min Dec % in 90 days,Avg Inc % in 90 days,Avg Dec % in 90 days,Max Inc % in 180 days,Max Dec % in 180 days,Min Inc % in 180 days,Min Dec % in 180 days,Avg Inc % in 180 days,Avg Dec % in 180 days,Max Inc % in 365 days,Max Dec % in 365 days,Min Inc % in 365 days,Min Dec % in 365 days,Avg Inc % in 365 days,Avg Dec % in 365 days,Revenue GR,Dividend Value GR,Income GR,Expenditure GR,Net Profit GR,EPS GR,CP % LV 7 days,CP % HV 7 days,CP % BA 7 days,CP % LV 30 days,CP % HV 30 days,CP % BA 30 days,CP % LV 90 days,CP % HV 90 days,CP % BA 90 days,CP % LV 180 days,CP % HV 180 days,CP % BA 180 days,CP % LV 365 days,CP % HV 365 days,CP % BA 365 days
2021-09-14,6.9,6.9,6.9,6.9,6.9,100.0,4.0,690.0,100.0,100.0,0.0,0.0,1631577600.0,0,0.0,23711.05,0.3531036981295532,0.1259833502741807,,29.275362318840582,-75.35263094633093,,18.0,6.11,11.89,0.9565217391304347,1.0565217391304347,0.9565217391304347,1.353623188405797,0.8855072463768116,1.353623188405797,0.8855072463768116,1.353623188405797,0.8855072463768116,1.353623188405797,0.8855072463768116,1.7942028985507246,0.8855072463768116,2.608695652173913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04000000000002,265.73,-14.79,10.96,0.13,0,0,0,0,0,,,,,,0.0,0.0,0.0,0.0,,,,,0.009756097560975705,15.666666666666666,-0.2,15.829268292682928,15.666666666666666,0.0,,,,0.0018074880123408422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0454545454545456,0.9956709956709958,20.909090909090907,1.0454545454545456,0.9465020576131687,9.999999999999995,1.1292962356792144,0.7387580299785867,2.1362229102167185,1.1292962356792144,0.7387580299785867,2.1362229102167185,1.1292962356792144,0.7150259067357513,1.9491525423728815
2021-09-13,6.9,6.9,6.9,6.9,6.833333333333333,6.0,5.0,41.0,6.0,100.0,0.0,0.0,1631491200.0,0,0.0,23627.62,0.0877709483244171,0.1257560477254376,0.06,29.275362318840582,-75.26560017471078,38.68801208935874,18.0,6.11,11.89,0.9565217391304347,1.0565217391304347,0.9565217391304347,1.353623188405797,0.8855072463768116,1.353623188405797,0.8855072463768116,1.353623188405797,0.8855072463768116,1.353623188405797,0.8855072463768116,1.7942028985507246,0.8855072463768116,2.608695652173913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04000000000002,265.73,-14.79,10.96,0.13,0,0,0,0,0,,6.9,6.9,6.9,6.9,-0.004329004329004237,-0.004329004329004237,0.0,0.0,0.0,0.0,0.0,0.0,-0.009538621047174787,-0.9871244635193133,0.6666666666666666,-0.9872472783825816,-0.9871244635193133,0.0,-1.0,-1.0,4.7598151453465967e-05,0.0017560565109194725,0.0,1.0,-0.004329004329004237,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0454545454545456,0.9956709956709958,20.909090909090907,1.0454545454545456,0.9465020576131687,9.999999999999995,1.1292962356792144,0.7387580299785867,2.1362229102167185,1.1292962356792144,0.7387580299785867,2.1362229102167185,1.1292962356792144,0.7150259067357513,1.9491525423728815
2021-09-09,6.93,6.93,6.9,6.9,6.899141630901288,466.0,3.0,3215.0,466.0,100.0,0.0299999999999993,-0.0299999999999993,1631145600.0,0,-0.4329004329004182,23606.9,0.2165062680687279,0.1255356001174991,0.04,29.275362318840585,-75.24389055742178,38.68617069914665,18.0,6.11,11.89,0.9565217391304348,1.056521739130435,0.9565217391304348,1.353623188405797,0.8855072463768116,1.353623188405797,0.8855072463768116,1.353623188405797,0.8855072463768116,1.3985507246376812,0.8855072463768116,1.7942028985507246,0.8855072463768116,2.608695652173913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04,265.73,-14.79,10.96,0.13,0,0,0,0,0,,6.9,6.9,6.9,6.9,0.05,0.0,0.0454545454545455,-0.0043290043290042,-0.0043290043290042,-0.0043290043290042,0.0,0.0,0.0030002099272252,3.355140186915888,-0.5714285714285714,3.3682065217391304,3.355140186915888,0.0,-0.9090909090909112,-1.0909090909090888,0.0155265624379296,0.0017364402006244594,1.0,0.0,,-0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0454545454545456,0.9956709956709958,20.909090909090907,1.0454545454545456,0.9465020576131687,9.999999999999996,1.1292962356792144,0.7387580299785867,2.1362229102167185,1.1292962356792144,0.7387580299785867,2.1362229102167185,1.1292962356792144,0.6831683168316832,1.7293233082706772
2021-09-08,6.6,6.93,6.6,6.93,6.878504672897196,107.0,7.0,736.0,107.0,100.0,0.33,0.33,1631059200.0,0,5.000000000000004,23555.9,0.1066687065463201,0.1253179929167369,0.05,28.71572871572872,-75.19029202874864,38.09469109924065,18.0,6.11,11.89,0.9523809523809524,1.051948051948052,0.9523809523809524,1.3477633477633475,0.8816738816738817,1.3477633477633475,0.8816738816738817,1.3477633477633475,0.8816738816738817,1.392496392496393,0.8816738816738817,1.7864357864357867,0.8816738816738817,2.5974025974025974,0.9956709956709958,1.0,0.9956709956709958,1.0,0.9956709956709958,1.0,0.9956709956709958,1.0,0.9956709956709958,1.0,0.9956709956709958,1.0,0.9956709956709958,1.0,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04,265.73,-14.79,10.96,0.13,0,0,0,0,0,,6.93,6.93,6.9,6.9,0.0,0.05,0.0,0.05,0.05,0.0,0.0454545454545455,-0.0043290043290042,0.0421976777116964,1.675,1.3333333333333333,1.7878787878787878,1.675,0.0,inf,inf,-0.145170047850237,-0.00389920123907346,0.0,1.0,-0.0476190476190476,,,-0.0476190476190476,,-0.0476190476190476,,-0.0476190476190476,,-0.0476190476190476,,-0.0476190476190476,,-0.0476190476190476,,-0.0476190476190476,,-0.0476190476190476,,-0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.0,21.0,1.05,0.9506172839506172,10.04347826086956,1.134206219312602,0.7419700214132762,2.145510835913313,1.134206219312602,0.7419700214132762,2.145510835913313,1.134206219312602,0.6827586206896551,1.715346534653465
2021-09-07,6.6,6.6,6.6,6.6,6.6,40.0,3.0,264.0,40.0,100.0,0.0,0.0,1630972800.0,0,-4.761904761904767,23530.8,-0.1525454294716066,0.1258085457542278,0.05,35.15151515151516,-75.16382783415779,44.564057451939405,18.0,6.11,11.89,1.0,1.1045454545454547,0.9651515151515152,1.4151515151515153,0.925757575757576,1.4151515151515153,0.925757575757576,1.4151515151515153,0.925757575757576,1.4621212121212122,0.925757575757576,1.875757575757576,0.925757575757576,2.7272727272727275,1.0,1.05,1.0,1.05,1.0,1.05,1.0,1.05,1.0,1.05,1.0,1.05,1.0,1.05,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04,265.73,-14.79,10.96,0.13,0,0,0,0,0,,6.6,6.93,6.6,6.93,-0.0946502057613169,-0.0946502057613169,-0.0476190476190476,-0.0476190476190476,0.0,0.05,0.0,0.05,-0.0725490196078432,-0.689922480620155,-0.5,-0.7124183006535948,-0.689922480620155,0.0,-1.0,-1.0,,-0.0033163888677166208,0.0,1.0,-0.0493827160493827,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9053497942386832,9.565217391304342,1.0,0.9053497942386832,9.565217391304342,1.0801963993453354,0.7066381156316917,2.043343653250774,1.0801963993453354,0.7066381156316917,2.043343653250774,1.0801963993453354,0.632183908045977,1.5242494226327947
2021-09-06,7.29,7.29,6.93,6.93,7.116279069767442,129.0,6.0,918.0,129.0,100.0,0.3600000000000003,-0.3600000000000003,1630886400.0,0,-4.938271604938271,23566.75,0.3073053112317536,0.1262271641161059,,28.71572871572872,-75.20171427965248,,18.0,6.11,11.89,0.9668109668109668,1.051948051948052,0.9191919191919192,1.3477633477633475,0.8816738816738817,1.3477633477633475,0.8816738816738817,1.3477633477633475,0.8816738816738817,1.4141414141414144,0.8816738816738817,1.7864357864357867,0.8816738816738817,2.5974025974025974,0.9523809523809524,1.0,0.9523809523809524,1.0,0.9523809523809524,1.0,0.9523809523809524,1.0,0.9523809523809524,1.0,0.9523809523809524,1.0,0.9523809523809524,1.0,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04,265.73,-14.79,10.96,0.13,0,0,0,0,0,,6.6,6.6,6.6,6.6,0.0027510316368638,0.0,-0.0467675378266849,-0.0493827160493827,-0.0946502057613169,-0.0946502057613169,-0.0476190476190476,-0.0476190476190476,-0.0184442662389735,1.6875,1.0,1.637931034482759,1.6875,0.0,16.999999999999655,-18.99999999999965,,-0.0037659416819843645,1.0,0.0,,-0.0027434842249657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9506172839506172,19.249999999999982,1.034328358208955,0.9506172839506172,11.745762711864408,1.134206219312602,0.7419700214132762,2.145510835913313,1.134206219312602,0.7419700214132762,2.145510835913313,1.134206219312602,0.6637931034482759,1.6004618937644344
2021-08-31,7.27,7.29,7.27,7.29,7.25,48.0,3.0,348.0,48.0,100.0,0.0200000000000004,0.0200000000000004,1630368000.0,0,0.2751031636863965,23174.23,1.102809813515293,0.1267043252157235,0.04,22.359396433470515,-74.7816863818129,31.79962771798061,18.0,6.11,11.89,0.9190672153635115,1.0,0.8737997256515775,1.281207133058985,0.8381344307270233,1.281207133058985,0.8381344307270233,1.281207133058985,0.8381344307270233,1.432098765432099,0.8381344307270233,1.6982167352537725,0.8381344307270233,2.469135802469136,0.9506172839506172,1.0,0.9506172839506172,1.0,0.9506172839506172,1.0,0.9506172839506172,1.0,0.9506172839506172,1.0,0.9506172839506172,1.0,0.9506172839506172,1.0,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04,265.73,-14.79,10.96,0.13,0,0,0,0,0,,7.29,7.29,6.93,6.93,0.049062049062049,0.0027510316368638,0.049062049062049,0.0027510316368638,0.0027510316368638,0.0,-0.0467675378266849,-0.0493827160493827,0.0264530551415797,-0.8315789473684211,-0.25,-0.827123695976155,-0.8315789473684211,0.0,-0.941176470588234,-0.941176470588234,-0.0094540430837182,-0.0011483965046387406,1.0,0.0,,-0.0467675378266849,,-0.0027434842249657,,-0.0467675378266849,,-0.0247555110258253,,-0.0027434842249657,,-0.0467675378266849,,-0.0247555110258253,,-0.0027434842249657,,-0.0467675378266849,,-0.0247555110258253,0.0,0.0,0.0,0.0,0.0,0.0,1.051948051948052,1.0,20.249999999999982,1.0880597014925373,1.0,12.355932203389834,1.193126022913257,0.7805139186295503,2.256965944272446,1.193126022913257,0.7805139186295503,2.256965944272446,1.193126022913257,0.6982758620689655,1.683602771362587
2021-08-30,6.93,7.27,6.93,7.27,7.063157894736842,285.0,4.0,2013.0,285.0,100.0,0.3399999999999998,0.3399999999999998,1630281600.0,0,4.906204906204903,22921.45,1.445866209687563,0.1268499993115463,0.05,22.696011004126547,-74.50357634442848,32.10313211209061,18.0,6.11,11.89,0.9215955983493812,1.002751031636864,0.876203576341128,1.284731774415406,0.8404401650618983,1.284731774415406,0.8404401650618983,1.284731774415406,0.8404401650618983,1.4360385144429162,0.8404401650618983,1.7028885832187073,0.8404401650618983,2.475928473177442,1.0,1.002751031636864,1.0,1.002751031636864,1.0,1.002751031636864,1.0,1.002751031636864,1.0,1.002751031636864,1.0,1.002751031636864,1.0,1.002751031636864,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04,265.73,-14.79,10.96,0.13,0,0,0,0,0,,7.27,7.29,7.27,7.29,0.0,0.049062049062049,0.0,0.049062049062049,0.049062049062049,0.0027510316368638,0.049062049062049,0.0027510316368638,0.1771929824561403,284.0,3.0,334.5,284.0,0.0,inf,inf,-0.1573240925390465,-0.002180724849415786,0.0,0.0,0.0,0.0,,-0.0467675378266849,,-0.0467675378266849,,-0.0467675378266849,,-0.0467675378266849,,-0.0467675378266849,,-0.0467675378266849,,-0.0467675378266849,,-0.0467675378266849,,-0.0467675378266849,0.0,0.0,0.0,0.0,0.0,0.0,1.049062049062049,1.0,21.38235294117648,1.0850746268656717,0.9972565157750344,12.322033898305088,1.1898527004909982,0.778372591006424,2.2507739938080498,1.1898527004909982,0.778372591006424,2.2507739938080498,1.1898527004909982,0.696360153256705,1.678983833718245
2021-08-27,6.93,6.93,6.93,6.93,6.0,1.0,1.0,6.0,1.0,100.0,0.0,0.0,1630022400.0,0,0.0,22594.76,0.6103925249624886,0.1271272288184681,0.05,28.71572871572872,-74.13493217011377,38.0966535626013,18.0,6.11,11.89,0.9668109668109668,1.1255411255411256,0.9191919191919192,1.3477633477633475,0.8816738816738817,1.3477633477633475,0.8816738816738817,1.3477633477633475,0.8816738816738817,1.5064935064935066,0.8816738816738817,1.7864357864357867,0.8816738816738817,2.5974025974025974,1.0,1.049062049062049,1.0,1.049062049062049,1.0,1.049062049062049,1.0,1.049062049062049,1.0,1.049062049062049,1.0,1.049062049062049,1.0,1.049062049062049,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04,265.73,-14.79,10.96,0.13,0,0,0,0,0,,6.93,7.27,6.93,7.27,0.0,0.0,0.0,0.0,0.0,0.049062049062049,0.0,0.049062049062049,-0.1333333333333333,-0.9230769230769232,-0.5,-0.9333333333333332,-0.9230769230769232,0.0,,,0.0013281304144974,0.0020438144861803496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.034328358208955,0.8884615384615384,6.300000000000002,1.134206219312602,0.7419700214132762,2.145510835913313,1.134206219312602,0.7419700214132762,2.145510835913313,1.134206219312602,0.6637931034482759,1.6004618937644344
2021-08-25,6.93,6.93,6.93,6.93,6.923076923076923,13.0,2.0,90.0,13.0,100.0,0.0,0.0,1629849600.0,0,0.0,22440.46,0.215790004885652,0.1268679342965211,0.06,28.71572871572872,-73.95708465869237,38.04612334902774,18.0,6.11,11.89,0.9668109668109668,1.297258297258297,0.9191919191919192,1.3477633477633475,0.8816738816738817,1.3477633477633475,0.8816738816738817,1.3477633477633475,0.8816738816738817,1.5064935064935066,0.8816738816738817,1.7864357864357867,0.8816738816738817,2.5974025974025974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2021,111.06,119.75,-8.61,5.5200000000000005,0.08,251.04,265.73,-14.79,10.96,0.13,0,0,0,0,0,,6.93,6.93,6.93,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650887573964497,5.5,0.0,5.923076923076923,5.5,0.0,,,0.0008835625388844,0.0003179223096052514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034328358208955,1.0,30.13043478260876,1.034328358208955,0.7708565072302558,3.0262008733624453,1.134206219312602,0.7419700214132762,2.145510835913313,1.134206219312602,0.7419700214132762,2.145510835913313,1.134206219312602,0.62152466367713,1.375
