Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Upper Band,Lower Band,Band Area,Previous 30 days LB,Previous 30 days UB,Previous 60 days LB,Previous 60 days UB,Previous 90 days LB,Previous 90 days UB,Previous 180 days LB,Previous 180 days UB,Previous 360 days LB,Previous 360 days UB,Previous 720 days LB,Previous 720 days UB,Previous 1080 days LB,Previous 1080 days UB,Next 30 days LB,Next 30 days UB,Next 60 days LB,Next 60 days UB,Next 90 days LB,Next 90 days UB,Next 180 days LB,Next 180 days UB,Next 360 days LB,Next 360 days UB,Next 720 days LB,Next 720 days UB,Next 1080 days LB,Next 1080 days UB,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price,Open Price GR,High Price GR,Low Price GR,Close Price GR,Next Day Open Price GR,Next Day High Price GR,Next Day Low Price GR,Next Day Close Price GR,WAP GR,No.of Shares GR,No. of Trades GR,Total Turnover (Rs.) GR,Deliverable Quantity GR,% Deli. Qty to Traded Qty GR,Spread High-Low GR,Spread Close-Open GR,Alpha GR,Beta GR,Sequential Increase,Sequential Decrease,Sequential Increase %,Sequential Decrease %,Max Inc % in 90 days,Max Dec % in 90 days,Min Inc % in 90 days,Min Dec % in 90 days,Avg Inc % in 90 days,Avg Dec % in 90 days,Max Inc % in 180 days,Max Dec % in 180 days,Min Inc % in 180 days,Min Dec % in 180 days,Avg Inc % in 180 days,Avg Dec % in 180 days,Max Inc % in 365 days,Max Dec % in 365 days,Min Inc % in 365 days,Min Dec % in 365 days,Avg Inc % in 365 days,Avg Dec % in 365 days,Revenue GR,Dividend Value GR,Income GR,Expenditure GR,Net Profit GR,EPS GR,CP % LV 7 days,CP % HV 7 days,CP % BA 7 days,CP % LV 30 days,CP % HV 30 days,CP % BA 30 days,CP % LV 90 days,CP % HV 90 days,CP % BA 90 days,CP % LV 180 days,CP % HV 180 days,CP % BA 180 days,CP % LV 365 days,CP % HV 365 days,CP % BA 365 days
2021-05-17,49.0,49.9,47.2,48.95,48.54068228508218,101248.0,185.0,4914647.0,26803.0,26.47,2.699999999999996,-0.0499999999999971,1621209600.0,0.0,0.6166495375128589,20180.71,1.6034453331776,0.1130448854559425,,-73.19713993871298,-71.04090985896929,,163.95,7.38,156.57,0.7865168539325842,1.0,0.7865168539325842,1.0,0.7865168539325842,1.0,0.6046986721144024,1.0,0.44841675178753826,1.0255362614913177,0.36976506639427986,2.281920326864147,0.36976506639427986,3.349336057201225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2021,3.73,3.0100000000000002,-1.09,0.06,0.01,42.849999999999994,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,,,,,0.010309278350515464,0.01836734693877548,0.024972855591748225,0.006166495375128557,,,,,0.009288821262088376,4.997393673735339,2.135593220338983,5.0531023916090465,3.340566801619433,-0.27638053581191907,-0.08474576271186658,-1.3333333333333173,,0.0016279357714614566,1.0,0.0,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,,,,,,,1.033790918690602,1.0,30.593749999999975,1.2714285714285716,1.0,4.6842105263157885,1.2714285714285716,1.0,4.6842105263157885,1.6537162162162162,1.0,2.5297157622739017,2.2927400468384076,0.9750996015936255,1.6967071057192376
2021-05-14,48.5,49.0,46.05,48.65,48.09394621490345,16882.0,59.0,811922.0,6175.0,36.58,2.950000000000003,0.1499999999999985,1620950400.0,0.0,0.7246376811594235,19862.23,-0.5295978862158268,0.1128611547449248,0.01,-73.03186022610484,-70.57656667957224,-65.07537880116868,163.95,7.38,156.57,0.7913669064748202,1.0030832476875642,0.7913669064748202,1.0030832476875642,0.7913669064748202,1.0030832476875642,0.6084275436793423,1.0030832476875642,0.4511819116135663,1.0318602261048304,0.37204522096608433,2.2959917780061665,0.37204522096608433,3.369989722507708,1.0,1.0061664953751286,1.0,1.0061664953751286,1.0,1.0061664953751286,1.0,1.0061664953751286,1.0,1.0061664953751286,1.0,1.0061664953751286,1.0,1.0061664953751286,,,,,,2021,3.73,3.0100000000000002,-1.09,0.06,0.01,42.849999999999994,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,49.0,49.9,47.2,48.95,-0.03482587064676617,-0.035433070866141676,0.02333333333333327,0.0072463768115942325,0.010309278350515464,0.01836734693877548,0.024972855591748225,0.006166495375128557,-0.008610264812583717,-0.007174782404140202,-0.5902777777777778,-0.015723270440251572,-0.2655803996194101,-0.2602628918099091,-0.49137931034482685,-1.076923076923076,0.003115060254283522,0.00025708937711937734,0.0,1.0,-0.010245901639344263,0.010351966873706004,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,0.0072463768115942325,-0.007194244604316576,,,,,,,1.0787139689578713,0.9969262295081968,13.148648648648663,1.2636363636363637,0.9969262295081968,4.723300970873788,1.2636363636363637,0.9969262295081968,4.723300970873788,1.643581081081081,0.9969262295081968,2.533854166666667,2.494871794871795,0.9691235059760955,1.5846905537459282
2021-05-12,50.25,50.8,45.0,48.3,48.51164431898377,17004.0,144.0,824892.0,8408.0,49.45,5.799999999999997,-1.9500000000000028,1620757800.0,0.0,-1.0245901639344246,19967.98,-0.8174324663294041,0.1128321467985853,0.02,-72.83643892339543,-70.73239256048934,-64.87329457965916,163.95,7.38,156.57,0.7971014492753624,1.010351966873706,0.7971014492753624,1.010351966873706,0.7971014492753624,1.010351966873706,0.6128364389233956,1.010351966873706,0.44202898550724645,1.039337474120083,0.37474120082815743,2.3126293995859215,0.36459627329192545,3.3944099378881987,1.0,1.013457556935818,1.0,1.013457556935818,1.0,1.013457556935818,1.0,1.013457556935818,1.0,1.013457556935818,1.0,1.013457556935818,1.0,1.013457556935818,,,,,,2021,3.73,3.0100000000000002,-1.09,0.06,0.01,42.849999999999994,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,48.5,49.0,46.05,48.65,-0.01951219512195122,-0.008780487804878103,-0.024918743228602352,-0.010245901639344263,-0.03482587064676617,-0.035433070866141676,0.02333333333333327,0.0072463768115942325,0.0162472854955515,0.5540120636081155,1.5714285714285714,0.5792605412690877,0.514136502791284,-0.025615763546797975,0.13725490196078344,-0.20408163265306098,-0.0037773839174571884,0.0004411102498992326,1.0,0.0,0.030623020063357882,-0.029713114754098276,0.030623020063357882,-0.007194244604316576,0.0072463768115942325,-0.029713114754098276,0.01893469843747606,-0.018453679679207427,0.030623020063357882,-0.007194244604316576,0.0072463768115942325,-0.029713114754098276,0.01893469843747606,-0.018453679679207427,0.030623020063357882,-0.007194244604316576,0.0072463768115942325,-0.029713114754098276,0.01893469843747606,-0.018453679679207427,,,,,,,1.1298245614035087,0.9897540983606558,7.9834710743801685,1.2545454545454544,0.9897540983606558,4.689320388349516,1.2545454545454544,0.9897540983606558,4.689320388349516,1.6317567567567566,0.9897540983606558,2.5156250000000004,2.668508287292817,0.9621513944223107,1.5046728971962615
2021-05-11,51.25,51.25,46.15,48.8,47.73606287698775,10942.0,56.0,522328.0,5553.0,50.75,5.100000000000001,-2.450000000000003,1620671400.0,0.0,3.062302006335793,20132.55,-0.2042752565709071,0.1127823973271161,0.01,-73.11475409836066,-70.97163548581774,-65.11927508207064,163.95,7.38,156.57,0.7889344262295083,1.0,0.7889344262295083,1.0,0.7889344262295083,1.0,0.6065573770491804,1.0,0.4375,1.028688524590164,0.3709016393442623,2.2889344262295084,0.3608606557377049,3.359631147540984,0.9897540983606558,1.0,0.9897540983606558,1.0,0.9897540983606558,1.0,0.9897540983606558,1.0,0.9897540983606558,1.0,0.9897540983606558,1.0,0.9897540983606558,1.0,,,,,,2021,3.73,3.01,-1.09,0.06,0.01,42.85,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,50.25,50.8,45.0,48.3,0.033266129032258,0.033266129032258,0.0417607223476298,0.0306230200633578,-0.0195121951219512,-0.0087804878048781,-0.0249187432286023,-0.0102459016393442,0.0151653799863707,-0.7531638430824066,-0.4455445544554455,-0.7494204789683758,-0.7425949103045474,0.0427367988493938,-0.0377358490566042,0.0888888888888901,0.0128408358582835,-0.0005564813377130233,2.0,0.0,0.072480181200453,-0.0475184794086589,0.1053227633069082,-0.0297131147540982,0.1053227633069082,-0.0475184794086589,0.1053227633069082,-0.0386157970813786,0.1053227633069082,-0.0297131147540982,0.1053227633069082,-0.0475184794086589,0.1053227633069082,-0.0386157970813786,0.1053227633069082,-0.0297131147540982,0.1053227633069082,-0.0475184794086589,0.1053227633069082,-0.0386157970813786,,,,,,,1.1830303030303029,1.0,6.463576158940399,1.2675324675324675,1.0,4.737864077669904,1.2675324675324675,1.0,4.737864077669904,1.6486486486486485,1.0,2.541666666666667,2.696132596685082,0.9721115537848604,1.5202492211838006
2021-05-10,49.6,49.6,44.3,47.35,47.022942092084186,44329.0,101.0,2084480.0,21573.0,48.67,5.300000000000004,-2.25,1620585000.0,0.0,4.988913525498884,20173.76,0.8667322319892312,0.1128451935713892,0.02,-72.29144667370645,-71.03093325190744,-64.2936903574671,163.95,7.38,156.57,0.8130939809926082,1.0,0.8130939809926082,1.004223864836325,0.8130939809926082,1.004223864836325,0.6251319957761352,1.004223864836325,0.4318901795142555,1.0601900739176346,0.382259767687434,2.359028511087645,0.3719112988384371,3.462513199577613,1.0,1.030623020063358,1.0,1.030623020063358,1.0,1.030623020063358,1.0,1.030623020063358,1.0,1.030623020063358,1.0,1.030623020063358,1.0,1.030623020063358,,,,,,2021,3.73,3.01,-1.09,0.06,0.01,42.85,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,51.25,51.25,46.15,48.8,0.0913091309130912,0.0666666666666667,0.018390804597701,0.0498891352549889,0.033266129032258,0.033266129032258,0.0417607223476298,0.0306230200633578,0.0566864306909889,-0.427259102302385,-0.2230769230769231,-0.3947924651011544,-0.3521621621621622,0.1313342631334262,0.766666666666668,5.428571428571402,0.021687271451556,-0.0013418170686360026,1.0,0.0,0.0215175537938845,-0.0210643015521064,0.1053227633069082,-0.0210643015521064,0.1053227633069082,-0.0475184794086589,0.1053227633069082,-0.0327652985716212,0.1053227633069082,-0.0210643015521064,0.1053227633069082,-0.0475184794086589,0.1053227633069082,-0.0327652985716212,0.1053227633069082,-0.0210643015521064,0.1053227633069082,-0.0475184794086589,0.1053227633069082,-0.0327652985716212,,,,,,,1.1926952141057934,1.0,6.189542483660132,1.22987012987013,1.0,5.350282485875706,1.22987012987013,0.9957939011566772,5.2320441988950295,1.599662162162162,0.9957939011566772,2.6378830083565465,2.616022099447514,0.943227091633466,1.4750778816199377
2021-05-07,45.45,46.5,43.5,45.1,44.50037468668441,77398.0,130.0,3444240.0,33300.0,43.02,3.0,-0.3500000000000014,1620345600.0,0.0,2.1517553793884536,20000.41,0.4851322734043872,0.1129968146259558,0.02,-70.9090909090909,-70.77984901309523,-62.92893349461252,163.95,7.38,156.57,0.8536585365853658,1.0,0.8536585365853658,1.0543237250554325,0.8536585365853658,1.0543237250554325,0.656319290465632,1.0543237250554325,0.401330376940133,1.1130820399113082,0.401330376940133,2.476718403547672,0.3904656319290465,3.635254988913525,1.0,1.0498891352549888,1.0,1.0498891352549888,1.0,1.0498891352549888,1.0,1.0498891352549888,1.0,1.0498891352549888,1.0,1.0498891352549888,1.0,1.0498891352549888,,,,,,2021,3.73,3.01,-1.09,0.06,0.01,42.85,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,49.6,49.6,44.3,47.35,0.0213483146067416,0.0449438202247191,0.0332541567695961,0.0215175537938845,0.0913091309130912,0.0666666666666667,0.018390804597701,0.0498891352549889,0.016728591001381,0.1272483651563478,-0.2857142857142857,0.1461056420140238,0.1804324707550514,0.0469700657094183,0.2500000000000007,-0.0,-0.0745673583949588,-0.03546019791820008,1.0,0.0,0.0327485380116958,-0.0317100792751981,0.0549707602339181,-0.0210643015521064,0.0549707602339181,-0.0317100792751981,0.0549707602339181,-0.0263871904136523,0.0549707602339181,-0.0210643015521064,0.0549707602339181,-0.0317100792751981,0.0549707602339181,-0.0263871904136523,0.0549707602339181,-0.0210643015521064,0.0549707602339181,-0.0317100792751981,0.0549707602339181,-0.0263871904136523,,,,,,,1.1360201511335013,1.0,8.351851851851855,1.1714285714285717,1.0,6.833333333333332,1.1714285714285717,0.9484752891692956,4.983425414364643,1.523648648648649,0.9484752891692956,2.512534818941505,2.4917127071823204,0.898406374501992,1.4049844236760125
2021-05-06,44.5,44.5,42.1,44.15,43.76819446264983,68661.0,182.0,3005168.0,28210.0,41.09,2.3999999999999986,-0.3500000000000014,1620259200.0,0.0,3.274853801169586,19903.85,0.7012816439365022,0.1171510127234468,0.02,-76.22650056625142,-70.63809263032026,-67.99947469485252,131.16,5.904,125.256,0.8720271800679502,1.0,0.8720271800679502,1.0770101925254814,0.8720271800679502,1.0770101925254814,0.6704416761041904,1.0770101925254814,0.3279728199320499,1.0770101925254814,0.3279728199320499,2.0240090600226504,0.3190939977349943,2.970781426953568,1.0,1.0215175537938843,1.0,1.0215175537938843,1.0,1.0215175537938843,1.0,1.0215175537938843,1.0,1.0215175537938843,1.0,1.0215175537938843,1.0,1.0215175537938843,,,,,,2021,3.73,3.01,-1.09,0.06,0.01,42.85,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,45.45,46.5,43.5,45.1,0.0300925925925925,0.0300925925925925,0.0268292682926829,0.0327485380116958,0.0213483146067416,0.0449438202247191,0.0332541567695961,0.0215175537938845,0.0396909388486358,0.13690328349312,0.3481481481481481,0.1820280421950587,0.1460491570180784,0.0080961727183514,0.0909090909090888,-0.2222222222222238,0.0112253008183778,-0.00046004177590753306,2.0,0.0,0.0768261964735515,-0.0350877192982456,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0350877192982456,0.1120906801007555,-0.0333988992867218,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0350877192982456,0.1120906801007555,-0.0333988992867218,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0350877192982456,0.1120906801007555,-0.0333988992867218,0.0,0.0,0.0,0.0,0.0,0.0,1.1120906801007555,1.0,9.921348314606751,1.1467532467532466,1.0,7.8141592920354,1.1467532467532466,0.928496319663512,4.878453038674034,1.491554054054054,0.928496319663512,2.459610027855154,3.04903314917127,0.928496319663512,1.335046870275174
2021-05-05,43.2,43.2,41.0,42.75,42.097312602453925,60393.0,135.0,2542383.0,24615.0,40.76,2.200000000000003,-0.4500000000000028,1620153000.0,0.0,3.6363636363636376,19765.24,0.9131340691163724,0.11720493188845789,0.02,-75.44795321637426,-70.43218296362706,-67.24463345588862,131.16,5.904,125.256,0.9005847953216374,1.0,0.9005847953216374,1.112280701754386,0.9005847953216374,1.112280701754386,0.6923976608187135,1.112280701754386,0.3387134502923977,1.112280701754386,0.3387134502923977,2.090292397660819,0.3295438596491228,3.0680701754385966,1.0,1.0549707602339182,1.0,1.0549707602339182,1.0,1.0549707602339182,1.0,1.0549707602339182,1.0,1.0549707602339182,1.0,1.0549707602339182,1.0,1.0549707602339182,,,,,,2021,3.73,3.01,-1.09,0.06,0.01,42.85,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,44.5,44.5,42.1,44.15,0.0854271356783921,0.0310262529832936,0.0649350649350649,0.0363636363636363,0.0300925925925925,0.0300925925925925,0.0268292682926829,0.0327485380116958,0.0480445340181269,0.683851000947973,0.1739130434782608,0.764750837644475,1.607521186440678,0.5486322188449847,-0.3529411764705871,-1.3103448275862082,0.0130057314104909,-0.000433389710132949,1.0,0.0,0.0390428211586901,-0.0375757575757575,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.034791185383067,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.034791185383067,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.034791185383067,0.0,0.0,0.0,0.0,0.0,0.0,1.1018041237113405,1.0,10.822784810126574,1.1103896103896105,1.0,10.058823529411764,1.1103896103896105,0.8990536277602524,4.72375690607735,1.4442567567567566,0.8990536277602524,2.3816155988857943,2.952348066298342,0.8990536277602524,1.2927124281826432
2021-05-04,39.8,41.9,38.5,41.25,40.16748452573468,35866.0,115.0,1440647.0,9440.0,26.32,3.3999999999999986,1.4500000000000028,1620086400.0,0.0,3.9042821158690177,19586.39,-0.7538322466096092,0.1172557493236687,0.02,-74.55515151515151,-70.16218915277395,-66.3812961475138,131.16,5.904,125.256,0.9333333333333332,1.0206060606060607,0.9333333333333332,1.1527272727272726,0.9333333333333332,1.1527272727272726,0.673939393939394,1.1527272727272726,0.3510303030303031,1.1527272727272726,0.3510303030303031,2.166303030303031,0.3415272727272727,3.179636363636364,1.0,1.0933333333333333,1.0,1.0933333333333333,1.0,1.0933333333333333,1.0,1.0933333333333333,1.0,1.0933333333333333,1.0,1.0933333333333333,1.0,1.0933333333333333,,,,,,2021,3.73,3.01,-1.09,0.06,0.01,42.85,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,43.2,43.2,41.0,42.75,0.0364583333333333,0.021951219512195,0.02803738317757,0.0390428211586901,0.0854271356783921,0.0310262529832936,0.0649350649350649,0.0363636363636363,0.0206427739908195,2.442034548944338,1.6744186046511629,2.513087690206789,37.21862348178138,10.10548523206751,-0.0422535211267609,0.1153846153846175,0.0153887068074298,-0.0006495856297280307,0.0,1.0,-0.0161090458488227,0.0163727959697732,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.034791185383067,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.034791185383067,0.1120906801007555,-0.0317100792751981,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.034791185383067,0.0,0.0,0.0,0.0,0.0,0.0,1.064516129032258,1.0,16.5,1.0714285714285714,0.9798099762470308,11.458333333333329,1.0714285714285714,0.8675078864353313,4.558011049723758,1.4838129496402876,0.8675078864353313,2.0886075949367093,2.848756906077348,0.8675078864353313,1.247354097369217
2021-05-03,38.4,41.0,37.45,39.7,39.35508637236085,10420.0,43.0,410080.0,247.0,2.37,3.55,1.3,1620000000.0,0.0,-1.6109045848822778,19735.16,0.2317984389665239,0.11733196648300379,0.04,-73.5617128463476,-70.38711619262271,-65.37525550803976,131.16,5.904,125.256,0.9697732997481108,1.0604534005037782,0.9697732997481108,1.1977329974811082,0.9697732997481108,1.1977329974811082,0.6120906801007556,1.1977329974811082,0.364735516372796,1.1977329974811082,0.364735516372796,2.2508816120906805,0.3548614609571788,3.3037783375314858,1.0,1.1360201511335013,1.0,1.1360201511335013,1.0,1.1360201511335013,1.0,1.1360201511335013,1.0,1.1360201511335013,1.0,1.1360201511335013,1.0,1.1360201511335013,,,,,,2021,3.73,3.01,-1.09,0.06,0.01,42.85,42.46,-23.52,1.24,0.39,225.41,225.65,-26.49,9.88,2.6,,39.8,41.9,38.5,41.25,0.0065530799475753,0.0123456790123456,-0.0183486238532109,-0.0161090458488227,0.0364583333333333,0.021951219512195,0.02803738317757,0.0390428211586901,-0.0098055219160157,-0.1441478439425051,0.34375,-0.1525399210155964,-0.8855951829550718,-0.8663282571912013,0.5106382978723403,-0.4090909090909091,-0.0060652781091739,-0.0002238877894156563,4.0,0.0,0.048051948051948,-0.0123915737298636,0.1120906801007555,-0.0123915737298636,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.0291912824697662,0.1120906801007555,-0.0123915737298636,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.0291912824697662,0.1120906801007555,-0.0123915737298636,0.1120906801007555,-0.0375757575757575,0.1120906801007555,-0.0291912824697662,0.0,0.0,0.0,0.0,0.0,0.0,1.0311688311688312,0.9838909541511772,21.459459459459445,1.0311688311688312,0.9429928741092636,11.027777777777777,1.0311688311688312,0.8349106203995795,4.386740331491715,1.6337448559670782,0.8349106203995795,1.7075268817204303,2.7417127071823204,0.8349106203995795,1.2004838221953436
