company,code,average_return_percent,simulation_result
NBCC INDIA LTD,534309,0.4959449594495945,"[{'investment': 99999.0, 'shares': 3252, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 30.75}, {'investment': 149593.0, 'shares': 3252, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 46.0}]"
DALMIA BHARAT LTD,542216,0.3240145071020145,"[{'investment': 98986.0, 'shares': 86, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 1151.0}, {'investment': 131058.90000000001, 'shares': 86, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 1512.15}]"
CONTAINER CORPN OF INDIA LTD,531344,0.30578124663591344,"[{'investment': 99859.95000000001, 'shares': 237, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 421.35}, {'investment': 130395.25, 'shares': 237, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 549.6}]"
MOTHERSON SUMI SYSTEMS LTD,517334,0.2879410468981538,"[{'investment': 99876.0, 'shares': 656, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 152.25}, {'investment': 128634.40000000001, 'shares': 656, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 195.9}]"
QUESS CORP LTD,539978,0.2786572764301054,"[{'investment': 99677.99999999999, 'shares': 185, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 538.8}, {'investment': 127454.00000000003, 'shares': 185, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 687.2}]"
BASF INDIA LTD,500042,0.24313572080085527,"[{'investment': 99438.7, 'shares': 62, 'entry': True, 'exit': False, 'date': '03-02-2021', 'close': 1603.85}, {'investment': 123615.8, 'shares': 62, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 1984.75}]"
CENTRAL BANK OF INDIA,532885,0.22192265660126184,"[{'investment': 99996.64, 'shares': 7496, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 13.34}, {'investment': 122188.16, 'shares': 7496, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 16.3}]"
EQUITAS HOLDINGS LTD,539844,0.21048284170622839,"[{'investment': 99938.55, 'shares': 1389, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 71.95}, {'investment': 120973.9, 'shares': 1389, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 87.05}]"
GRINDWELL NORTON LTD,506076,0.1908189884729607,"[{'investment': 99704.7, 'shares': 139, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 717.3}, {'investment': 118730.25, 'shares': 139, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 852.05}]"
IDFC LTD,532659,0.14729575374225584,"[{'investment': 99979.8, 'shares': 2372, 'entry': True, 'exit': False, 'date': '25-01-2021', 'close': 42.15}, {'investment': 114706.4, 'shares': 2372, 'entry': False, 'exit': True, 'date': '25-03-2021', 'close': 48.35}]"
