company,code,average_return_percent,simulation_result
ADANI GREEN ENERGY LTD,541450,1.520366303007723,"[{'investment': 99846.3, 'shares': 241, 'entry': True, 'exit': False, 'date': '24-08-2020', 'close': 414.3}, {'investment': 251649.25, 'shares': 241, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 1043.55}]"
TATA MOTORS DVR,570001,1.3925810942725925,"[{'investment': 99982.4, 'shares': 1808, 'entry': True, 'exit': False, 'date': '29-10-2020', 'close': 55.3}, {'investment': 239216.00000000003, 'shares': 1808, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 132.3}]"
KAJARIA CERAMICS LTD,500233,1.2333221210326026,"[{'investment': 99593.0, 'shares': 235, 'entry': True, 'exit': False, 'date': '28-07-2020', 'close': 423.8}, {'investment': 222423.25, 'shares': 235, 'entry': False, 'exit': True, 'date': '23-02-2021', 'close': 944.75}]"
LAKSHMI MACHINE WORKS LTD,500252,1.0790566196347169,"[{'investment': 98734.29999999999, 'shares': 34, 'entry': True, 'exit': False, 'date': '27-07-2020', 'close': 2903.95}, {'investment': 205274.2, 'shares': 34, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 6000.25}]"
KNR CONSTRUCTIONS LTD,532942,0.9865650505161707,"[{'investment': 99918.5, 'shares': 982, 'entry': True, 'exit': False, 'date': '07-08-2020', 'close': 101.75}, {'investment': 198494.6, 'shares': 982, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 202.05}]"
MRF LTD,500290,0.9612416346996006,"[{'investment': 60570.15, 'shares': 1, 'entry': True, 'exit': False, 'date': '01-10-2020', 'close': 60570.15}, {'investment': 118792.70000000001, 'shares': 1, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 79362.85}]"
VEDANTA LTD,500295,0.9000010008206728,"[{'investment': 99918.0, 'shares': 819, 'entry': True, 'exit': False, 'date': '05-08-2020', 'close': 122.0}, {'investment': 189844.3, 'shares': 819, 'entry': False, 'exit': True, 'date': '05-04-2021', 'close': 231.7}]"
ALKYL AMINES CHEMICALS LTD,506767,0.8908269892245245,"[{'investment': 98148.8, 'shares': 32, 'entry': True, 'exit': False, 'date': '19-10-2020', 'close': 3067.15}, {'investment': 185582.40000000002, 'shares': 32, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 5741.6}]"
BANK OF MAHARASHTRA,532525,0.8739985467590186,"[{'investment': 99997.18000000001, 'shares': 8237, 'entry': True, 'exit': False, 'date': '31-07-2020', 'close': 12.14}, {'investment': 187394.57, 'shares': 8237, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 22.75}]"
VAKRANGEE LTD,511431,0.8169316931693169,"[{'investment': 99990.0, 'shares': 3300, 'entry': True, 'exit': False, 'date': '23-07-2020', 'close': 30.3}, {'investment': 181675.0, 'shares': 3300, 'entry': False, 'exit': True, 'date': '19-04-2021', 'close': 55.05}]"
REDINGTON INDIA LTD,532805,0.809524571634341,"[{'investment': 99973.0, 'shares': 1028, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 97.25}, {'investment': 180903.59999999998, 'shares': 1028, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 175.95}]"
MINDTREE LTD,532819,0.8065971848603014,"[{'investment': 98975.55, 'shares': 87, 'entry': True, 'exit': False, 'date': '25-08-2020', 'close': 1137.65}, {'investment': 178808.95, 'shares': 87, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 2043.5}]"
AFFLE INDIA LTD,542752,0.7214434391388836,"[{'investment': 97598.84999999999, 'shares': 31, 'entry': True, 'exit': False, 'date': '20-11-2020', 'close': 3148.35}, {'investment': 168010.90000000002, 'shares': 31, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 5342.25}]"
DEEPAK FERTILISERS  PETROCHEMICALS CORPN LTD,500645,0.7147443081750937,"[{'investment': 99932.8, 'shares': 748, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 133.6}, {'investment': 171359.2, 'shares': 748, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 229.0}]"
INDIAN BANK,532814,0.6779360542890934,"[{'investment': 99983.25, 'shares': 1665, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 60.05}, {'investment': 167765.5, 'shares': 1665, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 100.75}]"
CEAT LTD,500878,0.6154996168543997,"[{'investment': 99831.5, 'shares': 115, 'entry': True, 'exit': False, 'date': '21-08-2020', 'close': 868.1}, {'investment': 161277.75, 'shares': 115, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 1400.95}]"
INDIAMART INTERMESH LTD,542726,0.5967711060985962,"[{'investment': 95339.15000000001, 'shares': 19, 'entry': True, 'exit': False, 'date': '16-10-2020', 'close': 5017.85}, {'investment': 152234.8, 'shares': 19, 'entry': False, 'exit': True, 'date': '15-01-2021', 'close': 7767.05}]"
MINDA INDUSTRIES LTD,532539,0.5830715233788536,"[{'investment': 99977.1, 'shares': 302, 'entry': True, 'exit': False, 'date': '01-10-2020', 'close': 331.05}, {'investment': 158270.9, 'shares': 302, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 524.0}]"
TATA MOTORS LTD,500570,0.5693579637643658,"[{'investment': 99998.25, 'shares': 713, 'entry': True, 'exit': False, 'date': '09-09-2020', 'close': 140.25}, {'investment': 156933.05, 'shares': 713, 'entry': False, 'exit': True, 'date': '11-01-2021', 'close': 220.1}]"
VARROC ENGINEERING PVT LTD,541578,0.5649422991822604,"[{'investment': 99768.95000000001, 'shares': 367, 'entry': True, 'exit': False, 'date': '19-08-2020', 'close': 271.85}, {'investment': 156132.65, 'shares': 367, 'entry': False, 'exit': True, 'date': '03-12-2020', 'close': 424.8}]"
MAX FINANCIAL SERVICES LTD,500271,0.5455466377310063,"[{'investment': 99899.8, 'shares': 182, 'entry': True, 'exit': False, 'date': '05-08-2020', 'close': 548.9}, {'investment': 154399.8, 'shares': 182, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 847.8}]"
WOCKHARDT LTD,532300,0.5420456027365654,"[{'investment': 99687.0, 'shares': 303, 'entry': True, 'exit': False, 'date': '28-08-2020', 'close': 329.0}, {'investment': 153721.9, 'shares': 303, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 506.3}]"
CENTRAL BANK OF INDIA,532885,0.5102962536857699,"[{'investment': 99992.68, 'shares': 9293, 'entry': True, 'exit': False, 'date': '15-10-2020', 'close': 10.76}, {'investment': 151018.57, 'shares': 9293, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 16.25}]"
LT FINANCE HOLDINGS LTD,533519,0.48343547850700513,"[{'investment': 99980.25, 'shares': 1635, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 61.15}, {'investment': 148314.25, 'shares': 1635, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 90.7}]"
KARNATAKA BANK LTD,532652,0.4685556102263767,"[{'investment': 99992.40000000001, 'shares': 2472, 'entry': True, 'exit': False, 'date': '07-10-2020', 'close': 40.45}, {'investment': 146844.39999999997, 'shares': 2472, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 59.4}]"
VMART RETAIL LTD,534976,0.4674282801364747,"[{'investment': 99066.0, 'shares': 55, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 1801.2}, {'investment': 145372.25, 'shares': 55, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 2626.15}]"
CANARA BANK,532483,0.4524494783522954,"[{'investment': 99962.1, 'shares': 1134, 'entry': True, 'exit': False, 'date': '23-09-2020', 'close': 88.15}, {'investment': 145189.9, 'shares': 1134, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 128.0}]"
JK PAPER LTD,532162,0.4513796812848673,"[{'investment': 99932.5, 'shares': 1126, 'entry': True, 'exit': False, 'date': '20-10-2020', 'close': 88.75}, {'investment': 145040.0, 'shares': 1126, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 128.75}]"
SYMPHONY LTD,517385,0.4496476207117481,"[{'investment': 99580.2, 'shares': 118, 'entry': True, 'exit': False, 'date': '06-08-2020', 'close': 843.9}, {'investment': 144356.2, 'shares': 118, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 1219.8}]"
TATA METALIKS LTD,513434,0.42693635211125386,"[{'investment': 99506.04999999999, 'shares': 161, 'entry': True, 'exit': False, 'date': '01-12-2020', 'close': 618.05}, {'investment': 141988.80000000002, 'shares': 161, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 878.85}]"
TEAMLEASE SERVICES LTD,539658,0.41382569736523933,"[{'investment': 99870.54999999999, 'shares': 53, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 1884.35}, {'investment': 141199.55, 'shares': 53, 'entry': False, 'exit': True, 'date': '14-12-2020', 'close': 2661.7}]"
VRL LOGISTICS LTD,539118,0.4065185481551867,"[{'investment': 99976.25, 'shares': 661, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 151.25}, {'investment': 140618.44999999998, 'shares': 661, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 212.7}]"
LIC HOUSING FINANCE LTD,500253,0.40651025216824604,"[{'investment': 99735.0, 'shares': 366, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 272.5}, {'investment': 140278.30000000002, 'shares': 366, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 382.55}]"
BAJAJ HOLDINGS  INVESTMENT LTD,500490,0.39695157043653007,"[{'investment': 99736.59999999999, 'shares': 41, 'entry': True, 'exit': False, 'date': '24-09-2020', 'close': 2432.6}, {'investment': 139327.2, 'shares': 41, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 3391.8}]"
SHEELA FOAM LTD,540203,0.3790490210659253,"[{'investment': 99176.75, 'shares': 67, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 1480.25}, {'investment': 136769.6, 'shares': 67, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 2029.05}]"
UFLEX LTD,500148,0.36597619086934696,"[{'investment': 99923.85, 'shares': 377, 'entry': True, 'exit': False, 'date': '31-07-2020', 'close': 265.05}, {'investment': 136493.6, 'shares': 377, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 361.85}]"
GUJARAT ALKALIES  CHEMICALS LTD,530001,0.29866421529971393,"[{'investment': 99862.65000000001, 'shares': 313, 'entry': True, 'exit': False, 'date': '10-11-2020', 'close': 319.05}, {'investment': 129688.04999999999, 'shares': 313, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 413.9}]"
BALKRISHNA INDUSTRIES LTD,502355,0.2873854790658934,"[{'investment': 99894.40000000001, 'shares': 76, 'entry': True, 'exit': False, 'date': '14-08-2020', 'close': 1314.4}, {'investment': 128602.59999999999, 'shares': 76, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 1690.75}]"
IRCON INTERNATIONAL LTD,541956,0.28009048777974854,"[{'investment': 99969.29999999999, 'shares': 1203, 'entry': True, 'exit': False, 'date': '10-11-2020', 'close': 83.1}, {'investment': 127969.75, 'shares': 1203, 'entry': False, 'exit': True, 'date': '11-02-2021', 'close': 106.35}]"
GARWARE TECHNICAL FIBRES LTD,509557,0.26703207896737463,"[{'investment': 98126.6, 'shares': 47, 'entry': True, 'exit': False, 'date': '01-10-2020', 'close': 2087.8}, {'investment': 124329.54999999999, 'shares': 47, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 2605.45}]"
AEGIS LOGISTICS LTD,500003,0.25952444568531674,"[{'investment': 99929.7, 'shares': 438, 'entry': True, 'exit': False, 'date': '01-10-2020', 'close': 228.15}, {'investment': 125863.9, 'shares': 438, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 287.2}]"
TV TODAY NETWORK LTD,532515,0.2580815993623034,"[{'investment': 99984.84999999999, 'shares': 463, 'entry': True, 'exit': False, 'date': '21-09-2020', 'close': 215.95}, {'investment': 125789.09999999999, 'shares': 463, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 271.65}]"
LEMON TREE HOTELS LTD,541233,0.2552777302734547,"[{'investment': 99990.90000000001, 'shares': 4149, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 24.1}, {'investment': 125516.34999999999, 'shares': 4149, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 30.25}]"
SCHNEIDER ELECTRIC INFRASTRUCTURE LTD,534139,0.25032010243277814,"[{'investment': 99968.00000000001, 'shares': 1420, 'entry': True, 'exit': False, 'date': '06-11-2020', 'close': 70.4}, {'investment': 124991.99999999999, 'shares': 1420, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 88.0}]"
SPICEJET LTD,500285,0.21693169316931693,"[{'investment': 99990.0, 'shares': 1980, 'entry': True, 'exit': False, 'date': '09-09-2020', 'close': 50.5}, {'investment': 121681.0, 'shares': 1980, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 61.45}]"
EMAMI LTD,531162,0.2075194457206401,"[{'investment': 99906.3, 'shares': 234, 'entry': True, 'exit': False, 'date': '05-01-2021', 'close': 426.95}, {'investment': 120638.79999999999, 'shares': 234, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 515.15}]"
HINDUSTAN AERONAUTICS LTD,541154,0.20745383229853764,"[{'investment': 99850.65000000001, 'shares': 139, 'entry': True, 'exit': False, 'date': '09-11-2020', 'close': 718.35}, {'investment': 120565.04999999999, 'shares': 139, 'entry': False, 'exit': True, 'date': '07-12-2020', 'close': 866.3}]"
KAVERI SEED COMPANY LTD,532899,0.1806533181855521,"[{'investment': 99816.6, 'shares': 201, 'entry': True, 'exit': False, 'date': '18-03-2021', 'close': 496.6}, {'investment': 117848.79999999999, 'shares': 201, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 585.4}]"
NAVIN FLUORINE INTERNATIONAL LTD,532504,0.15472342152476293,"[{'investment': 99548.59999999999, 'shares': 38, 'entry': True, 'exit': False, 'date': '05-01-2021', 'close': 2619.7}, {'investment': 114951.1, 'shares': 38, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 3013.15}]"
IDFC LTD,532659,0.14272985058730508,"[{'investment': 99994.85, 'shares': 2503, 'entry': True, 'exit': False, 'date': '09-12-2020', 'close': 39.95}, {'investment': 114267.09999999999, 'shares': 2503, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 45.65}]"
INDUS TOWERS LTD,534816,0.14105753058330173,"[{'investment': 99807.0, 'shares': 510, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 195.7}, {'investment': 121190.5, 'shares': 510, 'entry': False, 'exit': True, 'date': '04-12-2020', 'close': 237.25}, {'investment': 121149.5, 'shares': 505, 'entry': True, 'exit': False, 'date': '08-02-2021', 'close': 239.9}, {'investment': 129371.50000000001, 'shares': 505, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 256.1}]"
TVS SRICHAKRA LTD,509243,0.13375517410947257,"[{'investment': 99848.09999999999, 'shares': 66, 'entry': True, 'exit': False, 'date': '03-09-2020', 'close': 1512.85}, {'investment': 113203.30000000002, 'shares': 66, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 1712.9}]"
INDIAN ENERGY EXCHANGE LTD,540750,0.10644706485516528,"[{'investment': 99865.6, 'shares': 512, 'entry': True, 'exit': False, 'date': '21-09-2020', 'close': 195.05}, {'investment': 110496.0, 'shares': 512, 'entry': False, 'exit': True, 'date': '05-10-2020', 'close': 215.55}]"
GMM PFAUDLER LTD,505255,0.1060151342954787,"[{'investment': 99912.15, 'shares': 27, 'entry': True, 'exit': False, 'date': '15-12-2020', 'close': 3700.45}, {'investment': 110504.35, 'shares': 27, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 4089.5}]"
SOUTH INDIAN BANK LTD,532218,0.09902910135874596,"[{'investment': 99998.08, 'shares': 14144, 'entry': True, 'exit': False, 'date': '29-07-2020', 'close': 7.07}, {'investment': 109900.79999999999, 'shares': 14144, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 7.77}]"
FINE ORGANIC INDUSTRIES LTD,541557,0.09223528592723645,"[{'investment': 97675.2, 'shares': 42, 'entry': True, 'exit': False, 'date': '24-02-2021', 'close': 2325.6}, {'investment': 106684.3, 'shares': 42, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 2484.75}]"
AAVAS FINANCIERS LTD,541988,0.09005044920699287,"[{'investment': 99258.25, 'shares': 65, 'entry': True, 'exit': False, 'date': '23-11-2020', 'close': 1527.05}, {'investment': 108196.5, 'shares': 65, 'entry': False, 'exit': True, 'date': '02-12-2020', 'close': 1653.15}]"
EQUITAS HOLDINGS LTD,539844,0.08795896155446706,"[{'investment': 99964.8, 'shares': 1424, 'entry': True, 'exit': False, 'date': '01-12-2020', 'close': 70.2}, {'investment': 108757.59999999999, 'shares': 1424, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 76.35}]"
CARE RATINGS LTD,534804,0.08311189249681147,"[{'investment': 99636.0, 'shares': 228, 'entry': True, 'exit': False, 'date': '24-07-2020', 'close': 437.0}, {'investment': 128180.8, 'shares': 228, 'entry': False, 'exit': True, 'date': '01-12-2020', 'close': 560.6}, {'investment': 128159.79999999999, 'shares': 236, 'entry': True, 'exit': False, 'date': '07-12-2020', 'close': 543.05}, {'investment': 112746.40000000001, 'shares': 236, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 477.65}]"
NBCC INDIA LTD,534309,0.08030706421724747,"[{'investment': 99985.59999999999, 'shares': 2717, 'entry': True, 'exit': False, 'date': '18-02-2021', 'close': 36.8}, {'investment': 108015.15000000001, 'shares': 2717, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 39.75}]"
