average_return_percent,simulation_result,actual_returns,predicted_returns,predicted_returns_percent,code,company
0.08235083422378578,"[{'investment': 99949.2, 'shares': 894, 'entry': True, 'exit': False, 'date': '22-10-2020', 'close': 111.8, 'predictedub': 1.1468172802944432}, {'investment': 108180.1, 'shares': 894, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 120.95, 'predictedub': 1.1333192126846636}]",108129.3,114164.29121962326,0.1422231615623063,500870,CASTROL INDIA LTD
0.08030706421724747,"[{'investment': 99985.59999999999, 'shares': 2717, 'entry': True, 'exit': False, 'date': '18-02-2021', 'close': 36.8, 'predictedub': 1.255008796201058}, {'investment': 108015.15000000001, 'shares': 2717, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 39.75, 'predictedub': 1.1151939110132707}]",108000.75,125482.80749344049,0.255008796201058,534309,NBCC INDIA LTD
0.07451951951951967,"[{'investment': 99900.0, 'shares': 370, 'entry': True, 'exit': False, 'date': '25-03-2021', 'close': 270.0, 'predictedub': 1.0974988478727097}, {'investment': 107344.50000000001, 'shares': 370, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 289.85, 'predictedub': 1.054647839559225}]",107244.50000000001,109640.1349024837,0.09749884787270967,542920,SUMITOMO CHEMICAL INDIA PVT LTD
0.06954820918972636,"[{'investment': 99798.40000000001, 'shares': 416, 'entry': True, 'exit': False, 'date': '08-02-2021', 'close': 239.9, 'predictedub': 1.1033645337941935}, {'investment': 106739.2, 'shares': 416, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 256.1, 'predictedub': 1.075007097022146}]",106537.6,109358.106519358,0.09579017819281663,534816,INDUS TOWERS LTD
0.06490920027963357,"[{'investment': 98414.40000000001, 'shares': 48, 'entry': True, 'exit': False, 'date': '22-10-2020', 'close': 2050.3, 'predictedub': 1.118121090876592}, {'investment': 104802.39999999998, 'shares': 48, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 2150.35, 'predictedub': 1.0542283977385971}]",103216.79999999999,108684.5453394336,0.10435612409803427,500238,WHIRLPOOL OF INDIA LTD
0.05588166801840518,"[{'investment': 99624.79999999999, 'shares': 176, 'entry': True, 'exit': False, 'date': '18-02-2021', 'close': 566.05, 'predictedub': 1.154888046717467}, {'investment': 105192.0, 'shares': 176, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 595.55, 'predictedub': 1.180625556105369}]",104816.79999999999,115055.49067661828,0.1548880467174669,540047,DILIP BUILDCON LTD
0.043154617890900034,"[{'investment': 99196.79999999999, 'shares': 48, 'entry': True, 'exit': False, 'date': '19-11-2020', 'close': 2066.6, 'predictedub': 1.003822349306483}, {'investment': 103477.60000000002, 'shares': 48, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 2139.05, 'predictedub': 1.0038973541323857}]",102674.40000000001,99575.96481968534,0.003822349306483167,542650,METROPOLIS HEALTHCARE LTD
0.030553432085934865,"[{'investment': 99875.84999999999, 'shares': 51, 'entry': True, 'exit': False, 'date': '04-11-2020', 'close': 1958.35, 'predictedub': 1.0879245838158234}, {'investment': 102927.40000000001, 'shares': 51, 'entry': False, 'exit': True, 'date': '05-11-2020', 'close': 2015.75, 'predictedub': 0.9521721879697904}]",102803.25,108657.3925445016,0.08792458381582348,532156,VAIBHAV GLOBAL LTD
0.005004924524130168,"[{'investment': 99502.0, 'shares': 178, 'entry': True, 'exit': False, 'date': '20-04-2021', 'close': 559.0, 'predictedub': 1.0681931728167862}, {'investment': 100000.0, 'shares': 178, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 559.0, 'predictedub': 1.0681931728167862}]",99502.0,111059.92128299882,0.11615767806676072,532174,ICICI BANK LTD
0.0049250929583779775,"[{'investment': 99937.2, 'shares': 452, 'entry': True, 'exit': False, 'date': '28-12-2020', 'close': 221.1, 'predictedub': 1.1413123684045878}, {'investment': 100429.40000000001, 'shares': 452, 'entry': False, 'exit': True, 'date': '17-02-2021', 'close': 222.05, 'predictedub': 0.9374933547704638}]",100366.6,114059.56242372298,0.14131236840458788,542867,CSB BANK LTD
