company,code,average_return_percent,simulation_result
AUROBINDO PHARMA LTD,524804,0.9806830121187332,"[{'investment': 99746.4, 'shares': 276, 'entry': True, 'exit': False, 'date': '26-03-2020', 'close': 361.4}, {'investment': 197566.0, 'shares': 276, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 714.9}]"
INDIA CEMENTS LTD,530005,0.917094299232762,"[{'investment': 99969.00000000001, 'shares': 1410, 'entry': True, 'exit': False, 'date': '22-08-2019', 'close': 70.9}, {'investment': 191650.0, 'shares': 1410, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 135.9}]"
ICICI SECURITIES LTD,541179,0.6803463478841855,"[{'investment': 99980.4, 'shares': 442, 'entry': True, 'exit': False, 'date': '23-03-2020', 'close': 226.2}, {'investment': 168001.7, 'shares': 442, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 380.05}]"
AARTI DRUGS LTD,524348,0.5949455808877274,"[{'investment': 99873.0, 'shares': 180, 'entry': True, 'exit': False, 'date': '12-06-2019', 'close': 554.85}, {'investment': 159292.0, 'shares': 180, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 884.25}]"
AJANTA PHARMA LTD,532331,0.5607233945757483,"[{'investment': 99353.8, 'shares': 103, 'entry': True, 'exit': False, 'date': '16-10-2019', 'close': 964.6}, {'investment': 155063.8, 'shares': 103, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 1499.2}]"
TATA COMMUNICATIONS LTD,500483,0.5080965719633886,"[{'investment': 99754.2, 'shares': 348, 'entry': True, 'exit': False, 'date': '18-09-2019', 'close': 286.65}, {'investment': 122654.8, 'shares': 348, 'entry': False, 'exit': True, 'date': '18-11-2019', 'close': 351.75}, {'investment': 122538.9, 'shares': 426, 'entry': True, 'exit': False, 'date': '09-04-2020', 'close': 287.65}, {'investment': 218930.8, 'shares': 426, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 513.65}]"
DIVIS LABORATORIES LTD,532488,0.4810161002950568,"[{'investment': 98557.20000000001, 'shares': 63, 'entry': True, 'exit': False, 'date': '07-06-2019', 'close': 1564.4}, {'investment': 145964.8, 'shares': 63, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 2294.0}]"
SYNGENE INTERNATIONAL LTD,539268,0.4633802733290702,"[{'investment': 99895.95000000001, 'shares': 594, 'entry': True, 'exit': False, 'date': '11-06-2019', 'close': 168.175}, {'investment': 198648.55, 'shares': 594, 'entry': False, 'exit': True, 'date': '12-06-2019', 'close': 334.25}, {'investment': 198354.85, 'shares': 631, 'entry': True, 'exit': False, 'date': '12-07-2019', 'close': 314.35}, {'investment': 202276.8, 'shares': 631, 'entry': False, 'exit': True, 'date': '12-09-2019', 'close': 320.1}, {'investment': 202083.30000000002, 'shares': 906, 'entry': True, 'exit': False, 'date': '24-03-2020', 'close': 223.05}, {'investment': 279241.5, 'shares': 906, 'entry': False, 'exit': True, 'date': '21-04-2020', 'close': 308.0}]"
BAYER CROPSCIENCE LTD,506285,0.45253690894449,"[{'investment': 99775.95000000001, 'shares': 29, 'entry': True, 'exit': False, 'date': '01-07-2019', 'close': 3440.55}, {'investment': 144928.25, 'shares': 29, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 4989.8}]"
ALKEM LABORATORIES LTD,539523,0.4393885975497969,"[{'investment': 99273.4, 'shares': 59, 'entry': True, 'exit': False, 'date': '27-06-2019', 'close': 1682.6}, {'investment': 142893.0, 'shares': 59, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 2409.6}]"
JOHNSON CONTROLS  HITACHI AIR CONDITIONING INDIA LTD,523398,0.3764550418390323,"[{'investment': 99739.40000000001, 'shares': 62, 'entry': True, 'exit': False, 'date': '23-08-2019', 'close': 1608.7}, {'investment': 137286.8, 'shares': 62, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 2210.1}]"
RALLIS INDIA LTD,500355,0.3739670093091058,"[{'investment': 99982.75, 'shares': 665, 'entry': True, 'exit': False, 'date': '24-03-2020', 'close': 150.35}, {'investment': 137373.0, 'shares': 665, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 206.55}]"
POLY MEDICURE LTD,531768,0.3721672518353014,"[{'investment': 99942.7, 'shares': 482, 'entry': True, 'exit': False, 'date': '31-10-2019', 'close': 207.35}, {'investment': 137138.09999999998, 'shares': 482, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 284.4}]"
MRF LTD,500290,0.3653825969087559,"[{'investment': 66691.6, 'shares': 1, 'entry': True, 'exit': False, 'date': '14-01-2020', 'close': 66691.6}, {'investment': 91059.54999999999, 'shares': 1, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 57751.15}]"
GMM PFAUDLER LTD,505255,0.36485453236388704,"[{'investment': 98613.0, 'shares': 36, 'entry': True, 'exit': False, 'date': '13-04-2020', 'close': 2739.25}, {'investment': 134592.4, 'shares': 36, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 3700.15}]"
SHILPA MEDICARE LTD,530549,0.34230332018542103,"[{'investment': 99977.85, 'shares': 357, 'entry': True, 'exit': False, 'date': '04-10-2019', 'close': 280.05}, {'investment': 134200.6, 'shares': 357, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 375.85}]"
AAVAS FINANCIERS LTD,541988,0.3419941763814574,"[{'investment': 99886.35, 'shares': 113, 'entry': True, 'exit': False, 'date': '25-03-2020', 'close': 883.95}, {'investment': 134046.9, 'shares': 113, 'entry': False, 'exit': True, 'date': '31-03-2020', 'close': 1185.25}]"
CADILA HEALTHCARE LTD,532321,0.3374093160554361,"[{'investment': 99935.0, 'shares': 395, 'entry': True, 'exit': False, 'date': '03-06-2019', 'close': 253.0}, {'investment': 133654.0, 'shares': 395, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 338.2}]"
BAJAJ AUTO LTD,532977,0.3274189603834332,"[{'investment': 99156.75, 'shares': 51, 'entry': True, 'exit': False, 'date': '25-03-2020', 'close': 1944.25}, {'investment': 131622.55, 'shares': 51, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 2564.3}]"
TATA CHEMICALS LTD,500770,0.3169212301211543,"[{'investment': 99798.3, 'shares': 438, 'entry': True, 'exit': False, 'date': '18-03-2020', 'close': 227.85}, {'investment': 131426.5, 'shares': 438, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 299.6}]"
EPL LTD,500135,0.3163764345493354,"[{'investment': 99957.34999999999, 'shares': 761, 'entry': True, 'exit': False, 'date': '22-07-2019', 'close': 131.35}, {'investment': 131581.5, 'shares': 761, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 172.85}]"
DR REDDYS LABORATORIES LTD,500124,0.3037100522472928,"[{'investment': 97076.8, 'shares': 32, 'entry': True, 'exit': False, 'date': '17-01-2020', 'close': 3033.65}, {'investment': 126560.0, 'shares': 32, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 3863.65}]"
DHANUKA AGRITECH LTD,507717,0.29971665563378874,"[{'investment': 99702.0, 'shares': 261, 'entry': True, 'exit': False, 'date': '25-06-2019', 'close': 382.0}, {'investment': 129584.35, 'shares': 261, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 495.35}]"
WABCO INDIA LTD,533023,0.2834771237157946,"[{'investment': 95126.9, 'shares': 17, 'entry': True, 'exit': False, 'date': '23-03-2020', 'close': 5595.7}, {'investment': 122093.20000000001, 'shares': 17, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 6895.3}]"
HONEYWELL AUTOMATION INDIA LTD,517174,0.26348052372028474,"[{'investment': 79641.75, 'shares': 3, 'entry': True, 'exit': False, 'date': '06-01-2020', 'close': 26547.25}, {'investment': 100625.79999999999, 'shares': 3, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 26755.85}]"
SRF LTD,503806,0.2558469404585189,"[{'investment': 97008.0, 'shares': 32, 'entry': True, 'exit': False, 'date': '03-07-2019', 'close': 3031.5}, {'investment': 121827.2, 'shares': 32, 'entry': False, 'exit': True, 'date': '30-04-2020', 'close': 3713.6}]"
TASTY BITE EATABLES LTD,519091,0.24792081986767525,"[{'investment': 96913.20000000001, 'shares': 12, 'entry': True, 'exit': False, 'date': '04-06-2019', 'close': 8076.1}, {'investment': 120940.0, 'shares': 12, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 9821.1}]"
BHARTI AIRTEL LTD,532454,0.2450273062154479,"[{'investment': 99913.15000000001, 'shares': 283, 'entry': True, 'exit': False, 'date': '03-06-2019', 'close': 353.05}, {'investment': 124394.59999999999, 'shares': 283, 'entry': False, 'exit': True, 'date': '19-11-2019', 'close': 439.25}]"
SEQUENT SCIENTIFIC LTD,512529,0.24205994374897494,"[{'investment': 99980.4, 'shares': 1479, 'entry': True, 'exit': False, 'date': '14-11-2019', 'close': 67.6}, {'investment': 124181.65000000001, 'shares': 1479, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 83.95}]"
INDIAN ENERGY EXCHANGE LTD,540750,0.2393969416756735,"[{'investment': 99924.0, 'shares': 757, 'entry': True, 'exit': False, 'date': '23-03-2020', 'close': 132.0}, {'investment': 123845.5, 'shares': 757, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 163.5}]"
HATHWAY CABLE  DATACOM LTD,533162,0.22164438397726385,"[{'investment': 99999.15, 'shares': 5277, 'entry': True, 'exit': False, 'date': '08-05-2020', 'close': 18.95}, {'investment': 122163.4, 'shares': 5277, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 23.15}]"
TANLA PLATFORMS LTD,532790,0.21420355088772194,"[{'investment': 99975.0, 'shares': 1860, 'entry': True, 'exit': False, 'date': '13-03-2020', 'close': 53.75}, {'investment': 121390.0, 'shares': 1860, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 65.25}]"
MOIL LTD,533286,0.2045960719780344,"[{'investment': 99902.70000000001, 'shares': 978, 'entry': True, 'exit': False, 'date': '27-03-2020', 'close': 102.15}, {'investment': 120342.4, 'shares': 978, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 122.95}]"
HDFC ASSET MANAGEMENT COMPANY LTD,541729,0.20360791114911572,"[{'investment': 99636.6, 'shares': 49, 'entry': True, 'exit': False, 'date': '24-03-2020', 'close': 2033.4}, {'investment': 119923.4, 'shares': 49, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 2440.0}]"
CREDITACCESS GRAMEEN LTD,541770,0.20250091551281968,"[{'investment': 99807.45000000001, 'shares': 317, 'entry': True, 'exit': False, 'date': '07-04-2020', 'close': 314.85}, {'investment': 120018.54999999999, 'shares': 317, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 378.0}]"
TRIVENI TURBINE LTD,533655,0.19761333841516768,"[{'investment': 99963.90000000001, 'shares': 1962, 'entry': True, 'exit': False, 'date': '20-03-2020', 'close': 50.95}, {'investment': 119718.09999999999, 'shares': 1962, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 61.0}]"
ENGINEERS INDIA LTD,532178,0.1941201415830781,"[{'investment': 99983.7, 'shares': 1949, 'entry': True, 'exit': False, 'date': '23-03-2020', 'close': 51.3}, {'investment': 119392.55, 'shares': 1949, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 61.25}]"
ATUL LTD,500027,0.1692257332314722,"[{'investment': 99743.4, 'shares': 27, 'entry': True, 'exit': False, 'date': '23-07-2019', 'close': 3694.2}, {'investment': 116622.55000000002, 'shares': 27, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 4309.85}]"
SOLARA ACTIVE PHARMA SCIENCES LTD,541540,0.16744702070307965,"[{'investment': 99869.2, 'shares': 244, 'entry': True, 'exit': False, 'date': '23-03-2020', 'close': 409.3}, {'investment': 116592.0, 'shares': 244, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 477.3}]"
MAHANAGAR GAS LTD,539957,0.1658164291634147,"[{'investment': 99423.2, 'shares': 124, 'entry': True, 'exit': False, 'date': '14-08-2019', 'close': 801.8}, {'investment': 115909.20000000001, 'shares': 124, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 930.1}]"
HINDUSTAN COPPER LTD,513599,0.16222872287228726,"[{'investment': 99990.0, 'shares': 2475, 'entry': True, 'exit': False, 'date': '13-09-2019', 'close': 40.4}, {'investment': 116211.25, 'shares': 2475, 'entry': False, 'exit': True, 'date': '15-01-2020', 'close': 46.95}]"
AVENUE SUPERMARTS LTD,540376,0.14607884576880995,"[{'investment': 98891.8, 'shares': 49, 'entry': True, 'exit': False, 'date': '12-03-2020', 'close': 2018.2}, {'investment': 113337.8, 'shares': 49, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 2290.4}]"
BRITANNIA INDUSTRIES LTD,500825,0.14231334058593842,"[{'investment': 99826.2, 'shares': 36, 'entry': True, 'exit': False, 'date': '15-07-2019', 'close': 2772.95}, {'investment': 114032.8, 'shares': 36, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 3162.75}]"
COLGATEPALMOLIVE INDIA LTD,500830,0.13617060635551326,"[{'investment': 99466.4, 'shares': 88, 'entry': True, 'exit': False, 'date': '21-06-2019', 'close': 1130.3}, {'investment': 113010.80000000002, 'shares': 88, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 1278.15}]"
RELIANCE INDUSTRIES LTD,500325,0.12102337270671025,"[{'investment': 99475.0, 'shares': 92, 'entry': True, 'exit': False, 'date': '25-03-2020', 'close': 1081.25}, {'investment': 111513.8, 'shares': 92, 'entry': False, 'exit': True, 'date': '07-04-2020', 'close': 1206.4}]"
PIDILITE INDUSTRIES LTD,500331,0.11531513372171645,"[{'investment': 98725.55, 'shares': 77, 'entry': True, 'exit': False, 'date': '30-03-2020', 'close': 1282.15}, {'investment': 110110.1, 'shares': 77, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 1413.45}]"
LIC HOUSING FINANCE LTD,500253,0.11038777851917288,"[{'investment': 99961.7, 'shares': 463, 'entry': True, 'exit': False, 'date': '07-04-2020', 'close': 215.9}, {'investment': 110996.25, 'shares': 463, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 239.65}]"
ORIENT ELECTRIC LTD,541301,0.10463279007097737,"[{'investment': 99933.3, 'shares': 666, 'entry': True, 'exit': False, 'date': '24-03-2020', 'close': 150.05}, {'investment': 110389.6, 'shares': 666, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 165.65}]"
TCNS CLOTHING CO LTD,541700,0.1020202784238313,"[{'investment': 99815.45, 'shares': 311, 'entry': True, 'exit': False, 'date': '24-03-2020', 'close': 320.95}, {'investment': 109998.65000000001, 'shares': 311, 'entry': False, 'exit': True, 'date': '13-04-2020', 'close': 353.1}]"
GARDEN REACH SHIPBUILDERS  ENGINEERS LTD,542011,0.1018700588004311,"[{'investment': 99956.75, 'shares': 821, 'entry': True, 'exit': False, 'date': '23-03-2020', 'close': 121.75}, {'investment': 110139.34999999999, 'shares': 821, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 134.1}]"
TV TODAY NETWORK LTD,532515,0.10147571945324783,"[{'investment': 99964.79999999999, 'shares': 624, 'entry': True, 'exit': False, 'date': '16-03-2020', 'close': 160.2}, {'investment': 110108.80000000002, 'shares': 624, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 176.4}]"
ENDURANCE TECHNOLOGIES LTD,540153,0.08858151942489298,"[{'investment': 99807.5, 'shares': 166, 'entry': True, 'exit': False, 'date': '01-04-2020', 'close': 601.25}, {'investment': 108648.6, 'shares': 166, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 653.35}]"
RESPONSIVE INDUSTRIES LTD,505509,0.08824877139060959,"[{'investment': 99950.40000000001, 'shares': 1262, 'entry': True, 'exit': False, 'date': '16-03-2020', 'close': 79.2}, {'investment': 108770.9, 'shares': 1262, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 86.15}]"
SHREE CEMENT LTD,500387,0.08627153359423577,"[{'investment': 87491.2, 'shares': 4, 'entry': True, 'exit': False, 'date': '03-06-2019', 'close': 21872.8}, {'investment': 95039.2, 'shares': 4, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 20632.6}]"
BALKRISHNA INDUSTRIES LTD,502355,0.07156245597905349,"[{'investment': 99739.45, 'shares': 127, 'entry': True, 'exit': False, 'date': '03-06-2019', 'close': 785.35}, {'investment': 106877.05, 'shares': 127, 'entry': False, 'exit': True, 'date': '25-10-2019', 'close': 839.5}]"
MISHRA DHATU NIGAM LTD,541195,0.07084369846095075,"[{'investment': 99954.54999999999, 'shares': 529, 'entry': True, 'exit': False, 'date': '12-03-2020', 'close': 188.95}, {'investment': 107035.70000000001, 'shares': 529, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 202.25}]"
LARSEN  TOUBRO LTD,500510,0.06646505124183592,"[{'investment': 99942.75, 'shares': 129, 'entry': True, 'exit': False, 'date': '01-04-2020', 'close': 774.75}, {'investment': 106585.45, 'shares': 129, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 825.8}]"
KPIT TECHNOLOGIES LTD,542651,0.0586090586090584,"[{'investment': 99999.90000000001, 'shares': 2442, 'entry': True, 'exit': False, 'date': '21-05-2020', 'close': 40.95}, {'investment': 105860.79999999999, 'shares': 2442, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 43.35}]"
ASHOK LEYLAND LTD,500477,0.0584311619529922,"[{'investment': 99996.3, 'shares': 2433, 'entry': True, 'exit': False, 'date': '01-04-2020', 'close': 41.1}, {'investment': 105839.2, 'shares': 2433, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 43.5}]"
VIP INDUSTRIES LTD,507880,0.057284496833001235,"[{'investment': 99992.15000000001, 'shares': 491, 'entry': True, 'exit': False, 'date': '24-03-2020', 'close': 203.65}, {'investment': 105720.15, 'shares': 491, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 215.3}]"
UJJIVAN FINANCIAL SERVICES LTD,539874,0.05385477992710965,"[{'investment': 99876.0, 'shares': 696, 'entry': True, 'exit': False, 'date': '07-04-2020', 'close': 143.5}, {'investment': 105254.8, 'shares': 696, 'entry': False, 'exit': True, 'date': '26-05-2020', 'close': 151.05}]"
