investment,shares,entry,exit,date,close
99949.8888888889,535,True,False,06-05-2016,186.82222222222225
100166.44444444442,535,False,True,18-05-2016,187.13333333333333
100127.77777777777,538,True,False,19-05-2016,186.1111111111111
111332.9333333333,538,False,True,27-05-2016,206.86666666666665
111294.32222222224,553,True,False,01-06-2016,201.2555555555556
158989.24444444437,553,False,True,05-12-2016,287.4333333333333
158976.0,460,True,False,01-03-2017,345.6
221618.24444444437,460,False,True,12-09-2017,481.75
221385.25,709,True,False,04-06-2018,312.25
221334.6444444444,709,False,True,06-06-2018,311.85
