company,code,average_return_percent,simulation_result
TANLA PLATFORMS LTD,532790,3.991575207066537,"[{'investment': 99907.5, 'shares': 1038, 'entry': True, 'exit': False, 'date': '20-07-2020', 'close': 96.25}, {'investment': 498695.80000000005, 'shares': 1038, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 480.35}]"
JINDAL STAINLESS LTD,532508,1.4462236704061417,"[{'investment': 99987.29999999999, 'shares': 3717, 'entry': True, 'exit': False, 'date': '26-05-2020', 'close': 26.9}, {'investment': 244591.3, 'shares': 3717, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 65.8}]"
VARROC ENGINEERING PVT LTD,541578,1.2712404207610963,"[{'investment': 99942.7, 'shares': 638, 'entry': True, 'exit': False, 'date': '04-06-2020', 'close': 156.65}, {'investment': 226993.90000000002, 'shares': 638, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 355.7}]"
DIXON TECHNOLOGIES INDIA LTD,540699,1.1323281840523944,"[{'investment': 99567.3, 'shares': 102, 'entry': True, 'exit': False, 'date': '29-05-2020', 'close': 976.15}, {'investment': 212310.15999999997, 'shares': 102, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 2077.23}]"
INDIABULLS HOUSING FINANCE LTD,535789,1.099890392985151,"[{'investment': 99993.6, 'shares': 868, 'entry': True, 'exit': False, 'date': '26-05-2020', 'close': 115.2}, {'investment': 209975.6, 'shares': 868, 'entry': False, 'exit': True, 'date': '22-06-2020', 'close': 241.9}]"
IFB INDUSTRIES LTD,505726,1.0986634715649315,"[{'investment': 99736.0, 'shares': 274, 'entry': True, 'exit': False, 'date': '26-05-2020', 'close': 364.0}, {'investment': 209312.30000000002, 'shares': 274, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 762.95}]"
BAJAJ FINSERV LTD,532978,1.0958038350778425,"[{'investment': 98480.40000000001, 'shares': 24, 'entry': True, 'exit': False, 'date': '26-05-2020', 'close': 4103.35}, {'investment': 206395.59999999998, 'shares': 24, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 8536.5}]"
AU SMALL FINANCE BANK LTD,540611,1.0623151135705886,"[{'investment': 99858.6, 'shares': 261, 'entry': True, 'exit': False, 'date': '26-05-2020', 'close': 382.6}, {'investment': 205939.9, 'shares': 261, 'entry': False, 'exit': True, 'date': '20-10-2020', 'close': 788.5}]"
THYROCARE TECHNOLOGIES LTD,539871,1.037836727845518,"[{'investment': 99830.25, 'shares': 195, 'entry': True, 'exit': False, 'date': '02-07-2020', 'close': 511.95}, {'investment': 203437.75000000003, 'shares': 195, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 1042.4}]"
IRB INFRASTRUCTURE DEVELOPERS LTD,532947,1.0275854825884083,"[{'investment': 99976.5, 'shares': 1709, 'entry': True, 'exit': False, 'date': '26-05-2020', 'close': 58.5}, {'investment': 202710.9, 'shares': 1709, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 118.6}]"
KAJARIA CERAMICS LTD,500233,0.9669274737255594,"[{'investment': 99792.8, 'shares': 316, 'entry': True, 'exit': False, 'date': '26-05-2020', 'close': 315.8}, {'investment': 196285.2, 'shares': 316, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 620.5}]"
RBL BANK LTD,540065,0.9155608056701239,"[{'investment': 99892.0, 'shares': 904, 'entry': True, 'exit': False, 'date': '26-05-2020', 'close': 110.5}, {'investment': 191349.2, 'shares': 904, 'entry': False, 'exit': True, 'date': '20-11-2020', 'close': 211.55}]"
