company,code,average_return_percent,simulation_result
ADANI POWER LTD,533096,2.0300310300310307,"[{'investment': 99999.9, 'shares': 6006, 'entry': True, 'exit': False, 'date': '06-07-2018', 'close': 16.65}, {'investment': 303002.80000000005, 'shares': 6006, 'entry': False, 'exit': True, 'date': '27-11-2018', 'close': 50.45}]"
BAJAJ FINANCE LTD,500034,1.5981012944577104,"[{'investment': 99462.5, 'shares': 73, 'entry': True, 'exit': False, 'date': '14-06-2017', 'close': 1362.5}, {'investment': 258413.65000000002, 'shares': 73, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 3532.55}]"
HONEYWELL AUTOMATION INDIA LTD,517174,1.4125195014637055,"[{'investment': 91275.2, 'shares': 8, 'entry': True, 'exit': False, 'date': '14-06-2017', 'close': 11409.4}, {'investment': 220203.2, 'shares': 8, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 26434.8}]"
INFO EDGE INDIA LTD,532777,1.2472255788330857,"[{'investment': 99430.65000000001, 'shares': 99, 'entry': True, 'exit': False, 'date': '19-06-2017', 'close': 1004.35}, {'investment': 223443.09999999998, 'shares': 99, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 2251.25}]"
GMM PFAUDLER LTD,505255,1.1563248467244112,"[{'investment': 99975.15, 'shares': 171, 'entry': True, 'exit': False, 'date': '03-10-2017', 'close': 584.65}, {'investment': 215578.9, 'shares': 171, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 1260.55}]"
MINDTREE LTD,532819,1.1427018795753874,"[{'investment': 99554.40000000001, 'shares': 198, 'entry': True, 'exit': False, 'date': '24-10-2017', 'close': 502.8}, {'investment': 213315.39999999997, 'shares': 198, 'entry': False, 'exit': True, 'date': '01-10-2018', 'close': 1075.1}]"
KEI INDUSTRIES LTD,517569,1.1341945541509117,"[{'investment': 99811.8, 'shares': 426, 'entry': True, 'exit': False, 'date': '18-07-2017', 'close': 234.3}, {'investment': 213017.8, 'shares': 426, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 499.6}]"
BIOCON LTD,532523,1.124587400573215,"[{'investment': 99946.52500000001, 'shares': 1743, 'entry': True, 'exit': False, 'date': '15-06-2017', 'close': 57.34166666666667}, {'investment': 292005.975, 'shares': 1743, 'entry': False, 'exit': True, 'date': '20-06-2017', 'close': 167.5}, {'investment': 291902.1, 'shares': 1433, 'entry': True, 'exit': False, 'date': '17-07-2017', 'close': 203.7}, {'investment': 387515.42500000005, 'shares': 1433, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 270.35}]"
GODREJ CONSUMER PRODUCTS LTD,532424,1.083533998164969,"[{'investment': 99834.79999999999, 'shares': 312, 'entry': True, 'exit': False, 'date': '22-06-2017', 'close': 319.9833333333333}, {'investment': 208009.2, 'shares': 312, 'entry': False, 'exit': True, 'date': '29-12-2017', 'close': 666.1666666666666}]"
BAJAJ FINSERV LTD,532978,1.0242014880808274,"[{'investment': 99134.40000000001, 'shares': 24, 'entry': True, 'exit': False, 'date': '14-06-2017', 'close': 4130.6}, {'investment': 200668.0, 'shares': 24, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 8325.1}]"
AARTI INDUSTRIES LTD,524208,0.939910607926164,"[{'investment': 99897.0, 'shares': 105, 'entry': True, 'exit': False, 'date': '19-06-2017', 'close': 951.4}, {'investment': 193791.25, 'shares': 105, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 1844.65}]"
MAHARASHTRA SCOOTERS LTD,500266,0.9166584723194947,"[{'investment': 99662.20000000001, 'shares': 44, 'entry': True, 'exit': False, 'date': '15-03-2018', 'close': 2265.05}, {'investment': 191018.39999999997, 'shares': 44, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 4333.65}]"
TECH MAHINDRA LTD,532755,0.8883313384588062,"[{'investment': 99672.1, 'shares': 251, 'entry': True, 'exit': False, 'date': '14-06-2017', 'close': 397.1}, {'investment': 188213.94999999998, 'shares': 251, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 748.55}]"
HEIDELBERG CEMENT INDIA LTD,500292,0.7724675730004495,"[{'investment': 99966.85, 'shares': 839, 'entry': True, 'exit': False, 'date': '03-10-2017', 'close': 119.15}, {'investment': 177188.0, 'shares': 839, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 211.15}]"
ESAB INDIA LTD,500133,0.7685097931267276,"[{'investment': 99539.20000000001, 'shares': 151, 'entry': True, 'exit': False, 'date': '16-05-2018', 'close': 659.2}, {'investment': 176036.05, 'shares': 151, 'entry': False, 'exit': True, 'date': '04-06-2019', 'close': 1162.75}]"
