code,company,actual,predicted,minimun,maximum
500184,HIMADRI SPECIALITY CHEMICAL LTD,3.391185806920208,0.7150822392167971,-5.6839786297241295,
500020,BOMBAY DYEING  MFG CO LTD,0.9140878045767138,0.40928525484846284,0.4526539501508898,
532868,DLF LTD,0.6862428712478074,0.40744350083823505,0.49491879079586126,
524804,AUROBINDO PHARMA LTD,0.6466348660202274,1.4814729731388376,,1.18647029356545
505509,RESPONSIVE INDUSTRIES LTD,0.6263056613410748,0.6291836725097151,0.4002931206977342,0.7647972092283948
500180,HDFC BANK LTD,0.5635335216995605,0.38229974682675405,0.4614022142945825,
539524,DR LAL PATHLABS LTD,0.5607730651271703,0.719718935084131,,0.6499056278122398
521070,ALOK INDUSTRIES LTD,0.5424359260259268,0.6087706118021562,,0.5784182427325946
500290,MRF LTD,0.5208267756315933,1.1667330067053192,0.5149342325596524,0.8770753862068552
505255,GMM PFAUDLER LTD,0.5186132650500095,6.111969638187273,,3.419402076311005
533096,ADANI POWER LTD,0.514472489352421,0.26179139231674003,0.3844750163481736,
532189,INDIA TOURISM DEVP CORPN LTD,0.5056063329899508,0.7745759824670613,0.3862089765817647,0.8200644724105836
541179,ICICI SECURITIES LTD,0.47314167516227135,1.776449655945715,,1.0897909964425074
500483,TATA COMMUNICATIONS LTD,0.46966197749897415,0.43112140108143127,0.3965962673470917,0.5401151195932273
539523,ALKEM LABORATORIES LTD,0.4652168333554001,1.0706140818925562,,0.7468578242419279
523610,ITI LTD,0.4651458666701481,1.433511990439988,,0.9155773665650822
532819,MINDTREE LTD,0.45560396699822947,0.7853094920459663,0.35741113480011955,0.6267691825302203
500408,TATA ELXSI LTD,0.4426613497868071,3.3285162890307016,,1.7201177924814337
534091,MULTI COMMODITY EXCHANGE INDIA,0.4228557749995723,0.38165288989306584,0.31126802613332716,0.4878271591689178
541450,ADANI GREEN ENERGY LTD,0.4144817858767096,5.789262336715997,,2.642230427283982
500043,BATA INDIA LTD,0.4120119675098931,0.41155228283645334,0.41182257192315513,
520051,JAMNA AUTO INDS LTD,0.36571233823502636,1.027882095661144,,0.6078759885318521
539268,SYNGENE INTERNATIONAL LTD,0.3538245420526559,0.46822061034772333,,0.39430067852978246
500355,RALLIS INDIA LTD,0.346944203935785,1.2759522548347784,,0.6692581626048716
517174,HONEYWELL AUTOMATION INDIA LTD,0.3369030393618135,1.8113164402934687,0.28502288215505434,0.8360278725934214
505533,WESTLIFE DEVELOPMENT LTD,0.3219197231238826,0.5750540652409749,0.27418523903133823,0.4310564622435545
532777,INFO EDGE INDIA LTD,0.3114049915246023,0.1928374718640064,0.21620472989403428,0.37446609203905756
532978,BAJAJ FINSERV LTD,0.3013639657998628,1.3299890896731703,,0.6113545124516979
532523,BIOCON LTD,0.2998169308262677,0.2863466048906322,0.2785179558779876,0.3138605633193315
500233,KAJARIA CERAMICS LTD,0.28609155869809677,1.004343173762683,,0.4915772827893497
541770,CREDITACCESS GRAMEEN LTD,0.2842645147847563,2.0359176853175156,,0.7821973533774309
532454,BHARTI AIRTEL LTD,0.2634472127851339,0.2596395642569251,0.25313594827243974,0.30084021764088437
500292,HEIDELBERG CEMENT INDIA LTD,0.25545643511893024,0.7453830317615764,,0.3806113369672108
532149,BANK OF INDIA,0.2550857391767642,0.6478336356211132,,0.35527012665139024
517354,HAVELLS INDIA LTD,0.24346281613087037,0.4176661261262691,0.2369735261545601,0.2932029960232533
540699,DIXON TECHNOLOGIES INDIA LTD,0.23905769758594916,2.304829302581337,,0.7328963012145776
500266,MAHARASHTRA SCOOTERS LTD,0.23826577494755868,1.2283057385731044,,0.47415841410985216
500096,DABUR INDIA LTD,0.23274222287087407,0.32364292746551837,0.2011651411255077,0.26449705720073746
506820,ASTRAZENECA PHARMA INDIA LTD,0.22785024936535242,0.2350721681115357,0.1998032952942549,0.25532294345062473
500490,BAJAJ HOLDINGS  INVESTMENT LTD,0.22463733271161218,0.40986012781408226,0.2157441181966219,0.26678444575047383
532300,WOCKHARDT LTD,0.22261224447209962,0.007243418418275349,0.15772237211320875,0.24975741348466174
539957,MAHANAGAR GAS LTD,0.22091723127535448,1.2750248287428252,,0.4537877631741839
500459,PROCTER  GAMBLE HYGIENE  HEALTH CARE LTD,0.22057180405516014,0.6640032020906468,0.19578132192978526,0.32546301263034033
540025,ADVANCED ENZYME TECHNOLOGIES LTD,0.21348082687278813,0.3784897169773098,0.21258348334483226,0.24930912080414297
541729,HDFC ASSET MANAGEMENT COMPANY LTD,0.21243702740759907,0.5098569934159495,,0.2756200408780822
530005,INDIA CEMENTS LTD,0.21220957980810498,0.7424218508312462,0.20631482658823685,0.3272859382177899
500228,JSW STEEL LTD,0.21110083169737798,1.5069298907627013,,0.4846514238036985
509480,BERGER PAINTS INDIA LTD,0.2105653592334222,1.0449088146832577,,0.38624918865427166
532187,INDUSIND BANK LTD,0.2034271947763715,0.4090062484152451,0.20072218050735038,0.24731251032896365
541988,AAVAS FINANCIERS LTD,0.20280339374930376,0.4450984461686166,,0.2519416526686059
532921,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD,0.2001486996593311,0.7322791089747122,0.19155855911913203,0.3120701608983503
500034,BAJAJ FINANCE LTD,0.19744155612728517,0.9570941133569136,,0.3474285391427746
500247,KOTAK MAHINDRA BANK LTD,0.19485172950927382,0.3882680736643294,0.19081473291875134,0.23334495327732038
523385,NILKAMAL LTD,0.19479467993052618,0.14286334082346366,0.15329817547954644,0.2870321332112539
533286,MOIL LTD,0.1891173882679648,0.6753405772953758,,0.28107064789214975
541301,ORIENT ELECTRIC LTD,0.1867438812457139,0.840386537820728,,0.30880764788229126
500238,WHIRLPOOL OF INDIA LTD,0.1860385275357228,1.038397197997273,,0.344610079520696
540222,LAURUS LABS LTD,0.18194418282035682,0.7027710569417364,,0.276705602823252
524494,IPCA LABORATORIES LTD,0.17497025452788,0.6340480820623854,0.148863423056265,0.26511174371535506
500325,RELIANCE INDUSTRIES LTD,0.1735140544353033,0.46927621789146573,,0.22483294656513894
532810,POWER FINANCE CORPN LTD,0.17231427656021442,0.7416041844265951,,0.2704110551872409
501425,BOMBAY BURMAH TRDG CORPN LTD,0.16752272065542392,1.2501902569873564,0.12557267559489757,0.3942624137498042
532500,MARUTI SUZUKI INDIA LTD,0.1657379544503307,0.8861393020012261,,0.28513580017667794
523398,JOHNSON CONTROLS  HITACHI AIR CONDITIONING INDIA LTD,0.16554498544420523,1.6201679362689527,,0.4063505206652949
500387,SHREE CEMENT LTD,0.16309667087133328,0.8718708567213821,,0.27869538098301594
517506,TTK PRESTIGE LTD,0.1624819325890263,0.3473253994309266,,0.19251565630795386
532286,JINDAL STEEL  POWER LTD,0.1599696971194467,-0.03011369880659115,0.12956211384572255,
540750,INDIAN ENERGY EXCHANGE LTD,0.1530399507134194,0.5847755644075493,,0.2191127477543969
534976,VMART RETAIL LTD,0.15223046872768017,1.622218381888469,,0.3760074177721715
500124,DR REDDYS LABORATORIES LTD,0.1516918769550495,0.7794755573036681,,0.24692156174888027
522113,TIMKEN INDIA LTD,0.1511611431256938,1.3383902114430828,,0.3306240462446027
500547,BHARAT PETROLEUM CORPN LTD,0.14416818792779212,0.5834634730855255,0.10312123818757793,0.21264935057408374
540902,AMBER ENTERPRISES INDIA LTD,0.14222926380865397,1.5004500444971993,,0.3354080055356011
500003,AEGIS LOGISTICS LTD,0.14175409310375411,0.733194729940909,,0.22559322420331177
532514,INDRAPRASTHA GAS LTD,0.14173966855546433,0.7153173754963194,0.1376719485234384,0.2247007301421292
539437,IDFC FIRST BANK LTD,0.14053367217280832,1.3249019037059433,,0.30697728895497467
506943,JB CHEMICALS  PHARMACEUTICALS LTD,0.1401970819617377,1.0756248182776975,,0.2713413209793091
532725,SOLAR INDUSTRIES INDIA LTD,0.13846510333183806,0.5385310202956628,,0.1938602718637806
532892,MOTILAL OSWAL FINANCIAL SERVICES LTD,0.1374093370894619,2.802806374772066,,0.5036597771176441
506076,GRINDWELL NORTON LTD,0.1351351958498456,0.8066295741653465,0.1319433631793196,0.23247217581494425
541578,VARROC ENGINEERING PVT LTD,0.12878271087672719,2.7402994743555014,,0.46510091917754043
532612,INDOCO REMEDIES LTD,0.1283838803537814,2.1466569229737686,,0.3874976051787682
539876,CROMPTON GREAVES CONSUMER ELECTRICALS LTD,0.12339791296552177,1.2681156219171188,,0.26465368918482246
540762,TUBE INVESTMENTS OF INDIA LTD,0.11660296500311715,0.856509531525984,,0.2028782644849595
540005,LARSEN  TOUBRO INFOTECH LTD,0.11552369216685035,0.6742219244507544,,0.1800665747673795
532755,TECH MAHINDRA LTD,0.1107843535065946,0.31678157985336575,0.10932787292871872,0.13389350151152807
531599,FDC LTD,0.11027019526419989,0.9454480318916169,,0.2023654183894372
500331,PIDILITE INDUSTRIES LTD,0.10837366821456043,0.7287664329224878,,0.17560790785973118
541195,MISHRA DHATU NIGAM LTD,0.10250804735433129,0.33739084413865894,,0.12658542420981692
540673,SIS LTD,0.10134455465235799,0.27834345733135174,,0.11928242961831667
511243,CHOLAMANDALAM INVESTMENT  FINANCE CO LTD,0.09996389895965727,0.9177125674653438,,0.18170924423255397
540115,LT TECHNOLOGY SERVICES LTD,0.09971378243011643,0.16910516809621928,,0.1066330599629505
532953,VGUARD INDUSTRIES LTD,0.09970632721980614,0.9465051164952423,0.09322042417955687,0.24380187140747325
521064,TRIDENT LTD,0.09727223528728704,0.8132078949831606,,0.1669128972277831
532749,ALLCARGO LOGISTICS LTD,0.09522576108208496,1.8721474120234871,,0.2644344776762149
503806,SRF LTD,0.09505743538994403,1.5594637020445763,,0.23426013946709587
508869,APOLLO HOSPITALS ENTERPRISE LTD,0.09260575496211314,0.3144745711341512,,0.11315208418627502
532215,AXIS BANK LTD,0.0916767092472082,0.34505827705328873,,0.114905897567568
500114,TITAN COMPANY LTD,0.09138309412257024,0.1231723356529568,,0.09428809337342668
