security code,security name,revenue,income,expenditure,profit,eps,year,quartile
540376,DMART,31106.36,31204.99,-353.63,966.66,1.69,2017,1
540376,DMART,35981.31,36209.57,-33529.37,1747.76,2.80,2017,2
540376,DMART,35082.67,35294.76,-1784.04,1910.23,3.06,2017,3
540376,DMART,40948.21,41084.79,-1789.28,2517.64,4.03,2017,4
540376,DMART,38099.62,38248.67,-1998.62,1670.99,2.68,2018,1
540376,DMART,45594.20,45736.70,-2124.30,2506.10,4.02,2018,2
540376,DMART,48725.20,48863.80,-2244.60,2257.40,3.62,2018,3
540376,DMART,54509.40,54595.80,-2596.30,2571.10,4.12,2018,4
540376,DMART,50333.70,50480.30,-2625.80,2028.90,3.25,2019,1
540376,DMART,57805.30,57924.70,-2409.30,3353.10,5.37,2019,2
540376,DMART,59490.10,59578.70,-2763.60,3334.50,5.34,2019,3
540376,DMART,67519.40,67588.80,-3085.80,3942.60,6.30,2019,4
540376,DMART,61935.30,62291.20,-2863.40,2868.70,4.49,2020,1
540376,DMART,38332.30,38845.70,-2932.80,495.60,0.77,2020,2
540376,DMART,52181.50,52739.60,-2853.50,2105.50,3.25,2020,3
540376,DMART,74326.90,74818.90,-3049.60,4702.50,7.26,2020,4
