security code,security name,revenue,income,expenditure,profit,eps,year,quartile
511377,MEHIF,1.20,1.25,-0.19,1.07,0.02,2007,2
511377,MEHIF,1.18,1.23,-0.24,0.99,0.19,2007,3
511377,MEHIF,0.52,0.81,-0.33,0.48,0.10,2007,4
511377,MEHIF,,0.25,-1.54,-1.29,,2008,1
511377,MEHIF,8.32,8.32,-0.87,7.45,0.67,2008,2
511377,MEHIF,2.65,2.41,-0.24,3.76,0.75,2008,3
511377,MEHIF,1.06,1.06,-0.72,0.62,0.12,2008,4
511377,MEHIF,,-1.05,-1.05,1.30,0.26,2009,1
511377,MEHIF,0.45,-1.90,-2.35,-0.15,,2009,2
511377,MEHIF,0.09,-0.57,-0.66,0.75,,2009,3
511377,MEHIF,3.08,0.36,-2.72,0.62,,2009,4
511377,MEHIF,2.62,-4.32,-6.94,-4.24,,2010,1
511377,MEHIF,0.03,-5.89,-5.92,-3.19,,2010,2
511377,MEHIF,0.15,-0.48,-0.63,2.50,,2010,3
511377,MEHIF,0.65,-0.74,-1.38,0.84,,2010,4
511377,MEHIF,,-0.58,-0.58,-0.20,,2011,1
511377,MEHIF,0.08,-0.29,-0.37,2.02,,2011,2
511377,MEHIF,,-0.26,-0.26,3.20,0.64,2011,3
511377,MEHIF,,-1.29,-1.29,0.26,0.01,2012,1
511377,MEHIF,,-0.93,-0.93,1.58,,2012,2
511377,MEHIF,,-0.20,-0.20,1.46,,2012,3
511377,MEHIF,,-0.23,-0.23,0.22,,2012,4
511377,MEHIF,,-1.55,-1.55,-0.93,,2013,1
511377,MEHIF,,-7.60,-7.60,-4.21,,2013,3
511377,MEHIF,,,,,,2013,4
511377,MEHIF,,-2.96,-2.96,0.29,,2014,1
511377,MEHIF,,-0.31,-0.31,5.16,,2014,2
511377,MEHIF,,-1.03,-1.03,2.92,,2014,3
511377,MEHIF,,-0.12,-0.12,0.53,,2014,4
511377,MEHIF,,-1.42,-1.42,0.02,,2015,1
511377,MEHIF,,-0.20,-0.20,1.34,,2015,2
511377,MEHIF,,-0.62,-0.37,-0.03,,2015,3
511377,MEHIF,0.20,0.20,-0.26,1.53,0.31,2015,4
511377,MEHIF,,-0.68,-0.17,-0.27,-0.05,2016,2
511377,MEHIF,0.26,-0.14,-0.20,1.05,0.21,2016,3
511377,MEHIF,,-0.82,-0.13,0.03,0.06,2016,4
511377,MEHIF,-3.06,0.97,-0.60,-0.11,-0.02,2017,1
511377,MEHIF,,0.67,-0.35,0.20,0.04,2017,2
511377,MEHIF,,1.98,-0.06,1.80,0.36,2017,3
511377,MEHIF,,0.99,-2.06,-1.07,,2017,4
511377,MEHIF,,1.93,-0.75,1.18,0.24,2018,1
511377,MEHIF,,0.89,-0.46,0.43,0.09,2018,2
511377,MEHIF,0.27,1.57,-0.10,1.23,0.25,2018,3
511377,MEHIF,,0.57,-0.14,0.11,0.02,2018,4
511377,MEHIF,-0.27,1.38,-0.65,0.17,0.03,2019,1
511377,MEHIF,,0.58,-0.10,0.00,,2019,2
511377,MEHIF,0.05,1.94,-0.17,1.59,0.32,2019,3
511377,MEHIF,,0.66,-0.21,0.14,0.03,2019,4
511377,MEHIF,1.62,1.34,-0.57,0.77,0.15,2020,1
511377,MEHIF,,0.01,-0.07,-0.17,-0.03,2020,2
511377,MEHIF,,1.34,-0.09,0.65,0.13,2020,3
511377,MEHIF,0.05,4.34,-1.08,3.09,0.62,2020,4
